,Ticker,SMA200_value,SMA150_value,SMA50_value,SMA21_value,SMA200_percent,SMA50_percent,EPS_QoQ_percent,Sales_QoQ_percent,prev_close,week52_high,week52_low,Inst. Ownership,Shares Outstanding,volume,Relative Strength Value,SMA50_greater_SMA150_rule (1st),SMA50_greater_SMA150_rule_score,SMA50_greater_SMA150_rule_nvalue,SMA150_greater_SMA200_rule (1st),SMA150_greater_SMA200_rule_score,SMA150_greater_SMA200_rule_nvalue,week52_span_rule (1st),week52_span_rule_score,week52_span_rule_nvalue,rs_value_rule (1st),rs_value_rule_score,rs_value_rule_nvalue,overextended_sma21_rule (1st),overextended_sma21_rule_percentage,overextended_sma21_rule_score,overextended_sma21_rule_nvalue,liquidity_rule (1st),liquidity_rule_score,liquidity_rule_nvalue,close_above_52weekhigh_rule (1st),close_above_52weekhigh_rule_score,close_above_52weekhigh_rule_nvalue,prev_close_rule (1st),prev_close_rule_score,prev_close_rule_nvalue,SMA200_slope_rule (1st),SMA200_slope_rul_score,SMA200_slope_rul_nvalue,inst_ownership_rule (1st),inst_ownership_rule_score,inst_ownership_rule_nvalue,close_greater_SMA50_rule (1st),close_greater_SMA50_rule_score,close_greater_SMA50_rule_nvalue,sales_QoQ_yearly_rule (1st),sales_QoQ_yearly_rule_score,sales_QoQ_yearly_rule_nvalue,eps_QoQ_yearly_rule (2nd),eps_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_nvalue,Primary Passed Tests,Secondary Passed Tests,Lwowski Rating,N-Value Rating
448,MN,5.78,6.35,7.11,6.67,0.54,0.12,9.88,0.02,7.33,8.0,2.55,0.42,16469999.999999998,269611.0,7.0,True,980.0,8192.0,True,404.0,4096.0,True,1807.0,2048.0,True,6144.0,1024.0,False,0.0989505247376312,0.0,0,False,0.0,0,True,28.0,128.0,False,0.0,0.0,True,0.0,32.0,True,118.0,16.0,True,0.0,8.0,False,0.0,0.0,True,108.0,2,8,1,9589.0,15546.0
428,RELL,5.51,5.9,6.75,6.96,0.43,0.09,2.1,0.07,7.36,8.0,3.83,0.6,13210000.0,52471.0,4.0,True,1180.0,8192.0,True,290.0,4096.0,True,519.0,2048.0,True,3072.0,1024.0,False,0.05747126436781615,0.0,0,False,0.0,0,True,29.0,128.0,False,0.0,0.0,True,0.0,32.0,True,176.0,16.0,True,1.0,8.0,False,0.0,0.0,True,21.0,2,8,1,5288.0,15546.0
498,AGRO,6.82,7.49,8.34,8.12,0.45,0.08,3.96,-0.12,8.67,9.0,3.63,0.72,117450000.0,921888.0,2.0,True,930.0,8192.0,True,402.0,4096.0,True,999.0,2048.0,True,1024.0,1024.0,False,0.06773399014778335,0.0,0,False,0.0,0,True,36.0,128.0,False,0.0,0.0,True,0.0,32.0,True,214.0,16.0,True,0.0,8.0,False,0.0,0.0,True,42.0,2,8,1,3647.0,15546.0
307,BTN,2.16,2.36,2.8,2.97,1.32,0.68,0.06,-0.42,4.05,5.0,1.35,0.69,14720000.0,3952494.0,65.0,True,1527.0,8192.0,True,379.0,4096.0,True,2503.0,2048.0,True,65536.0,1024.0,False,0.3636363636363635,0.0,0,False,0.0,0,True,10.0,128.0,False,0.0,0.0,True,32.0,32.0,True,205.0,16.0,True,4.0,8.0,False,0.0,0.0,False,0.0,0,8,0,70196.0,15544.0
507,GTBP,5.67,6.43,6.8,8.43,0.9,0.36,0.93,0.0,9.63,11.0,2.14,0.01,4510000.0,340215.0,23.0,True,471.0,8192.0,True,549.0,4096.0,True,4268.0,2048.0,True,22528.0,1024.0,False,0.1423487544483987,0.0,0,False,0.0,0,True,21.0,128.0,False,0.0,0.0,True,0.0,32.0,False,0.0,0.0,True,3.0,8.0,False,0.0,0.0,True,8.0,2,7,1,27848.0,15530.0
509,LEAF,5.94,5.96,6.99,7.99,0.66,0.33,0.55,0.44,9.07,9.0,1.05,0.74,29060000.0,317815.0,32.0,True,1416.0,8192.0,True,14.0,4096.0,True,8485.0,2048.0,True,31744.0,1024.0,False,0.13516896120150187,0.0,0,False,0.0,0,True,44.0,128.0,False,0.0,0.0,False,0.0,0.0,True,221.0,16.0,True,2.0,8.0,True,3.0,4.0,True,4.0,2,8,1,41933.0,15518.0
324,MDJH,4.14,4.25,4.38,4.43,0.27,0.11,1.15,2.86,4.9,5.0,2.4,0.0,11640000.0,13256.0,5.0,True,251.0,8192.0,True,109.0,4096.0,True,512.0,2048.0,True,4096.0,1024.0,False,0.10609480812641099,0.0,0,False,0.0,0,True,39.0,128.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,1.0,8.0,True,42.0,4.0,True,11.0,2,7,1,5061.0,15502.0
587,HYRE,7.78,9.08,10.18,10.6,0.84,0.09,0.08,0.48,11.57,16.0,1.42,0.36,18910000.0,295999.0,7.0,True,992.0,8192.0,True,684.0,4096.0,True,11798.0,2048.0,True,6144.0,1024.0,False,0.09150943396226421,0.0,0,False,0.0,0,False,0.0,0.0,True,2.0,64.0,True,0.0,32.0,True,99.0,16.0,True,1.0,8.0,True,4.0,4.0,False,0.0,0,9,0,19724.0,15484.0
335,PDSB,3.22,3.56,4.7,4.9,0.69,0.09,0.77,0.0,5.25,7.0,0.83,0.14,22300000.0,420275.0,12.0,True,2623.0,8192.0,True,432.0,4096.0,True,8315.0,2048.0,True,11264.0,1024.0,False,0.07142857142857136,0.0,0,False,0.0,0,False,0.0,0.0,False,0.0,0.0,True,0.0,32.0,True,29.0,16.0,True,1.0,8.0,False,0.0,0.0,True,7.0,2,7,1,22671.0,15418.0
291,BLU,3.29,3.6,4.06,4.09,0.36,0.1,0.78,-0.43,4.49,12.0,2.14,0.66,65519999.99999999,321938.0,5.0,True,1047.0,8192.0,True,386.0,4096.0,True,4842.0,2048.0,True,4096.0,1024.0,False,0.09779951100244508,0.0,0,False,0.0,0,False,0.0,0.0,False,0.0,0.0,True,0.0,32.0,True,195.0,16.0,True,1.0,8.0,False,0.0,0.0,True,7.0,2,7,1,10574.0,15418.0
1293,APPS,58.14,65.9,81.18,81.4,0.69,-0.04,3.25,1.46,84.1,95.0,4.64,0.65,89000000.0,4642672.0,-4.0,True,1899.0,8192.0,True,547.0,4096.0,True,23111.0,2048.0,False,0.0,0.0,True,0.03316953316953303,8.0,512,True,4.0,256,True,23.0,128.0,True,12.0,64.0,True,0.0,32.0,True,192.0,16.0,True,0.0,8.0,True,19.0,4.0,True,34.0,2,11,1,25849.0,15358.0
961,VSTO,26.39,28.18,31.86,31.84,0.36,0.0,4.2,0.35,32.68,36.0,7.04,0.93,58300000.0,576329.0,-4.0,True,1070.0,8192.0,True,278.0,4096.0,True,4236.0,2048.0,False,0.0,0.0,True,0.02638190954773869,12.0,512,True,6.0,256,True,27.0,128.0,True,13.0,64.0,True,0.0,32.0,True,282.0,16.0,True,0.0,8.0,True,2.0,4.0,True,45.0,2,11,1,5971.0,15358.0
1295,CROX,66.93,72.31,78.87,79.85,0.35,-0.01,8.44,0.56,80.29,85.0,19.45,0.94,66730000.00000001,880987.0,-5.0,True,743.0,8192.0,True,329.0,4096.0,True,3322.0,2048.0,False,0.0,0.0,True,0.005510331872260638,22.0,512,True,11.0,256,True,33.0,128.0,True,17.0,64.0,True,0.0,32.0,True,285.0,16.0,True,0.0,8.0,True,5.0,4.0,True,92.0,2,11,1,4859.0,15358.0
1592,GNRC,257.99,274.24,319.9,323.04,0.44,0.03,0.78,0.29,325.57,363.0,93.29,0.95,62390000.0,452928.0,1.0,True,1364.0,8192.0,True,258.0,4096.0,True,2733.0,2048.0,False,0.0,0.0,True,0.007831847449232208,21.0,512,True,10.0,256,True,25.0,128.0,True,13.0,64.0,True,0.0,32.0,True,288.0,16.0,True,0.0,8.0,True,1.0,4.0,True,7.0,2,11,1,4720.0,15358.0
1550,ETSY,180.36,195.38,211.32,208.29,0.37,0.02,3.88,1.29,218.07,245.0,56.72,0.9,126010000.0,1815548.0,-4.0,True,668.0,8192.0,True,341.0,4096.0,True,3260.0,2048.0,False,0.0,0.0,True,0.04695376638340776,1.0,512,True,1.0,256,True,24.0,128.0,True,12.0,64.0,True,0.0,32.0,True,272.0,16.0,True,0.0,8.0,True,17.0,4.0,True,41.0,2,11,1,4637.0,15358.0
921,WSC,23.43,25.17,27.46,28.39,0.37,0.06,2.13,0.62,28.53,30.0,8.45,0.78,229070000.0,673802.0,1.0,True,745.0,8192.0,True,304.0,4096.0,True,2315.0,2048.0,False,0.0,0.0,True,0.004931313842902451,22.0,512,True,11.0,256,True,34.0,128.0,True,17.0,64.0,True,0.0,32.0,True,234.0,16.0,True,0.0,8.0,True,6.0,4.0,True,22.0,2,11,1,3710.0,15358.0
1443,EVR,106.44,116.25,131.82,133.36,0.46,0.05,1.02,0.4,135.69,142.0,47.61,0.86,40890000.0,454130.0,1.0,True,1097.0,8192.0,True,378.0,4096.0,True,1617.0,2048.0,False,0.0,0.0,True,0.017471505698860107,16.0,512,True,8.0,256,True,35.0,128.0,True,18.0,64.0,True,0.0,32.0,True,259.0,16.0,True,0.0,8.0,True,2.0,4.0,True,9.0,2,11,1,3439.0,15358.0
1353,ENSG,76.58,82.29,89.19,93.38,0.36,0.06,4.36,1.02,92.93,96.0,33.78,0.86,53840000.0,227822.0,1.0,True,687.0,8192.0,True,305.0,4096.0,True,1444.0,2048.0,False,0.0,0.0,True,-0.004819019061897501,27.0,512,True,13.0,256,True,37.0,128.0,True,19.0,64.0,True,0.0,32.0,True,259.0,16.0,True,0.0,8.0,True,12.0,4.0,True,46.0,2,11,1,2849.0,15358.0
1279,SCCO,63.66,68.31,72.42,70.38,0.3,0.03,0.93,0.27,73.43,82.0,28.36,0.08,773100000.0,1400341.0,-3.0,True,493.0,8192.0,True,299.0,4096.0,True,1505.0,2048.0,False,0.0,0.0,True,0.043336175049730204,3.0,512,True,2.0,256,True,25.0,128.0,True,12.0,64.0,True,0.0,32.0,True,10.0,16.0,True,0.0,8.0,True,0.0,4.0,True,8.0,2,11,1,2357.0,15358.0
1526,QRVO,162.69,171.87,180.43,188.46,0.28,0.08,0.28,0.26,189.85,198.0,81.18,0.87,113810000.0,709444.0,1.0,True,408.0,8192.0,True,231.0,4096.0,True,949.0,2048.0,False,0.0,0.0,True,0.007375570412819624,21.0,512,True,10.0,256,True,36.0,128.0,True,18.0,64.0,True,0.0,32.0,True,262.0,16.0,True,0.0,8.0,True,0.0,4.0,True,1.0,2,11,1,1936.0,15358.0
1401,LOGI,96.09,100.59,103.75,106.93,0.26,0.04,2.2,0.85,109.81,119.0,45.42,0.33,169050000.0,433339.0,-2.0,True,257.0,8192.0,True,192.0,4096.0,True,1171.0,2048.0,False,0.0,0.0,True,0.02693350790236599,11.0,512,True,6.0,256,True,29.0,128.0,True,15.0,64.0,True,0.0,32.0,True,90.0,16.0,True,0.0,8.0,True,10.0,4.0,True,22.0,2,11,1,1803.0,15358.0
797,MFC,18.08,19.31,21.33,21.6,0.27,0.03,0.47,0.64,21.59,22.0,11.36,0.54,1940000000.0,3229891.0,-1.0,True,857.0,8192.0,True,279.0,4096.0,True,332.0,2048.0,False,0.0,0.0,True,-0.0004629629629630353,25.0,512,True,12.0,256,True,39.0,128.0,True,20.0,64.0,True,0.0,32.0,True,157.0,16.0,True,0.0,8.0,True,6.0,4.0,True,3.0,2,11,1,1730.0,15358.0
929,VICI,26.13,26.9,28.53,28.62,0.18,0.05,1.53,0.57,28.83,29.0,14.87,0.91,536549999.99999994,3264581.0,0.0,True,496.0,8192.0,True,121.0,4096.0,True,348.0,2048.0,False,0.0,0.0,True,0.007337526205450639,21.0,512,True,10.0,256,True,42.0,128.0,True,21.0,64.0,True,0.0,32.0,True,275.0,16.0,True,0.0,8.0,True,5.0,4.0,True,15.0,2,11,1,1354.0,15358.0
1509,IPHI,154.57,164.18,168.11,178.42,0.26,0.06,0.22,0.82,177.23,184.0,92.18,0.92,52650000.0,952931.0,-1.0,True,196.0,8192.0,True,255.0,4096.0,True,405.0,2048.0,False,0.0,0.0,True,-0.006669655868176201,28.0,512,True,14.0,256,True,36.0,128.0,True,18.0,64.0,True,0.0,32.0,True,278.0,16.0,True,0.0,8.0,True,9.0,4.0,True,0.0,2,11,1,1239.0,15358.0
706,FHN,13.88,14.98,17.06,17.17,0.4,0.05,0.13,0.42,17.37,18.0,7.2,0.85,553400000.0,4232859.0,1.0,True,1137.0,8192.0,True,325.0,4096.0,True,1024.0,2048.0,False,0.0,0.0,True,0.011648223645893959,19.0,512,True,9.0,256,True,37.0,128.0,True,18.0,64.0,True,0.0,32.0,True,256.0,16.0,True,0.0,8.0,True,3.0,4.0,False,0.0,0,11,0,2828.0,15356.0
910,KIRK,19.67,22.84,27.4,28.26,0.83,0.04,4.82,-0.07,29.19,31.0,0.76,0.6,14270000.0,514600.0,0.0,True,1636.0,8192.0,True,660.0,4096.0,True,48074.0,2048.0,False,0.0,0.0,True,0.03290870488322716,8.0,512,True,4.0,256,True,33.0,128.0,True,16.0,64.0,True,0.0,32.0,True,176.0,16.0,True,1.0,8.0,False,0.0,0.0,True,52.0,2,10,1,50660.0,15354.0
924,REZI,21.42,24.4,28.37,28.6,0.55,0.05,6.93,0.15,28.59,32.0,4.08,0.92,143040000.0,494023.0,0.0,True,1333.0,8192.0,True,570.0,4096.0,True,7590.0,2048.0,False,0.0,0.0,True,-0.0003496503496504043,25.0,512,True,12.0,256,True,24.0,128.0,True,12.0,64.0,True,0.0,32.0,True,278.0,16.0,True,0.0,8.0,False,0.0,0.0,True,75.0,2,10,1,9919.0,15354.0
1247,HIBB,53.91,57.32,68.57,70.18,0.51,0.04,3.0,0.2,69.26,76.0,11.54,0.95,16540000.0,207377.0,1.0,True,1608.0,8192.0,True,259.0,4096.0,True,6045.0,2048.0,False,0.0,0.0,True,-0.013109147905386172,31.0,512,True,15.0,256,True,28.0,128.0,True,14.0,64.0,True,0.0,32.0,True,288.0,16.0,True,0.0,8.0,False,0.0,0.0,True,31.0,2,10,1,8319.0,15354.0
1608,LAD,319.09,340.1,386.47,389.68,0.36,0.03,1.44,0.21,392.21,414.0,86.65,0.98,26200000.0,245550.0,0.0,True,1117.0,8192.0,True,270.0,4096.0,True,3823.0,2048.0,False,0.0,0.0,True,0.006492506672141174,21.0,512,True,11.0,256,True,34.0,128.0,True,17.0,64.0,True,0.0,32.0,True,298.0,16.0,True,0.0,8.0,False,0.0,0.0,True,14.0,2,10,1,5605.0,15354.0
834,FRTA,18.9,20.51,23.4,23.41,0.37,0.03,3.75,0.05,23.51,24.0,5.71,0.95,65810000.0,163117.0,-1.0,True,1154.0,8192.0,True,349.0,4096.0,True,3117.0,2048.0,False,0.0,0.0,True,0.0042716787697565746,22.0,512,True,11.0,256,True,39.0,128.0,True,20.0,64.0,True,0.0,32.0,True,288.0,16.0,True,0.0,8.0,False,0.0,0.0,True,40.0,2,10,1,5040.0,15354.0
844,REAL,20.03,21.89,23.3,22.73,0.28,-0.02,0.52,-0.06,23.35,29.0,8.67,0.93,88820000.0,969002.0,-10.0,True,528.0,8192.0,True,380.0,4096.0,True,2062.0,2048.0,False,0.0,0.0,True,0.02727672679278491,11.0,512,True,6.0,256,True,9.0,128.0,True,5.0,64.0,True,0.0,32.0,True,282.0,16.0,True,0.0,8.0,False,0.0,0.0,True,4.0,2,10,1,3287.0,15354.0
1368,WK,84.42,92.88,95.39,92.13,0.3,-0.01,0.54,0.17,96.18,115.0,32.03,0.87,49230000.0,446534.0,-7.0,True,221.0,8192.0,True,410.0,4096.0,True,2364.0,2048.0,False,0.0,0.0,True,0.043959622272875414,3.0,512,True,1.0,256,True,15.0,128.0,True,7.0,64.0,True,0.0,32.0,True,262.0,16.0,True,0.0,8.0,False,0.0,0.0,True,4.0,2,10,1,3287.0,15354.0
881,RCM,23.1,24.87,25.8,24.95,0.28,-0.03,7.91,0.05,25.9,31.0,8.77,0.37,117420000.0,419013.0,-8.0,True,306.0,8192.0,True,314.0,4096.0,True,2296.0,2048.0,False,0.0,0.0,True,0.038076152304609194,6.0,512,True,3.0,256,True,15.0,128.0,True,7.0,64.0,True,0.0,32.0,True,102.0,16.0,True,0.0,8.0,False,0.0,0.0,True,86.0,2,10,1,3135.0,15354.0
1306,BG,66.65,71.08,78.53,79.06,0.36,0.04,7.62,0.17,80.03,81.0,34.2,0.81,139700000.0,1216132.0,0.0,True,859.0,8192.0,True,272.0,4096.0,True,862.0,2048.0,False,0.0,0.0,True,0.012269162661269907,18.0,512,True,9.0,256,True,41.0,128.0,True,20.0,64.0,True,0.0,32.0,True,243.0,16.0,True,0.0,8.0,False,0.0,0.0,True,83.0,2,10,1,2407.0,15354.0
1595,GS,269.09,291.26,333.2,329.52,0.36,0.04,1.57,-0.06,335.35,349.0,171.8,0.72,356100000.0,4333189.0,0.0,True,1180.0,8192.0,True,337.0,4096.0,True,448.0,2048.0,False,0.0,0.0,True,0.017692401068220568,16.0,512,True,8.0,256,True,36.0,128.0,True,18.0,64.0,True,0.0,32.0,True,214.0,16.0,True,0.0,8.0,False,0.0,0.0,True,15.0,2,10,1,2272.0,15354.0
1305,MS,67.3,72.96,80.57,79.42,0.31,0.03,0.39,0.05,80.79,84.0,36.95,0.66,1770000000.0,9881797.0,-2.0,True,854.0,8192.0,True,344.0,4096.0,True,745.0,2048.0,False,0.0,0.0,True,0.017250062956434206,16.0,512,True,8.0,256,True,36.0,128.0,True,18.0,64.0,True,0.0,32.0,True,195.0,16.0,True,0.0,8.0,False,0.0,0.0,True,2.0,2,10,1,2218.0,15354.0
1407,AEIS,97.26,105.71,108.61,114.02,0.31,0.06,3.0,0.1,113.3,124.0,47.69,0.99,38290000.0,191530.0,-1.0,True,225.0,8192.0,True,356.0,4096.0,True,1147.0,2048.0,False,0.0,0.0,True,-0.006314681634800903,27.0,512,True,14.0,256,True,28.0,128.0,True,14.0,64.0,True,0.0,32.0,True,301.0,16.0,True,0.0,8.0,False,0.0,0.0,True,31.0,2,10,1,2143.0,15354.0
1180,FLIR,46.89,50.55,55.61,57.18,0.32,0.06,43.68,0.07,57.99,58.0,33.55,0.94,131050000.00000001,850963.0,-0.0,True,820.0,8192.0,True,320.0,4096.0,True,76.0,2048.0,False,0.0,0.0,True,0.01416579223504726,17.0,512,True,9.0,256,True,43.0,128.0,True,21.0,64.0,True,0.0,32.0,True,285.0,16.0,True,0.0,8.0,False,0.0,0.0,True,483.0,2,10,1,2074.0,15354.0
537,INFN,8.87,9.65,9.7,9.95,0.22,0.02,0.86,-0.08,10.03,11.0,4.09,0.95,195650000.0,1244431.0,-4.0,True,42.0,8192.0,True,360.0,4096.0,True,1257.0,2048.0,False,0.0,0.0,True,0.008040201005025133,20.0,512,True,10.0,256,True,28.0,128.0,True,14.0,64.0,True,0.0,32.0,True,288.0,16.0,True,0.0,8.0,False,0.0,0.0,True,8.0,2,10,1,2027.0,15354.0
1598,MLM,294.65,307.32,338.23,341.92,0.29,0.05,0.4,0.07,347.21,349.0,160.63,0.98,62300000.0,355455.0,0.0,True,824.0,8192.0,True,176.0,4096.0,True,622.0,2048.0,False,0.0,0.0,True,0.015471455311183796,17.0,512,True,8.0,256,True,42.0,128.0,True,21.0,64.0,True,0.0,32.0,True,298.0,16.0,True,0.0,8.0,False,0.0,0.0,True,2.0,2,10,1,2010.0,15354.0
1414,TSM,109.32,116.95,119.5,119.6,0.2,-0.04,0.23,0.14,120.84,140.0,49.66,0.19,5190000000.0,18638964.0,-11.0,True,179.0,8192.0,True,286.0,4096.0,True,1416.0,2048.0,False,0.0,0.0,True,0.010367892976588706,19.0,512,True,10.0,256,True,19.0,128.0,True,10.0,64.0,True,0.0,32.0,True,45.0,16.0,True,0.0,8.0,False,0.0,0.0,True,1.0,2,10,1,1985.0,15354.0
1111,CTVA,40.17,42.72,46.5,47.14,0.31,0.04,3.16,0.07,47.22,48.0,22.77,0.81,746300000.0,2187263.0,-1.0,True,725.0,8192.0,True,260.0,4096.0,True,542.0,2048.0,False,0.0,0.0,True,0.00169707254985147,24.0,512,True,12.0,256,True,40.0,128.0,True,20.0,64.0,True,0.0,32.0,True,243.0,16.0,True,0.0,8.0,False,0.0,0.0,True,33.0,2,10,1,1899.0,15354.0
909,KTOS,25.01,26.67,26.87,27.75,0.23,0.0,25.03,0.12,28.2,33.0,13.93,0.92,123300000.0,2708472.0,-6.0,True,61.0,8192.0,True,272.0,4096.0,True,863.0,2048.0,False,0.0,0.0,True,0.01621621621621619,16.0,512,True,8.0,256,True,18.0,128.0,True,9.0,64.0,True,0.0,32.0,True,278.0,16.0,True,0.0,8.0,False,0.0,0.0,True,276.0,2,10,1,1801.0,15354.0
1217,DOW,56.06,58.62,63.34,63.98,0.23,0.05,1.53,0.05,64.24,66.0,30.88,0.68,745230000.0,2598755.0,-0.0,True,660.0,8192.0,True,187.0,4096.0,True,578.0,2048.0,False,0.0,0.0,True,0.004063769928102501,22.0,512,True,11.0,256,True,38.0,128.0,True,19.0,64.0,True,0.0,32.0,True,202.0,16.0,True,0.0,8.0,False,0.0,0.0,True,15.0,2,10,1,1732.0,15354.0
1529,HCA,162.11,171.8,185.41,188.89,0.29,0.06,0.34,0.06,190.95,193.0,92.48,0.72,338930000.0,1322276.0,1.0,True,649.0,8192.0,True,245.0,4096.0,True,516.0,2048.0,False,0.0,0.0,True,0.010905818201069417,19.0,512,True,10.0,256,True,41.0,128.0,True,20.0,64.0,True,0.0,32.0,True,214.0,16.0,True,0.0,8.0,False,0.0,0.0,True,2.0,2,10,1,1716.0,15354.0
1523,IT,160.05,169.64,184.63,186.58,0.28,0.05,0.78,-0.07,188.61,191.0,99.11,0.94,89340000.0,332004.0,1.0,True,724.0,8192.0,True,245.0,4096.0,True,320.0,2048.0,False,0.0,0.0,True,0.010880051452460076,19.0,512,True,10.0,256,True,41.0,128.0,True,20.0,64.0,True,0.0,32.0,True,285.0,16.0,True,0.0,8.0,False,0.0,0.0,True,7.0,2,10,1,1671.0,15354.0
1330,CLH,75.81,81.27,86.97,86.6,0.25,0.02,0.66,-0.09,87.4,90.0,46.29,0.91,54980000.0,180452.0,-3.0,True,575.0,8192.0,True,295.0,4096.0,True,341.0,2048.0,False,0.0,0.0,True,0.009237875288683734,20.0,512,True,10.0,256,True,38.0,128.0,True,19.0,64.0,True,0.0,32.0,True,275.0,16.0,True,0.0,8.0,False,0.0,0.0,True,5.0,2,10,1,1578.0,15354.0
895,VVV,23.4,24.5,26.06,26.4,0.2,0.06,0.21,0.08,26.7,27.0,13.25,0.96,185000000.0,720245.0,-0.0,True,522.0,8192.0,True,193.0,4096.0,True,456.0,2048.0,False,0.0,0.0,True,0.011363636363636392,19.0,512,True,9.0,256,True,41.0,128.0,True,20.0,64.0,True,0.0,32.0,True,291.0,16.0,True,0.0,8.0,False,0.0,0.0,True,0.0,2,10,1,1551.0,15354.0
749,OPCH,16.81,17.73,18.89,18.37,0.26,0.01,2.1,0.12,18.93,21.0,10.69,0.96,180970000.0,490344.0,-4.0,True,536.0,8192.0,True,224.0,4096.0,True,366.0,2048.0,False,0.0,0.0,True,0.030484485574305862,10.0,512,True,5.0,256,True,26.0,128.0,True,13.0,64.0,True,0.0,32.0,True,291.0,16.0,True,0.0,8.0,False,0.0,0.0,True,21.0,2,10,1,1492.0,15354.0
1508,TROW,154.46,160.06,172.89,176.17,0.2,0.05,0.49,0.18,174.92,182.0,98.85,0.72,226700000.0,828485.0,-0.0,True,657.0,8192.0,True,149.0,4096.0,True,214.0,2048.0,False,0.0,0.0,True,-0.007095419197366181,28.0,512,True,14.0,256,True,36.0,128.0,True,18.0,64.0,True,0.0,32.0,True,214.0,16.0,True,0.0,8.0,False,0.0,0.0,True,3.0,2,10,1,1333.0,15354.0
1348,HLNE,79.05,82.18,88.55,90.44,0.22,0.05,1.1,0.24,92.98,96.0,54.59,0.99,34480000.0,211363.0,1.0,True,635.0,8192.0,True,162.0,4096.0,True,113.0,2048.0,False,0.0,0.0,True,0.028084918177797506,11.0,512,True,5.0,256,True,37.0,128.0,True,19.0,64.0,True,0.0,32.0,True,301.0,16.0,True,0.0,8.0,False,0.0,0.0,True,10.0,2,10,1,1293.0,15354.0
1619,IDXX,473.84,491.09,498.87,495.01,0.2,0.05,0.94,0.19,514.16,552.0,257.82,0.88,85490000.0,438683.0,-1.0,True,130.0,8192.0,True,149.0,4096.0,True,583.0,2048.0,False,0.0,0.0,True,0.03868608714975451,6.0,512,True,3.0,256,True,31.0,128.0,True,15.0,64.0,True,0.0,32.0,True,266.0,16.0,True,0.0,8.0,False,0.0,0.0,True,8.0,2,10,1,1191.0,15354.0
1181,ADM,52.4,53.58,57.57,57.88,0.18,0.04,0.25,0.1,58.55,59.0,33.84,0.81,561000000.0,1732943.0,-1.0,True,610.0,8192.0,True,92.0,4096.0,True,94.0,2048.0,False,0.0,0.0,True,0.011575673807878275,19.0,512,True,9.0,256,True,41.0,128.0,True,21.0,64.0,True,0.0,32.0,True,243.0,16.0,True,0.0,8.0,False,0.0,0.0,True,1.0,2,10,1,1130.0,15354.0
1488,TRV,137.92,144.1,152.29,152.48,0.18,0.03,0.53,0.05,155.43,158.0,89.86,0.85,253500000.0,1180599.0,-3.0,True,466.0,8192.0,True,184.0,4096.0,True,113.0,2048.0,False,0.0,0.0,True,0.019346799580272935,15.0,512,True,7.0,256,True,40.0,128.0,True,20.0,64.0,True,0.0,32.0,True,256.0,16.0,True,0.0,8.0,False,0.0,0.0,True,4.0,2,10,1,1105.0,15354.0
1001,FE,31.49,31.78,34.41,34.8,0.13,0.05,2.19,-0.05,35.16,46.0,26.56,0.81,542000000.0,2363692.0,0.0,True,678.0,8192.0,True,38.0,4096.0,True,80.0,2048.0,False,0.0,0.0,True,0.01034482758620688,19.0,512,True,10.0,256,True,2.0,128.0,True,1.0,64.0,True,0.0,32.0,True,243.0,16.0,True,0.0,8.0,False,0.0,0.0,True,22.0,2,10,1,1093.0,15354.0
1393,TTC,94.67,97.92,102.82,105.08,0.23,0.06,0.58,0.14,105.07,108.0,59.98,0.84,108120000.0,1291553.0,0.0,True,410.0,8192.0,True,141.0,4096.0,True,165.0,2048.0,False,0.0,0.0,True,-9.516558812338329e-05,24.0,512,True,12.0,256,True,38.0,128.0,True,19.0,64.0,True,0.0,32.0,True,253.0,16.0,True,0.0,8.0,False,0.0,0.0,True,4.0,2,10,1,1066.0,15354.0
1098,LAZ,40.33,41.97,43.11,44.88,0.22,0.07,1.46,0.21,45.57,47.0,24.12,0.74,107320000.0,640111.0,-0.0,True,223.0,8192.0,True,167.0,4096.0,True,346.0,2048.0,False,0.0,0.0,True,0.015374331550802088,17.0,512,True,8.0,256,True,37.0,128.0,True,19.0,64.0,True,0.0,32.0,True,221.0,16.0,True,0.0,8.0,False,0.0,0.0,True,14.0,2,10,1,1052.0,15354.0
1645,NVR,4349.34,4403.06,4658.7,4774.25,0.16,0.04,0.19,0.18,4821.44,4902.0,2746.33,0.85,3720000.0,11749.0,-1.0,True,476.0,8192.0,True,51.0,4096.0,True,145.0,2048.0,False,0.0,0.0,True,0.009884275017018296,20.0,512,True,10.0,256,True,40.0,128.0,True,20.0,64.0,True,0.0,32.0,True,256.0,16.0,True,0.0,8.0,False,0.0,0.0,True,0.0,2,10,1,1018.0,15354.0
1554,MORN,216.13,226.48,233.3,231.22,0.19,-0.01,1.75,0.14,234.59,253.0,130.42,0.51,42900000.0,134689.0,-6.0,True,247.0,8192.0,True,196.0,4096.0,True,336.0,2048.0,False,0.0,0.0,True,0.014574863766110217,17.0,512,True,9.0,256,True,30.0,128.0,True,15.0,64.0,True,0.0,32.0,True,147.0,16.0,True,0.0,8.0,False,0.0,0.0,True,17.0,2,10,1,1014.0,15354.0
