,Ticker,SMA200_value,SMA150_value,SMA50_value,SMA200_percent,SMA50_percent,EPS_QoQ_percent,Sales_QoQ_percent,prev_close,week52_high,week52_low,Inst. Ownership,Shares Outstanding,volume,Relative Strength Value,rs_value_rule (1st),rs_value_rule_score,rs_value_rule_nvalue,liquidity_rule,liquidity_rule_score,liquidity_rule_nvalue,vol_price_rule (2nd),vol_price_rule_score,vol_price_rule_nvalue,eps_QoQ_yearly_rule (1st),eps_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_nvalue,sales_QoQ_yearly_rule (1st),sales_QoQ_yearly_rule_score,sales_QoQ_yearly_rule_nvalue,shares_outstanding_rule (2nd),shares_outstanding_rule_score,shares_outstanding_rule_nvalue,inst_ownership_rule (2nd),inst_ownership_rule_score,inst_ownership_rule_nvalue,SMA200_slope_rule (1st),SMA200_slope_rul_score,SMA200_slope_rul_nvalue,SMA150_greater_SMA200_rule (1st),SMA150_greater_SMA200_rule_score,SMA150_greater_SMA200_rule_nvalue,SMA50_greater_SMA150_rule (1st),SMA50_greater_SMA150_rule_score,SMA50_greater_SMA150_rule_nvalue,close_greater_SMA50_rule (1st),close_greater_SMA50_rule_score,close_greater_SMA50_rule_nvalue,week52_span_rule (1st),week52_span_rule_score,week52_span_rule_nvalue,close_above_52weekhigh_rule (1st),close_above_52weekhigh_rule_score,close_above_52weekhigh_rule_nvalue,Primary Passed Tests,Secondary Passed Tests,Double Bottom Chart Pattern,Inverse Head and Shoulder Pattern,Multiple Bottom Pattern,Channel Up Pattern,Channel Up Strong Pattern,Wedge Down Pattern,Wedge Down Strong Pattern,Channel Down Strong Pattern,Lwowski Rating,N-Value Rating
918,TY,29.08287764624726,30.02576916034405,31.46111101574368,0.172,0.049100000000000005,1.4280000000000002,-0.035,32.43,32.65999984741211,19.850000381469727,0.1013,52470000.0,39939.0,-1.4921648194250678,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,1774.9333333333336,256.0,False,0.0,0.0,False,0.0,0.0,True,16.0,16.0,True,0.3447835393201653,256.0,True,8.299736722921082,256.0,True,12.23773862444809,256.0,True,7.883878603190358,256.0,False,0.0,0.0,True,82.92957904827156,256.0,6,1,False,False,False,False,False,False,False,False,1902.629049871485,1552.0
462,JHI,17.066618699821635,17.405673072888302,17.904166804419624,0.09480000000000001,0.024399999999999998,1.432,-0.052000000000000005,17.99,18.290000915527344,11.720000267028809,0.0202,8710000.0,25019.0,-1.0764518752212073,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,1780.6222222222223,256.0,False,0.0,0.0,True,10.4256,16.0,False,0.0,0.0,True,0.19951370674534238,256.0,True,5.085829890016453,256.0,True,7.33177020719729,256.0,True,1.2272728638314352,256.0,False,0.0,0.0,True,79.73462872019864,256.0,6,1,False,False,False,False,False,False,False,False,1884.6268376102112,1552.0
1181,CASS,42.11906485248813,42.79778854663555,45.16444460550944,0.1326,0.0542,0.016,-0.06,46.27,48.0,31.799999237060547,0.6559999999999999,14340000.0,35716.0,7.544936219212051,True,1675.503672118285,256.0,False,0.0,0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,6.8224,16.0,False,0.0,0.0,True,0.47846427883892306,256.0,True,4.125287831300836,256.0,True,14.15643124671084,256.0,True,6.266482040500061,256.0,False,0.0,0.0,True,73.03111111111113,256.0,6,1,False,False,False,False,False,False,False,False,1780.3838486267466,1552.0
261,NMZ,13.947266153294406,14.133653805806087,14.382222202089098,0.0492,0.0053,1.348,0.152,14.43,14.859999656677246,11.470000267028809,0.08650000000000001,84370000.0,191328.0,-0.05368989232456908,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,1661.1555555555558,256.0,False,0.0,0.0,False,0.0,0.0,True,16.0,16.0,True,0.08832264941700096,256.0,True,3.4211176956510587,256.0,True,4.502268862869,256.0,True,0.8504329924352171,256.0,False,0.0,0.0,True,75.45626606974953,256.0,6,1,False,False,False,False,False,False,False,False,1761.4739638256774,1552.0
1920,VRTS,203.72604271319273,221.68759551415076,250.366943359375,0.3306,-0.0097,1.061,0.175,235.5,263.7699890136719,65.05000305175781,0.8690000000000001,7650000.0,28378.0,-3.0642687246276097,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,1252.9777777777779,256.0,False,0.0,0.0,True,11.104,16.0,False,0.0,0.0,True,1.0978342524619789,256.0,True,22.57029811116776,256.0,True,33.11828535714691,256.0,False,0.0,0.0,True,366.82964506955824,256.0,True,48.75036337751635,256.0,6,1,False,False,False,False,False,False,False,False,1736.4482039456293,1552.0
15,ETW,9.416834508772377,9.679423038776104,10.007222228580051,0.1217,0.0436,1.306,-0.015,10.32,10.350000381469727,6.980000019073486,0.17739999999999997,107490000.0,322436.0,-0.33420042992241544,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,1601.4222222222224,256.0,False,0.0,0.0,False,0.0,0.0,True,16.0,16.0,True,0.21514741796493114,256.0,True,7.138562711103396,256.0,True,8.669586219513059,256.0,True,8.001332203338947,256.0,False,0.0,0.0,True,84.34394880860744,256.0,6,1,False,False,False,False,False,False,False,False,1725.7907995827502,1552.0
947,ANIP,29.827841669535466,30.264903765458328,31.423333221011692,0.1367,0.0894,0.244,0.19399999999999998,36.14,50.099998474121094,23.690000534057617,0.809,12000000.0,74074.0,6.850247583187059,True,1497.6633812958871,256.0,False,0.0,0,False,0.0,0.0,True,91.02222222222223,256.0,False,0.0,0.0,True,8.32,16.0,False,0.0,0.0,False,0.0,0.0,True,3.7511227864176577,256.0,True,9.798740578191628,256.0,True,38.42579929151552,256.0,True,68.83577847800667,256.0,False,0.0,0.0,6,1,False,False,False,False,False,False,False,False,1717.8170446522406,1552.0
251,NID,13.764388461764767,13.91538458604079,14.022222148047554,0.0564,0.0216,1.304,-0.033,14.28,14.380000114440918,12.149999618530273,0.21050000000000002,46910000.0,64309.0,-0.6459137760366956,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,1598.577777777778,256.0,False,0.0,0.0,False,0.0,0.0,True,16.0,16.0,True,0.08209842030610685,256.0,True,2.808334560016183,256.0,True,1.9654804151922605,256.0,True,4.706182044692152,256.0,False,0.0,0.0,True,82.95966350550381,256.0,6,1,False,False,False,False,False,False,False,False,1707.0995367234887,1552.0
114,KEQU,10.664676240879855,11.289038456403292,12.399444394641453,0.1839,-0.0291,1.042,-0.026000000000000002,12.34,13.369999885559082,7.070000171661377,0.374,2760000.0,153.0,2.1752870613957613,True,300.8734877173149,256.0,False,0.0,0,False,0.0,0.0,True,1225.9555555555557,256.0,False,0.0,0.0,True,14.2336,16.0,False,0.0,0.0,False,0.0,0.0,True,14.987489874405512,256.0,True,25.180525452788316,256.0,False,0.0,0.0,True,34.47127758969951,256.0,True,59.037649168775694,256.0,6,1,False,False,False,False,False,False,False,False,1674.7395853585397,1552.0
780,MCFT,24.232733856859824,26.03721154653109,28.17361111111111,0.1938,-0.0181,0.802,0.192,26.59,31.600000381469727,5.150000095367432,0.8859999999999999,18810000.0,97922.0,0.84979136501111,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,884.6222222222224,256.0,False,0.0,0.0,True,3.9616,16.0,False,0.0,0.0,True,0.7235588535427255,256.0,True,19.06290438728505,256.0,True,21.00525578766712,256.0,False,0.0,0.0,True,686.4776638275875,256.0,True,31.216874169898443,256.0,6,1,False,False,False,False,False,False,False,False,1647.070079248203,1552.0
356,CVEO,13.983511221494606,15.913923162680407,17.867500013775295,0.2968,-0.07690000000000001,0.9309999999999999,-0.10300000000000001,15.31,20.399999618530273,4.223999977111816,0.597,14160000.0,43849.0,-2.163547998750843,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,1068.0888888888887,256.0,False,0.0,0.0,True,6.9376,16.0,False,0.0,0.0,True,1.1779041031000599,256.0,True,35.3405842864368,256.0,True,31.426296882789288,256.0,False,0.0,0.0,True,485.81817196617436,256.0,True,0.16732505163788944,256.0,6,1,False,False,False,False,False,False,False,False,1628.9567711790269,1552.0
1001,DKL,32.57553955462339,33.94326923443721,37.52000013987223,0.17920000000000003,-0.0204,0.785,0.011000000000000001,35.99,42.33000183105469,8.3100004196167,0.10400000000000001,43510000.0,30616.0,1.5777809034802186,True,147.91191129093596,256.0,False,0.0,0,False,0.0,0.0,True,860.4444444444445,256.0,False,0.0,0.0,False,0.0,0.0,True,16.0,16.0,False,0.0,0.0,True,10.748518760379008,256.0,True,26.975690098300777,256.0,False,0.0,0.0,True,526.4173228561523,256.0,True,34.2099252368633,256.0,6,1,False,False,False,False,False,False,False,False,1622.7078126870758,1552.0
651,CODI,20.476259053182257,21.246442336302536,23.56944439146254,0.2089,0.024300000000000002,1.198,0.22699999999999998,23.15,24.559999465942383,12.729999542236328,0.33399999999999996,64940000.0,119551.0,-0.5767693830061257,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,1447.8222222222223,256.0,False,0.0,0.0,False,0.0,0.0,True,16.0,16.0,True,0.6527619068210659,256.0,True,9.629049914180941,256.0,True,27.99002848137318,256.0,False,0.0,0.0,True,40.340616938155456,256.0,True,65.73724912430353,256.0,6,1,False,False,False,False,False,False,False,False,1608.1719285870568,1552.0
68,AJX,10.073741003763761,10.571538466673632,11.502500030729506,0.1716,0.024,1.1159999999999999,-0.08199999999999999,10.9,12.9399995803833,4.429999828338623,0.768,22840000.0,134829.0,-2.257043108251324,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,1331.2,256.0,False,0.0,0.0,True,1.3824,16.0,False,0.0,0.0,True,0.6732603246654667,256.0,True,12.6503302454683,256.0,True,22.544132166724623,256.0,False,0.0,0.0,True,192.664562655813,256.0,True,31.521905253657366,256.0,6,1,False,False,False,False,False,False,False,False,1592.6365906463288,1552.0
339,CULP,14.901870542292972,15.588846215834984,16.341388940811157,0.1597,-0.0363,1.038,0.158,15.39,17.479999542236328,5.340000152587891,0.762,12300000.0,8843.0,-7.07786007149411,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,1220.2666666666669,256.0,False,0.0,0.0,True,8.128,16.0,False,0.0,0.0,True,0.7227747082735507,256.0,True,11.801590406226568,256.0,True,12.35825505791491,256.0,False,0.0,0.0,True,246.7954780837076,256.0,True,44.521747000454155,256.0,6,1,False,False,False,False,False,False,False,False,1544.5945119232435,1552.0
1266,LAWS,48.952949661145105,50.86509616558369,53.36805544959174,0.1711,-0.015600000000000001,1.071,0.107,51.86,60.08000183105469,24.690000534057617,0.88,9030000.0,3121.0,-1.2517393195066369,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,1267.2,256.0,False,0.0,0.0,True,10.2208,16.0,False,0.0,0.0,True,1.0787291608102278,256.0,True,9.999591618578398,256.0,True,12.597195818133763,256.0,False,0.0,0.0,True,117.76622444865536,256.0,True,38.63292488644588,256.0,6,1,False,False,False,False,False,False,False,False,1457.4954659326236,1552.0
200,BXMX,12.326690618940395,12.66519231062669,13.101388851801554,0.1304,0.048799999999999996,1.077,0.039,13.48,13.600000381469727,9.8100004196167,0.2376,104090000.0,419947.0,-0.2902255096711841,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,1275.7333333333333,256.0,False,0.0,0.0,False,0.0,0.0,True,16.0,16.0,True,0.22243324893651356,256.0,True,7.029983614461842,256.0,True,8.816787917785652,256.0,True,7.398028944501895,256.0,False,0.0,0.0,True,82.32155913778682,256.0,6,1,False,False,False,False,False,False,False,False,1397.522126196806,1552.0
511,CII,17.19482020508471,17.768653887968796,18.800555600060356,0.1754,0.0508,1.07,-0.245,19.31,19.450000762939453,12.039999961853027,0.2253,44120000.0,88233.0,0.666804598658167,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,1265.777777777778,256.0,False,0.0,0.0,False,0.0,0.0,True,16.0,16.0,True,0.3765088966565197,256.0,True,8.543353234649437,256.0,True,14.867014685581081,256.0,True,6.936910225362159,256.0,False,0.0,0.0,True,82.87642201154108,256.0,6,1,False,False,False,False,False,False,False,False,1395.3779868315685,1552.0
97,BATL,8.839050389022278,9.115365418104025,11.675472233030531,0.353,0.1344,0.493,-0.35100000000000003,10.88,12.899999618530273,4.329999923706055,0.861,16200000.0,18496.0,3.456278151863875,True,628.807206877152,256.0,False,0.0,0,False,0.0,0.0,True,445.15555555555557,256.0,False,0.0,0.0,True,5.632,16.0,False,0.0,0.0,False,0.0,0.0,True,8.002742866222276,256.0,True,71.89918500903111,256.0,False,0.0,0.0,True,201.60738483116,256.0,True,31.884246239208654,256.0,6,1,False,False,False,False,False,False,False,False,1392.9883213783296,1552.0
364,NRP,14.916043110031017,15.89634607388423,17.633333179685806,0.1816,-0.0623,1.056,-0.247,16.13,19.299999237060547,9.600000381469727,0.39799999999999996,12260000.0,4844.0,0.9200882601558396,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,1245.8666666666668,256.0,False,0.0,0.0,True,8.1536,16.0,False,0.0,0.0,True,0.9496298929671837,256.0,True,16.82467373519816,256.0,True,27.973013233257443,256.0,False,0.0,0.0,True,52.799975522360185,256.0,True,29.26978675182598,256.0,6,1,False,False,False,False,False,False,False,False,1381.8373458022756,1552.0
430,NGVC,13.720503601238882,14.659807691207298,16.03388892279731,0.37060000000000004,0.0932,0.932,0.152,17.55,18.020000457763672,8.460000038146973,0.384,22560000.0,62583.0,-3.2435745705290926,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,1069.5111111111112,256.0,False,0.0,0.0,True,1.5616,16.0,False,0.0,0.0,False,0.0,0.0,True,17.52573039740337,256.0,True,23.995184841205347,256.0,True,24.206506458457852,256.0,True,71.17163804159486,256.0,True,76.43062418564578,256.0,6,1,False,False,False,False,False,False,False,False,1284.4023950354183,1552.0
244,MRLN,11.382086304451922,12.733749971939968,14.819722228580051,0.40909999999999996,-0.0021,0.821,-0.272,13.64,17.31999969482422,5.5,0.8059999999999999,11830000.0,44016.0,0.48618920083451617,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,911.6444444444445,256.0,False,0.0,0.0,True,8.4288,16.0,False,0.0,0.0,True,1.5592667585887343,256.0,True,30.4009203252656,256.0,True,41.93649937187402,256.0,False,0.0,0.0,True,227.70035511363636,256.0,True,12.809858470030337,256.0,6,1,False,False,False,False,False,False,False,False,1234.4801444838395,1552.0
965,CPS,30.77172658769347,35.950480717879074,37.87638854980469,0.37329999999999997,-0.0541,0.598,-0.04,36.32,47.119998931884766,9.079999923706055,0.996,16930000.0,164091.0,-0.9529500816288149,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,594.4888888888889,256.0,False,0.0,0.0,True,5.1648,16.0,False,0.0,0.0,True,2.201774028584198,256.0,True,43.08373966437511,256.0,True,13.714208965438386,256.0,False,0.0,0.0,True,541.0960238712665,256.0,True,7.099043881298041,256.0,6,1,False,False,False,False,False,False,False,False,1206.8484792998513,1552.0
212,EVN,13.210647466371386,13.391442308059105,13.501944515440199,0.0567,0.0197,0.8909999999999999,-0.065,13.77,13.859999656677246,11.140000343322754,0.18359999999999999,39670000.0,78975.0,-1.8975875693190845,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,1011.1999999999998,256.0,False,0.0,0.0,False,0.0,0.0,True,16.0,16.0,True,0.03704775202547351,256.0,True,3.5034981888566707,256.0,True,2.1124360198703696,256.0,True,5.082394166916905,256.0,False,0.0,0.0,True,83.11689151706673,256.0,6,1,False,False,False,False,False,False,False,False,1121.0522676447358,1552.0
396,FNWB,14.630863272028861,15.87374995304988,16.986111137602066,0.22519999999999998,0.0204,0.8079999999999999,0.12,16.62,18.639999389648438,8.770000457763672,0.562,9170000.0,32228.0,-0.5632870516521624,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,893.1555555555555,256.0,False,0.0,0.0,True,10.1312,16.0,False,0.0,0.0,True,0.9738387449072946,256.0,True,21.74710982021628,256.0,True,17.939331543435774,256.0,False,0.0,0.0,True,70.46565071902907,256.0,True,48.34335760495945,256.0,6,1,False,False,False,False,False,False,False,False,1062.7560439881033,1552.0
659,PLSE,21.716115141944062,24.601346199329083,28.726944552527534,0.2977,-0.2341,0.182,0.0,23.68,44.27000045776367,6.230000019073486,0.12,25370000.0,60856.0,1.3921354608415013,True,100.38667797542433,256.0,False,0.0,0,False,0.0,0.0,True,2.844444444444447,256.0,False,0.0,0.0,False,0.0,0.0,True,16.0,16.0,True,1.7210887469765683,256.0,True,34.01249007304917,256.0,True,42.930706712610984,256.0,False,0.0,0.0,True,835.4722390841604,256.0,False,0.0,0.0,6,1,False,False,False,False,False,False,False,False,1033.3676470366659,1552.0
1314,UEIC,50.469064863465675,54.614711651435265,58.86527792612711,0.1477,-0.0382,0.823,-0.105,54.97,64.2300033569336,34.70000076293945,0.927,13770000.0,29870.0,0.13844931177948533,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,914.4888888888889,256.0,False,0.0,0.0,True,7.1872,16.0,False,0.0,0.0,True,0.5639481869126224,256.0,True,21.0284375308185,256.0,True,19.924026574852693,256.0,False,0.0,0.0,True,28.31493656224547,256.0,True,36.123499185647596,256.0,6,1,False,False,False,False,False,False,False,False,1027.6309369293658,1552.0
474,SBFG,17.327338143218334,18.199519276618958,18.820000065697563,0.1293,0.0062,0.813,-0.054000000000000006,18.26,19.559999465942383,11.220000267028809,0.491,7350000.0,12209.0,0.422144510752706,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,900.2666666666668,256.0,False,0.0,0.0,True,11.296,16.0,False,0.0,0.0,True,0.6481885178342657,256.0,True,12.885901360327953,256.0,True,8.727872400904007,256.0,False,0.0,0.0,True,11.773248348090776,256.0,True,62.64758879564618,256.0,6,1,False,False,False,False,False,False,False,False,1008.2454660894699,1552.0
434,FCCY,15.765539484915973,16.955769144571743,18.328611108991836,0.2006,-0.0009,0.7559999999999999,0.096,17.61,21.459999084472656,9.880000114440918,0.414,10240000.0,16407.0,-8.123393430935973,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,819.1999999999998,256.0,False,0.0,0.0,True,9.4464,16.0,False,0.0,0.0,True,0.8195090764507175,256.0,True,19.326886540318174,256.0,True,20.727313511699766,256.0,False,0.0,0.0,True,77.62913169981537,256.0,True,24.09693646022386,256.0,6,1,False,False,False,False,False,False,False,False,971.2461772885077,1552.0
440,CCU,15.220143880775506,16.130480757126442,17.90944438510471,0.19210000000000002,0.0125,0.002,0.037000000000000005,17.67,18.709999084472656,10.760000228881836,0.20600000000000002,184750000.0,352501.0,4.172897252148358,True,812.2616965499797,256.0,False,0.0,0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,16.0,16.0,True,0.38478897555894165,256.0,True,15.311697587839443,256.0,True,28.233175168150797,256.0,False,0.0,0.0,True,11.08697009699293,256.0,True,66.36025094225681,256.0,6,1,False,False,False,False,False,False,False,False,949.6385793207786,1552.0
2010,GHC,501.45647512751515,532.0845196063702,591.044443766276,0.2347,-0.0219,0.738,0.031,562.44,620.0,317.5400085449219,0.812,4970000.0,13957.0,-0.14590462066979779,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,793.6000000000001,256.0,False,0.0,0.0,True,12.8192,16.0,False,0.0,0.0,True,0.705084046979069,256.0,True,15.636011848472142,256.0,True,28.367186093108,256.0,False,0.0,0.0,True,43.90551564316558,256.0,True,53.644387096774224,256.0,6,1,False,False,False,False,False,False,False,False,948.6773847284992,1552.0
345,ETB,14.524460435771257,14.810576915740967,15.226666662428114,0.0959,0.0432,0.7290000000000001,-0.055999999999999994,15.74,15.75,11.319999694824219,0.17350000000000002,26620000.0,87584.0,-0.27517347327071356,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,780.8000000000003,256.0,False,0.0,0.0,False,0.0,0.0,True,16.0,16.0,True,0.17173135396361824,256.0,True,5.042928733645338,256.0,True,7.192088178462464,256.0,True,8.630472928304528,256.0,False,0.0,0.0,True,85.11661375661376,256.0,6,1,False,False,False,False,False,False,False,False,902.9538349509901,1552.0
1233,SAH,43.176546769176454,44.14480763215285,48.31694433424208,0.1743,0.0454,0.32,0.018000000000000002,49.57,55.08000183105469,11.09000015258789,0.843,41870000.0,323800.0,0.22792610257599105,False,0.0,0.0,False,0.0,0,True,1.1208170666666666,16.0,True,199.11111111111114,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,5.740958911028832,256.0,True,24.19462340021429,256.0,True,6.639125359727891,256.0,True,506.8753980923762,256.0,True,51.18759569455422,256.0,6,1,False,False,False,False,False,False,False,False,794.8696296356793,1552.0
147,BIF,11.0358273416972,11.381923079490662,12.121944400999281,0.1833,0.06570000000000001,0.6409999999999999,-0.034,12.58,12.630000114440918,8.720000267028809,0.13570000000000002,98270000.0,45961.0,-0.07181088616813064,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,655.6444444444444,256.0,False,0.0,0.0,False,0.0,0.0,True,16.0,16.0,True,0.400374816535217,256.0,True,8.028442828238411,256.0,True,16.64441562143154,256.0,True,9.673549841931093,256.0,False,0.0,0.0,True,83.98205023162909,256.0,6,1,False,False,False,False,False,False,False,False,790.3732777842097,1552.0
769,MAYS,24.31050367835614,25.387211652902458,28.26888910929362,-0.0902,0.14150000000000001,0.055999999999999994,0.0,27.0,32.22999954223633,18.5,0.037000000000000005,2020000.0,51.0,3.5713587625431775,True,658.2678432110534,256.0,False,0.0,0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,14.7072,16.0,False,0.0,0.0,True,0.5064335497527,256.0,True,11.33819542082377,256.0,True,29.05830852644257,256.0,False,0.0,0.0,True,11.596104307432432,256.0,True,29.944776012880254,256.0,6,1,False,False,False,False,False,False,False,False,755.4188610283852,1552.0
1277,MCB,38.293381368513586,41.28855774952815,50.62472205691867,0.4758,0.09570000000000001,0.495,0.011000000000000001,50.36,52.7400016784668,21.18000030517578,0.584,8220000.000000001,94152.0,-0.7974599500488786,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,448.0,256.0,False,0.0,0.0,True,10.7392,16.0,False,0.0,0.0,True,1.0534051849057033,256.0,True,20.023438153993766,256.0,True,57.88669289905837,256.0,False,0.0,0.0,True,126.47706048582457,256.0,True,69.92996055373625,256.0,6,1,False,False,False,False,False,False,False,False,734.1097572775187,1552.0
397,NVG,16.311510799600065,16.548749997065617,16.61555560429891,0.054400000000000004,0.013300000000000001,0.614,0.0,16.9,17.280000686645508,13.539999961853027,0.12179999999999999,213370000.0,371080.0,0.1205508180045569,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,617.2444444444444,256.0,False,0.0,0.0,False,0.0,0.0,True,16.0,16.0,True,0.05687203556331857,256.0,True,3.723335949522863,256.0,True,1.0334457560090755,256.0,True,4.382505588957803,256.0,False,0.0,0.0,True,77.82714722872811,256.0,6,1,False,False,False,False,False,False,False,False,720.2677510032255,1552.0
608,MGU,19.859424481288993,20.62009618832515,21.361388736301,0.13720000000000002,0.0446,0.596,-0.36200000000000004,21.86,22.229999542236328,14.079999923706055,0.41259999999999997,12470000.0,16949.0,0.32108786340688933,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,591.6444444444444,256.0,False,0.0,0.0,True,8.0192,16.0,False,0.0,0.0,True,0.3331365620025342,256.0,True,9.805518643540104,256.0,True,9.203201117425602,256.0,True,5.975476832647515,256.0,False,0.0,0.0,True,79.65212866918657,256.0,6,1,False,False,False,False,False,False,False,False,704.6331062692467,1552.0
1198,PLOW,41.57338132789667,43.64826921316293,47.932499991522896,0.1802,0.0154,0.58,-0.013000000000000001,46.15,51.189998626708984,27.440000534057617,0.93,22960000.0,78277.0,-2.2697980727451745,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,568.8888888888889,256.0,False,0.0,0.0,True,1.3056,16.0,False,0.0,0.0,True,0.5954947273957485,256.0,True,12.776716294465464,256.0,True,25.12729826477063,256.0,False,0.0,0.0,True,30.544593149824248,256.0,True,51.72677780683243,256.0,6,1,False,False,False,False,False,False,False,False,690.9653691321773,1552.0
1187,KOF,44.33007186779873,45.46124993837797,45.93055544959174,0.063,0.0204,0.5920000000000001,-0.051,46.2,48.970001220703125,36.20000076293945,0.34,210080000.0,107729.0,-0.6328554338859739,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,585.9555555555557,256.0,False,0.0,0.0,False,0.0,0.0,True,16.0,16.0,True,0.2789661314864185,256.0,True,6.532396043297114,256.0,True,2.6427388387599877,256.0,True,1.5017846884132886,256.0,False,0.0,0.0,True,66.02572201148041,256.0,6,1,False,False,False,False,False,False,False,False,678.937163268993,1552.0
83,GLBZ,10.766187022915847,11.033942286784832,11.717777755525377,0.17379999999999998,0.0212,0.5579999999999999,-0.083,11.55,12.75,7.519999980926514,0.031,2840000.0,117.0,-93.33296311409778,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,537.5999999999999,256.0,False,0.0,0.0,True,14.1824,16.0,False,0.0,0.0,True,0.5602669587964637,256.0,True,6.36672457988712,256.0,True,15.865759983831731,256.0,False,0.0,0.0,True,4.425532575428568,256.0,True,53.20784313725492,256.0,6,1,False,False,False,False,False,False,False,False,632.2085272351986,1552.0
1364,SCVL,41.915107864270105,44.322403797736534,53.44694423675537,0.604,0.1826,0.092,0.0,61.88,61.880001068115234,14.859999656677246,0.782,14090000.0,129871.0,-5.216519391229122,False,0.0,0.0,False,0.0,0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,6.9824,16.0,False,0.0,0.0,True,1.3756768013265126,256.0,True,14.70275970571303,256.0,True,52.70206830497112,256.0,True,40.39262311849776,256.0,True,383.6210217805485,256.0,True,85.33332744155366,256.0,6,1,False,False,False,False,False,False,False,False,585.1098771526106,1552.0
130,PMX,11.854172631133375,12.028076896300682,12.252499951256645,0.0558,0.0103,0.49,-0.162,12.33,12.65999984741211,9.949999809265137,0.1211,33159999.999999996,30529.0,1.1441838176754688,True,36.91105732492002,256.0,False,0.0,0,False,0.0,0.0,True,440.8888888888889,256.0,False,0.0,0.0,False,0.0,0.0,True,16.0,16.0,False,0.0,0.0,True,3.7555967226178404,256.0,True,4.776516026963248,256.0,True,1.619262400100152,256.0,False,0.0,0.0,True,76.43602296411623,256.0,6,1,False,False,False,False,False,False,False,False,580.3873443276063,1552.0
1184,UTL,41.484892014976886,42.2774999325092,44.911666340298126,0.1067,0.061500000000000006,0.162,0.004,45.69,57.720001220703125,32.88999938964844,0.725,15300000.0,49821.0,3.023010478702889,True,517.8906825479396,256.0,False,0.0,0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,6.208,16.0,False,0.0,0.0,False,0.0,0.0,True,4.8911210089451105,256.0,True,15.950484334941178,256.0,True,4.436562548668875,256.0,True,13.558903983754886,256.0,True,14.192648478430161,256.0,6,1,False,False,False,False,False,False,False,False,577.1284029026799,1552.0
1722,CCF,107.28719423143126,110.32057688786433,114.77888870239258,0.1374,0.07490000000000001,0.475,0.006,116.39,123.08000183105469,73.95999908447266,0.7170000000000001,9380000.0,18639.0,-5.8912040881462895,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,419.55555555555554,256.0,False,0.0,0.0,True,9.9968,16.0,False,0.0,0.0,True,0.30325969362494676,256.0,True,7.238011634191546,256.0,True,10.345557072995879,256.0,True,3.593382867270283,256.0,False,0.0,0.0,True,66.78019235975368,256.0,6,1,False,False,False,False,False,False,False,False,517.8127591833919,1552.0
