,Ticker,N-Value Rating,Lwowski Rating,Primary Passed Tests,Secondary Passed Tests,SMA50_greater_SMA150_rule (1st),SMA150_greater_SMA200_rule (1st),week52_span_rule (1st),rs_value_rule (1st),liquidity_rule (1st),close_above_52weekhigh_rule (1st),prev_close_rule (1st),SMA200_slope_rule (1st),inst_ownership_rule (1st),close_greater_SMA50_rule (1st),sales_QoQ_yearly_rule (1st),eps_QoQ_yearly_rule (2nd),Double Bottom Chart Pattern,Inverse Head and Shoulder Pattern,Multiple Bottom Pattern,Channel Up Pattern,Channel Up Strong Pattern,Wedge Down Pattern,Wedge Down Strong Pattern,Channel Down Strong Pattern,Shares Outstanding,SMA200_percent,SMA200_value,SMA150_value,volume,EPS_QoQ_percent,SMA50_percent,Inst. Ownership,week52_low,prev_close,Relative Strength Value,Sales_QoQ_percent,week52_high,SMA50_value,SMA50_greater_SMA150_rule_nvalue,SMA150_greater_SMA200_rule_nvalue,week52_span_rule_nvalue,rs_value_rule_nvalue,liquidity_rule_nvalue,close_above_52weekhigh_rule_nvalue,prev_close_rule_nvalue,SMA200_slope_rul_nvalue,inst_ownership_rule_nvalue,close_greater_SMA50_rule_nvalue,sales_QoQ_yearly_rule_nvalue,eps_QoQ_yearly_rule_nvalue,SMA50_greater_SMA150_rule_score,SMA150_greater_SMA200_rule_score,week52_span_rule_score,rs_value_rule_score,liquidity_rule_score,close_above_52weekhigh_rule_score,prev_close_rule_score,SMA200_slope_rul_score,inst_ownership_rule_score,close_greater_SMA50_rule_score,sales_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_score
888,SUZ,7906.0,17054.264697102142,7,1,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,1350000000.0,0.2186,10.886605861413216,11.658465366552372,384651.0,4.058,-0.0531,0.0109,6.480000019073486,12.13,32.19344711209053,0.13699999999999998,14.18000030517578,13.216323515948126,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,0.0,0.0,0.0,2,547.3264944657113,145.2030400152454,320.47409905188135,15971.044921390352,0.0,17.993414817560815,8.996707408780408,0.13713106371930675,0.0,0.0,0.0,43.088888888888896
2332,MBUU,7906.0,4060.2967313714366,7,1,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,20720000.0,0.33159999999999995,66.08766430485858,70.74782180786133,108736.0,0.234,0.0471,0.0,20.26000022888184,81.42,3.9010868541133297,0.086,91.94000244140624,81.6455883699305,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,0.0,0.0,0.0,2,630.9346450193513,144.41428164450934,1764.150881630943,1485.3564693060248,0.0,23.138564618331127,11.569282309165564,0.13260684311150567,0.0,0.0,0.0,0.6
2485,KALU,7906.0,1818.4229538771679,7,1,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,15800000.0,0.3788,89.65145968694756,100.30653456886215,72420.0,1.554,0.038,0.0,50.5,111.13,1.8186444685943328,-0.262,125.6999969482422,115.01941119923309,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,0.0,0.0,0.0,2,600.7977739139932,243.4047748286482,505.3084777227723,419.1459679202983,0.0,22.884543573029042,11.442271786514521,0.17247746524559582,0.0,0.0,0.0,15.26666666666667
1904,OFIX,7906.0,1495.8631862598813,7,1,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,19340000.0,0.16510000000000002,39.498977925655616,42.05158392273554,41161.0,1.112,-0.0254,0.0,27.3700008392334,42.93,2.9364564492540506,-0.022,47.86999893188477,44.85882321526022,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,0.0,0.0,0.0,2,273.43683803463995,132.3511988553033,50.58262484195732,991.465702018074,0.0,25.054526080632357,12.527263040316178,0.08947783340277164,0.0,0.0,0.0,10.355555555555558
1333,RDUS,7904.0,1915.0180096314127,7,0,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,46650000.0,0.2811,17.535729916426387,19.231683136212943,219134.0,0.14400000000000002,-0.0241,0.0,10.800000190734863,20.7,2.7474173751238387,0.127,25.770000457763672,20.952058792114254,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,0.0,0.0,0.0,0,366.40883882404665,198.07057993458736,442.0266668173708,894.6776960634056,0.0,9.089636680067693,4.544818340033847,0.1997729719006811,0.0,0.0,0.0,0.0
1536,MAYS,7904.0,1914.4981638368988,7,0,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2020000.0,-0.1052,24.449051167843123,25.496732806215192,3133.0,0.056,0.1124,0.037000000000000005,18.5,27.0,3.571358762543177,0.0,32.22999954223633,28.243529600255627,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,0.0,0.0,0.0,0,441.2675048956498,87.76013353876505,46.38441722972973,1316.535686422107,0.0,14.972388006440127,7.486194003220064,0.091839740987382,0.0,0.0,0.0,0.0
1335,USAK,7902.0,5802.893279172296,9,1,True,True,True,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,8810000.0,0.9126,11.3013138597029,11.851980199908265,368104.0,2.144,0.4358,0.5660000000000001,3.2999999523162837,20.78,3.3847849322192705,0.28,20.780000686645508,15.85470589469461,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,0.0,16.0,8.0,4.0,2,1383.3270195618252,99.79057999281515,2844.858365562589,1221.0098852962665,0.0,42.66666102722991,21.333330513614953,0.0,165.12,2.485214995733738,0.4800000000000004,21.822222222222226
1444,CARA,7902.0,4525.4532969510765,9,1,True,True,True,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,49240000.0,0.4337,16.587846693331304,17.63762371138771,638958.0,3.515,0.2173,0.6709999999999999,12.34000015258789,21.75,7.048313234004916,23.848000000000006,23.81999969482422,19.709705857669608,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,0.0,16.0,8.0,4.0,2,481.2013573966233,129.6095492517326,161.98116949219084,3096.736375810517,0.0,27.835434406263666,13.917717203131833,0.0,198.71999999999997,0.8281378350601654,377.568,37.055555555555564
1041,SSSS,7902.0,3307.910168154251,9,1,True,True,True,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,20020000.0,0.2012,12.203357689572075,13.099801998327274,778522.0,26.75,0.0433,0.223,5.309999942779541,14.11,4.624060191392676,1.25,15.43000030517578,13.520588229684266,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,0.0,16.0,8.0,4.0,2,131.56995837481563,150.4436722279689,761.3469472049665,1855.5188179930499,0.0,28.0665339623422,14.0332669811711,0.0,55.35999999999999,0.3487491877145912,16.0,295.22222222222223
1854,SII,7902.0,2817.2914669837487,9,1,True,True,True,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,24930000.0,0.1668,33.651965785230324,33.732098873750665,143652.0,3.651,0.1237,0.261,16.700000762939453,39.93,3.6783485510974567,0.8540000000000001,45.77999877929688,38.9499999775606,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,0.0,16.0,8.0,4.0,2,633.5960000946449,4.8767601374920915,660.2652673657233,1371.3144581618978,0.0,20.858020570368083,10.429010285184042,0.0,67.52,0.2012837017723202,9.664,38.56666666666667
1574,GFF,7898.0,9091.25074706272,8,1,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,50600000.0,0.2711,22.874452590942386,23.28118811503495,121048.0,1.294,0.1104,0.736,13.520000457763672,27.8,16.69619614756217,0.111,27.959999084472656,25.99117643692914,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,0.0,16.0,8.0,0.0,2,476.78460874211805,36.41592514749086,246.6081993980566,8036.452427551831,0.0,41.69003893738212,20.84501946869106,0.0,219.52,0.5567500393713066,0.0,12.37777777777778
1723,HWKN,7898.0,4905.387963889831,8,1,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,21010000.0,0.2733,27.78000008798864,29.079059544176157,29949.0,0.741,0.07,0.634,16.40999984741211,33.9,7.922483886871864,0.187,38.90999984741211,33.39705893572639,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,0.0,16.0,8.0,0.0,2,608.2220603084103,95.76939373093686,432.8131705388208,3544.311750078394,0.0,20.69185357719291,10.345926788596454,0.0,186.88,0.12047553414605315,0.0,6.2333333333333325
1152,KLXE,7898.0,4899.364314232242,8,1,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,8400000.0,0.8393999999999999,8.775912436255574,10.335940625407908,71600.0,0.706,0.2092,0.262,3.650000095367432,17.27,1.7862141328624197,-0.473,18.170000076293945,15.312647146337174,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,0.0,16.0,8.0,0.0,2,1972.2046254422821,364.0576127656951,2034.5336315590414,402.5416360255588,0.0,34.21317121394884,17.10658560697442,0.0,67.84,1.0226071742956773,0.0,5.844444444444445
876,USX,7898.0,4277.863898603267,8,1,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,49730000.0,0.4344,8.511605840529839,8.543267316157275,347684.0,1.756,0.2345,0.536,3.4100000858306885,11.9,4.764744959702079,0.013,11.949999809265135,10.580294132232666,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,0.0,16.0,8.0,0.0,2,976.6359321175667,7.6181514158263886,1129.102550736137,1927.5494193674647,0.0,41.952582907884185,20.976291453942093,0.0,155.52,0.997859493336296,0.0,17.511111111111113
2118,CENT,7898.0,3075.942132259481,8,1,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,53730000.0,0.3908,43.245547552178365,44.314356548951395,85794.0,2.272,0.1892,0.971,29.770000457763672,56.46,4.6273159914911925,0.227,58.72999954223633,50.882647233850825,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,0.0,16.0,8.0,0.0,2,607.1106688783598,50.61609689992012,188.08300852880186,1857.1857876434906,0.0,36.07015281977449,18.035076409887246,0.0,294.72,0.8768966348022434,0.0,23.24444444444444
2160,DSGX,7898.0,698.6200104719873,8,1,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,84490000.0,0.0812,58.37262775950189,59.52207920338848,52613.0,0.473,0.0094,0.6920000000000001,35.630001068115234,61.9,1.4672174129174895,0.109,64.05999755859375,60.60029422535616,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,0.0,16.0,8.0,0.0,2,74.1971515290783,40.32843213395608,80.643876511733,239.21531541375478,0.0,36.912067893912266,18.456033946956133,0.0,205.44,0.17157748704131168,0.0,3.2555555555555555
1866,CORE,7896.0,2032.909026184048,8,0,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,45100000.0,0.3191,32.34182471950559,33.561485045027034,168933.0,0.173,0.16820000000000002,0.917,23.36000061035156,40.05,3.3030233169872605,0.023,41.09000015258789,36.70882359672995,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,0.0,16.0,8.0,0.0,0,384.1158605013925,77.23325348311054,56.72326344729741,1179.1479382974776,0.0,38.34704245844379,19.17352122922189,0.0,277.44,0.7281467671042844,0.0,0.0
1988,UTL,7896.0,1620.6815537561106,8,0,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,15300000.0,0.13570000000000002,41.58014592637111,42.60603951935721,35853.0,0.162,0.087,0.7240000000000001,32.889999389648445,46.48,3.0230104787028886,0.004,57.72000122070313,45.20735269434312,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,0.0,16.0,8.0,0.0,0,250.0814176802654,50.52964658074978,54.23561593501954,1035.7813650958792,0.0,9.432198525688703,4.716099262844351,0.0,215.68,0.22521067566358616,0.0,0.0
1363,ESCA,7894.0,22438.730956212734,8,1,True,True,True,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,14030000.0,0.1133,20.82204385743524,21.218415874065734,36994.0,0.985,-0.006500000000000001,0.307,5.429999828338623,20.86,41.08287310691432,0.591,24.04999923706055,21.49499994165757,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,0.0,16.0,0.0,4.0,2,53.3917492983455,38.9860810791342,1697.2375687626864,20522.43103074013,0.0,20.02938792532752,10.01469396266376,0.0,82.24,0.0,5.456,8.944444444444445
1120,MITK,7890.0,7760.8305017736475,7,1,True,True,True,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,42480000.0,0.16140000000000002,14.750364985779257,15.366336652548005,705822.0,2.687,-0.0096,0.654,7.889999866485597,15.25,14.630878759511312,0.17600000000000002,19.06999969482422,15.37176477207857,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,0.0,16.0,0.0,0.0,2,1.4469016330908249,85.52398362742993,460.99467817087196,6979.009924869792,0.0,8.479638611271474,4.239819305635737,0.0,193.28,0.0,0.0,27.855555555555554
1791,DKL,7890.0,2773.274584123751,7,1,True,True,True,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,43510000.0,0.1818,32.62751822924092,34.21366336558125,20225.0,0.785,-0.015700000000000002,0.104,8.729999542236326,36.97,1.5777809034802186,0.011,42.33000183105469,37.28088244269876,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,0.0,16.0,0.0,0.0,2,367.2021088660145,99.56090489020822,1955.101316005081,295.82382258187187,0.0,21.056139705568704,10.528069852784352,0.0,17.28,0.0,0.0,6.722222222222222
805,JNCE,7890.0,2644.2071492598393,7,1,True,True,True,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,39460000.0,0.2957,9.291861332245986,9.424702998435142,146451.0,2.32,-0.0905,0.608,4.429999828338623,10.5,2.3134636323812305,0.0,13.869999885559082,11.354411798364975,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,0.0,16.0,0.0,0.0,2,838.6563741929033,29.279357776385478,899.6406907228691,672.49337977919,0.0,1.1997126738092083,0.5998563369046042,0.0,178.55999999999997,0.0,0.0,23.777777777777768
1800,CCCC,7890.0,2565.108892179398,7,1,True,True,True,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,269130000.0,0.0892,34.362857122269894,36.588019814821756,325082.0,0.371,-0.0802,0.585,22.79999923706055,38.63,4.065091957211194,0.064,46.5,40.51941176021801,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,0.0,16.0,0.0,0.0,2,440.1162317568152,132.617994427269,229.0526735089176,1569.3270820921314,0.0,13.78179211469535,6.890896057347675,0.0,171.19999999999996,0.0,0.0,2.1222222222222222
1802,CLW,7890.0,2318.8962770513426,7,1,True,True,True,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,16530000.000000002,0.0037,38.34058381519178,38.530098924542415,101888.0,6.822,-0.0525,0.909,17.129999160766598,37.6,3.5965660322870936,0.04,44.150001525878906,38.95441145055434,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,0.0,16.0,0.0,0.0,2,45.10717997243012,10.12313599138002,559.5237750406328,1329.441808530992,0.0,17.346918343938167,8.673459171969084,0.0,274.88,0.0,0.0,73.80000000000003
1150,LOCO,7890.0,1722.1437768367978,7,1,True,True,True,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,35810000.0,-0.054000000000000006,17.746277370592104,18.21965346005884,182834.0,0.512,-0.1394,0.979,8.539999961853027,16.36,2.6015975453136133,0.026,21.3700008392334,18.34911767174216,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,0.0,16.0,0.0,0.0,2,29.10513156671103,54.629723799674956,513.4389431233772,820.0179432005698,0.0,2.6554308383839644,1.3277154191919822,0.0,297.28,0.0,0.0,3.688888888888889
1305,SPTN,7890.0,1604.1134602003287,7,1,True,True,True,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,34870000.0,0.0339,18.66226277038129,18.70831680297852,328829.0,1.246,0.033,0.862,12.65999984741211,19.45,2.9997112460859388,0.125,23.28000068664551,19.511470514185287,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,0.0,16.0,0.0,0.0,2,175.84252157731189,5.05397764031158,105.79720333873398,1023.8521579960006,0.0,14.588770135684195,7.294385067842097,0.0,259.84,0.0,0.0,11.844444444444445
2319,TMP,7888.0,6142.1828553118075,7,0,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,14710000.0,0.1943,70.0237225163592,74.65128700331886,28936.0,0.14800000000000002,0.0222,0.575,54.6500015258789,82.54,11.392591431580673,-0.019,92.36000061035156,83.15705871582031,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,0.0,16.0,0.0,0.0,0,466.6984633882743,135.34344831609408,14.352841548020162,5321.0068129693045,0.0,24.52085939340973,12.260429696704865,0.0,167.99999999999997,0.0,0.0,0.0
1770,PETQ,7880.0,337.5231201582252,7,0,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,25420000.0,0.08380000000000001,33.033467174446486,33.61495051997723,87651.0,0.125,0.0227,0.0,22.1299991607666,35.38,1.0409888971770178,0.064,38.45000076293945,35.20205879211426,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,0.0,0.0,8.0,0.0,0,193.3900059977741,36.05064782809617,43.49576884898789,20.98631535463312,0.0,29.03996220688385,14.519981103441927,0.0,0.0,0.04043881840811106,0.0,0.0
1917,XNCR,7878.0,677.6965388568116,7,1,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,57580000.0,0.07780000000000001,43.90306595294145,45.39405973831026,94785.0,0.498,-0.0723,0.0,28.06999969482422,42.98,1.4332040660240284,10.904000000000002,53.88000106811523,45.890588648179,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,0.0,0.0,0.0,4.0,2,44.80283161600472,69.55221021940346,155.33284703077388,221.8004818043025,0.0,8.140556568662404,4.070278284331202,0.0,0.0,0.0,170.46400000000003,3.5333333333333337
429,BGCP,7870.0,4876.961015316536,9,1,True,True,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,361740000.0,0.5277000000000001,3.777153293581775,4.180495056775537,4131568.0,3.787,0.2005,0.633,2.240000009536743,5.04,7.950855169044208,3.221,5.230000019073486,4.565588249879724,4096.0,2048.0,1024.0,512.0,0,128.0,0.0,32.0,16.0,8.0,4.0,2,377.3097916712706,218.6948388947988,410.51428483846234,3558.8378465506344,0.0,36.46653859714144,0.0,0.13265440176746754,186.56,0.8312825846838431,47.536,40.07777777777777
701,BBQ,7870.0,4049.174020298514,9,1,True,True,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,9150000.0,0.9406,5.214087601125676,5.661782184449753,113282.0,18.294,0.4068,0.722,1.6499999761581419,7.93,1.6796625994105918,0.498,9.06999969482422,6.66911761900958,4096.0,2048.0,1024.0,512.0,0,128.0,0.0,32.0,16.0,8.0,4.0,2,728.7539162649792,175.8463947651674,2353.3381169830395,347.987250898223,0.0,21.215734531829654,0.0,0.2454373922604525,215.04,1.5125027963476498,3.968,201.26666666666668
459,TRMT,7870.0,3344.6540944364897,9,1,True,True,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,8210000.000000001,0.6113000000000001,4.1758978192823655,4.625188133504131,22612.0,0.67,0.1235,0.256,1.6699999570846558,5.8,2.891893425731366,0.278,6.079999923706055,5.568794124266682,4096.0,2048.0,1024.0,512.0,0,128.0,0.0,32.0,16.0,8.0,4.0,2,835.64387579521,220.3470016142077,1212.8575144434194,968.6494339744597,0.0,34.8070195868185,0.0,0.2046595992163424,65.92,0.3321449787138825,0.4480000000000004,5.4444444444444455
510,JMP,7870.0,3217.3548553164715,9,1,True,True,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,19710000.0,0.8047,3.859244524127376,4.349965341020338,72751.0,2.375,0.1882,0.173,2.25,6.08,2.1487538986811163,1.168,7.199999809265138,5.764014678842881,4096.0,2048.0,1024.0,512.0,0,128.0,0.0,32.0,16.0,8.0,4.0,2,1331.4924680210354,260.41268613940184,942.0799479166667,588.1619961247312,0.0,16.118522336355554,0.0,0.21378306294067145,39.36,0.4385628264507512,14.688,24.38888888888889
547,AMRX,7870.0,2332.8662799168874,9,1,True,True,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,147640000.0,0.4231,4.93299269154124,5.078712852874606,984876.0,0.909,0.1795,0.6809999999999999,2.9100000858306885,6.6,2.434947854856315,0.284,7.380000114440918,6.030294081744026,4096.0,2048.0,1024.0,512.0,0,128.0,0.0,32.0,16.0,8.0,4.0,2,767.4536494503758,60.49773617594604,534.1690503689956,734.6933016864333,0.0,24.62872392046459,0.0,0.10402642720094177,201.92,0.7557918874712117,0.5439999999999996,8.100000000000001
671,FLL,7866.0,12900.65790868858,8,1,True,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,27110000.0,1.3565,4.7160583995554575,5.558712876669251,577555.0,1.766,0.1897,0.35100000000000003,0.959999978542328,8.66,12.774244781453982,-0.018000000000000002,8.970000267028809,7.780882358551025,4096.0,2048.0,1024.0,512.0,0,128.0,0.0,32.0,16.0,8.0,0.0,2,1637.43053468191,365.931933601951,4716.800299215323,6028.413328104439,0.0,36.76848264608715,0.0,0.4672337191940691,96.32,0.903874497455002,0.0,17.622222222222227
591,RLGT,7866.0,11338.429816105638,8,1,True,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,49810000.0,0.3155,6.03934305079662,6.340891082688134,249389.0,0.482,0.0836,0.5589999999999999,3.2999999523162837,7.11,21.080577126985897,0.084,7.449999809265138,6.94529408567092,4096.0,2048.0,1024.0,512.0,0,128.0,0.0,32.0,16.0,8.0,0.0,2,390.42378554276945,102.25787210951027,363.05452998557996,10281.25548901678,0.0,34.87785651899138,0.0,0.13500937482695596,162.87999999999997,0.18971800162517646,0.0,3.3555555555555565
71,TGA,7866.0,9013.56744576343,8,1,True,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,72540000.0,0.9207,0.9325912377260028,1.1152970268584714,490256.0,0.652,0.0873,0.38,0.3799999952316284,1.61,10.669048730446633,0.179,1.809999942779541,1.5575000012622158,4096.0,2048.0,1024.0,512.0,0,128.0,0.0,32.0,16.0,8.0,0.0,2,1624.018839411452,401.22772014852586,1902.4841547324052,4950.552949988676,0.0,23.80847625407958,0.0,0.36119786920063857,105.6,0.26966291464648473,0.0,5.244444444444445
336,VOLT,7866.0,7549.265943145311,8,1,True,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,21790000.0,1.1106,2.261897809314032,2.550396037573861,309989.0,0.778,0.3035,0.361,0.6800000071525574,3.92,7.317409219160863,0.001,4.110000133514403,3.310882365002352,4096.0,2048.0,1024.0,512.0,0,128.0,0.0,32.0,16.0,8.0,0.0,2,1221.360114764876,261.2162092571802,2689.5059639267433,3234.5135202103625,0.0,34.776961459918326,0.0,0.2569337889402403,99.52,1.4717952928471754,0.0,6.644444444444447
647,SSNT,7866.0,7399.34169738119,8,1,True,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,4500000.0,1.3583,4.1754014648660265,4.692178225753331,341983.0,3.752,0.3455,0.064,1.7200000286102295,8.35,7.373653918836916,0.13,8.350000381469728,6.794411785462322,4096.0,2048.0,1024.0,512.0,0,128.0,0.0,32.0,16.0,8.0,0.0,2,1835.1282168497708,253.47474133991096,1958.6977610693796,3263.310806444501,0.0,42.66665886976083,0.0,0.06301492775983515,4.48,1.8316089912196305,0.0,39.68888888888888
600,FNCB,7866.0,7025.157989547088,8,1,True,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,20240000.0,0.1655,6.676277348594943,7.03386135384588,25540.0,0.473,0.0158,0.183,5.130000114440918,7.8,13.547668408920494,0.104,8.779999732971191,7.710294064353494,4096.0,2048.0,1024.0,512.0,0,128.0,0.0,32.0,16.0,8.0,0.0,2,393.9043212337817,109.69167464381022,27.546143391343872,6424.406225367294,0.0,23.617316684076467,0.0,0.083676132355685,42.56,0.09307653886897746,0.0,3.2555555555555555
608,TREC,7866.0,6955.33482328537,8,1,True,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,24820000.0,0.1722,6.927810199069282,7.12198018083478,142583.0,0.992,0.0584,0.525,4.440000057220459,7.7,13.417776751948562,-0.058,8.010000228881836,7.571176458807553,4096.0,2048.0,1024.0,512.0,0,128.0,0.0,32.0,16.0,8.0,0.0,2,258.34218965220674,57.40055100082926,84.4108281984738,6357.901696997664,0.0,36.061584991587594,0.0,0.05963025012847122,152.0,0.13611997225882894,0.0,9.022222222222224
109,TGB,7866.0,6716.574313301015,8,1,True,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,283120000.0,0.6907,1.2974817496146598,1.3811386080071475,3090671.0,1.536,0.168,0.225,0.25999999046325684,1.81,4.089240613988238,-0.028,2.049999952316284,1.7480882301050074,4096.0,2048.0,1024.0,512.0,0,128.0,0.0,32.0,16.0,8.0,0.0,2,1088.2511309140484,132.04751900263608,3820.307757315553,1581.6911943619784,0.0,22.686182366801837,0.0,0.2405279133156721,55.99999999999999,0.2833347600139092,0.0,15.066666666666668
586,BBW,7866.0,6127.863603763671,8,1,True,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,15000000.0,0.8008,4.858832129596793,5.4478218036122845,110337.0,1.274,0.1125,0.618,1.2000000476837158,7.3,2.7450938324064227,0.061,8.75,7.205294104183421,4096.0,2048.0,1024.0,512.0,0,128.0,0.0,32.0,16.0,8.0,0.0,2,1321.37334932031,248.25942123747046,3455.999821980801,893.4880421920883,0.0,14.384761904761904,0.0,0.3375001166043144,181.76,0.10515145607904268,0.0,12.155555555555555
571,HMHC,7866.0,5627.593164549138,8,1,True,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,125870000.0,1.0162,4.169087598793698,4.7806435788031845,736254.0,0.344,0.1536,0.882,1.0800000429153442,7.52,1.3756664307230857,-0.157,7.619999885559082,6.547647041432997,4096.0,2048.0,1024.0,512.0,0,128.0,0.0,32.0,16.0,8.0,0.0,2,1513.9480832711704,300.4174456353048,3310.933095974401,192.34121253021976,0.0,40.426949161190024,0.0,0.2761223100482937,266.23999999999995,1.188033444581271,0.0,1.8222222222222217
522,DAKT,7866.0,5483.592327132522,8,1,True,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,45060000.0,0.3541,4.953941614958492,5.273861379906681,123554.0,0.983,0.1003,0.586,3.7899999618530273,6.43,9.478348863853606,-0.263,7.21999979019165,6.1223529226639695,4096.0,2048.0,1024.0,512.0,0,128.0,0.0,32.0,16.0,8.0,0.0,2,658.9898954066449,132.2574486214215,146.44008330936566,4340.914618293046,0.0,23.99261752853004,0.0,0.15344326316397372,171.51999999999995,0.4019984881265764,0.0,8.922222222222222
222,CTHR,7866.0,4946.752890747682,8,1,True,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,28800000.0,1.2865,1.5748175112870488,1.826237614792172,177115.0,2.03,0.2274,0.268,0.6299999952316284,2.93,2.292636086890852,0.131,3.140000104904175,2.6273529249079086,4096.0,2048.0,1024.0,512.0,0,128.0,0.0,32.0,16.0,8.0,0.0,2,1796.7915476363025,326.96383440496174,2038.2477445318411,661.8296764881162,0.0,31.25264860734575,0.0,0.4303565456694768,69.76,0.9215269778884376,0.0,20.555555555555557
