,Ticker,N-Value Rating,Lwowski Rating,Primary Passed Tests,Secondary Passed Tests,SMA50_greater_SMA150_rule (1st),SMA150_greater_SMA200_rule (1st),week52_span_rule (1st),rs_value_rule (1st),liquidity_rule (1st),close_above_52weekhigh_rule (1st),prev_close_rule (1st),SMA200_slope_rule (1st),inst_ownership_rule (1st),close_greater_SMA50_rule (1st),sales_QoQ_yearly_rule (1st),eps_QoQ_yearly_rule (2nd),Double Bottom Chart Pattern,Inverse Head and Shoulder Pattern,Multiple Bottom Pattern,Channel Up Pattern,Channel Up Strong Pattern,Wedge Down Pattern,Wedge Down Strong Pattern,Channel Down Strong Pattern,SMA50_percent,volume,SMA150_value,EPS_QoQ_percent,Relative Strength Value,Sales_QoQ_percent,Shares Outstanding,SMA50_value,week52_low,prev_close,SMA200_percent,week52_high,Inst. Ownership,SMA200_value,SMA50_greater_SMA150_rule_nvalue,SMA150_greater_SMA200_rule_nvalue,week52_span_rule_nvalue,rs_value_rule_nvalue,liquidity_rule_nvalue,close_above_52weekhigh_rule_nvalue,prev_close_rule_nvalue,SMA200_slope_rul_nvalue,inst_ownership_rule_nvalue,close_greater_SMA50_rule_nvalue,sales_QoQ_yearly_rule_nvalue,eps_QoQ_yearly_rule_nvalue,SMA50_greater_SMA150_rule_score,SMA150_greater_SMA200_rule_score,week52_span_rule_score,rs_value_rule_score,liquidity_rule_score,close_above_52weekhigh_rule_score,prev_close_rule_score,SMA200_slope_rul_score,inst_ownership_rule_score,close_greater_SMA50_rule_score,sales_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_score
305,GGB,8126.0,6043.882451664023,10,1,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,0.15,33108796.0,4.644901948816637,9.513,7.2626694909380785,0.429,1700000000.0,4.883888893657262,1.8999999761581416,5.33,0.3332,5.420000076293945,0.23800000000000002,4.454744518238263,4096.0,2048.0,1024.0,512.0,256,128.0,0.0,32.0,16.0,8.0,4.0,2,210.74514313840103,87.42194220792769,728.6568887692613,3206.486779360296,1603.243389680148,39.83271596470725,0.0,0.04084519655728379,60.16,0.7307473467254453,2.864,103.7
330,SEEL,8122.0,67403.03266488637,9,1,True,True,True,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,0.643,13030887.0,2.444215688635321,0.695,75.95202891765005,0.0,73250000.0,3.885555538866255,0.44999998807907104,4.95,2.4828,5.849999904632568,0.10800000000000001,2.029854016147391,4096.0,2048.0,1024.0,512.0,256,128.0,0.0,32.0,16.0,8.0,0.0,2,2415.3875020097485,418.06587986358034,6963.200081380212,38375.438805836835,19187.719402918414,16.410258764450518,0.0,0.3369190533383934,18.56,2.191592837598371,0.0,5.722222222222222
446,COTY,8122.0,7089.723688990498,9,1,True,True,True,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,0.0969,5894256.0,7.291764717476041,0.628,7.260579124095079,-0.159,764600000.0,8.380000008477104,2.6500000953674316,8.85,0.5801,9.369999885559082,0.469,6.229927016000677,4096.0,2048.0,1024.0,512.0,256,128.0,0.0,32.0,16.0,8.0,0.0,2,611.2939630728014,349.0640591834032,1148.4255556637186,3205.4165115366804,1602.7082557683402,33.19530613098599,0.0,0.11357251450052068,134.07999999999998,0.4486873422887344,0.0,4.977777777777779
385,CX,8122.0,4562.543366661216,9,1,True,True,True,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,0.0699,8356196.0,5.9516666449752496,1.5130000000000001,3.882641876168824,0.204,1470000000.0,6.80166663063897,1.8600000143051147,6.97,0.509,7.380000114440918,0.39,5.439489042671927,4096.0,2048.0,1024.0,512.0,256,128.0,0.0,32.0,16.0,8.0,0.0,2,584.9789897453295,192.83791571017795,1413.780664214929,1475.9126405984382,737.9563202992191,33.18518268570276,0.0,0.08255156432734187,108.8,0.1979907319806006,0.0,14.811111111111117
128,SESN,8114.0,6697.288114750229,8,1,True,True,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,-0.011200000000000002,3430188.0,2.002352938932531,0.649,3.612952546374237,0.0,132570000.0,2.7874999907281666,0.5210000276565552,2.71,0.7064,3.240000009536743,0.16399999999999998,1.799416053904234,4096.0,2048.0,1024.0,512.0,256,128.0,0.0,32.0,16.0,0.0,0.0,2,1606.0916442979212,230.97200874482758,2796.836660629933,1337.8317037436095,668.9158518718048,14.748970773242712,0.0,0.20016357778201124,36.47999999999999,0.0,0.0,5.211111111111111
74,CTXR,8112.0,5935.882066107066,8,0,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0.0212,2184242.0,1.4013529378993839,0.01,5.023626630274536,0.0,125780000.0,1.914999985032612,0.6499999761581421,1.83,0.4146,2.3399999141693115,0.07,1.308956200188964,4096.0,2048.0,1024.0,512.0,256,128.0,0.0,32.0,16.0,0.0,0.0,0,1501.3336384846955,144.56443905733647,1187.84,2060.0968347005623,1030.0484173502812,5.470090365739213,0.0,0.1286461484514745,6.400000000000001,0.0,0.0,0.0
226,YVR,8110.0,42822.12213773296,9,1,True,True,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,0.504,3781378.0,2.153333335530524,0.767,52.92196071503461,12.204,10010000.0,2.7900000015894566,1.3700000047683716,4.04,1.0835,5.309999942779541,0.047,1.9844525539091904,4096.0,2048.0,1024.0,512.0,256,128.0,0.0,32.0,0.0,8.0,4.0,2,1211.0464372367594,174.28879318841038,1357.3605499916334,26584.04388609772,13292.02194304886,1.8480867727496164,0.0,0.14198979051117572,0.0,3.584229384081493,191.264,6.522222222222222
383,SID,8110.0,6780.905430286966,9,1,True,True,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,0.1281,3488953.0,5.7921568669524826,2.57,5.5382011958446515,0.501,1380000000.0,6.360555556085376,1.2200000286102295,6.98,0.6423000000000001,7.1500000953674325,0.026000000000000002,5.169270078631213,4096.0,2048.0,1024.0,512.0,256,128.0,0.0,32.0,0.0,8.0,4.0,2,401.9506177347834,246.7799366404461,2576.786848831485,2323.559012272461,1161.7795061362306,38.60885558661185,0.0,0.08999018450512923,0.0,0.7791073448884264,4.016,26.555555555555554
43,CSCW,8074.0,27308.666855025083,7,1,True,True,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0.3034,14253203.0,0.8382352885662341,0.72,31.751479196947827,0.0,58810000.0,1.1158333271741867,0.36000001430511475,1.61,0.6495000000000001,1.820000052452088,0.002,0.7567883162167821,4096.0,2048.0,1024.0,512.0,256,128.0,0.0,0.0,0.0,8.0,0.0,2,1356.47064928874,220.4095858740726,2082.1332994249146,15744.757348837293,7872.3786744186455,22.97435462330401,0.0,0.0,0.0,3.542942558113228,0.0,6.000000000000001
1464,GME,8058.0,97913.08381733153,9,1,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.2116,4725955.0,83.34117686514759,2.24,38.92664381606215,-0.033,65300000.0,156.7097227308485,3.2699999809265137,184.5,2.9315,347.510009765625,0.95,64.99357694082886,4096.0,2048.0,1024.0,512.0,256,0.0,64.0,32.0,16.0,8.0,0.0,2,3605.8713731889256,578.1476634101004,64269.62423406026,19418.44163382382,9709.22081691191,0.0,18.69483019893902,0.7756887527422424,287.99999999999994,1.4186880959202124,0.0,22.88888888888889
821,QFIN,8054.0,7389.076966250883,9,1,True,True,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,-0.0031,2150337.0,18.65303921232036,0.627,5.469824890246144,0.434,150090000.0,26.82722229427761,7.269999980926514,25.11,0.5909,33.580001831054695,0.456,16.92489051122735,4096.0,2048.0,1024.0,512.0,256,0.0,64.0,32.0,16.0,0.0,4.0,2,1794.959712601812,209.1150035795321,1813.902775671073,2288.550343806026,1144.275171903013,0.0,0.1905931160962963,0.25269890666423983,129.92,0.0,2.944,4.966666666666667
936,TMDX,8050.0,5349.865347037523,8,1,True,True,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,-0.0125,2808700.0,25.60509813533109,0.46399999999999997,2.8341815677882303,0.24600000000000002,27160000.0,37.917500231001114,11.90999984741211,34.52,0.6148,47.81999969482422,0.7959999999999999,22.484598612263255,4096.0,2048.0,1024.0,512.0,256,0.0,64.0,32.0,16.0,0.0,0.0,2,1969.5920990935995,284.2293577683599,1442.885658179419,939.1009627075737,469.55048135378684,0.0,2.4001111362304237,0.2311212429978412,238.72,0.0,0.0,3.1555555555555554
614,MVIS,8048.0,78394.4190463685,8,0,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.0046,9470205.0,9.370294118628783,0.11,9.543318034782613,-0.9129999999999999,148240000.0,16.048055516348946,0.20999999344348907,15.32,1.5952000000000002,23.71999931335449,0.145,7.530000001844701,4096.0,2048.0,1024.0,512.0,256,0.0,64.0,32.0,16.0,0.0,0.0,0,2919.0237081975824,500.5208964476087,68373.94301492082,4374.178833808697,2187.0894169043486,0.0,8.885889354531063,0.3772867349121883,30.399999999999995,0.0,0.0,0.0
588,DLPN,8026.0,87939.52669254699,8,1,True,True,True,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,0.9953,2399209.0,5.224901956670425,0.797,106.88335729902391,0.085,6680000.0,7.861666639645892,2.200000047683716,12.69,1.8805,19.15999984741211,0.076,4.760875914218652,4096.0,2048.0,1024.0,512.0,256,0.0,64.0,0.0,16.0,8.0,0.0,2,2067.0604407570463,199.61144799069942,4326.865295954936,54212.27893710024,27106.13946855012,0.0,7.482254247185618,0.0,8.319999999999999,4.913292391213966,0.0,6.855555555555558
483,CDXC,7986.0,14136.270796175548,7,1,True,True,True,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,0.0684,521458.0,6.935392146017038,0.336,13.207962647407687,0.17600000000000002,61880000.0,10.511111087269253,3.369999885559082,9.86,0.6321,18.739999771118164,0.24,6.336861314564726,4096.0,2048.0,1024.0,512.0,256,0.0,0.0,32.0,16.0,0.0,0.0,2,2111.797642441933,193.43821522446103,2392.57455500621,6250.4768754727365,3125.238437736369,0.0,0.0,0.2117369605035884,60.8,0.0,0.0,1.7333333333333336
375,SLGG,7982.0,31234.110910590785,8,1,True,True,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,0.2872,1812565.0,3.920882365282844,0.439,34.728233971656365,1.6669999999999998,21610000.0,6.069722221957313,1.6599999666213991,7.13,1.2703,10.140000343322754,0.039,3.3772992791920684,4096.0,2048.0,1024.0,512.0,256,0.0,0.0,32.0,0.0,8.0,4.0,2,2244.813088725168,329.62970358381364,2729.0218892820003,17268.85579348806,8634.42789674403,0.0,0.0,0.41529634259959175,0.0,1.397464647337061,22.671999999999997,2.8777777777777778
436,EYES,7978.0,57623.720184649355,7,1,True,True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,0.3765,4464056.0,3.8190294141862906,0.889,54.352009155646144,0.0,23160000.0,7.664166669050852,0.7300000190734863,9.43,2.5611,15.479999542236328,0.03,3.0579051118697564,4096.0,2048.0,1024.0,512.0,256,0.0,0.0,32.0,0.0,8.0,0.0,2,4124.001280906862,509.7550493288996,12004.645849655208,27316.228687690826,13658.114343845413,0.0,0.0,1.2539857051351877,0.0,1.8432097392452265,0.0,7.877777777777778
393,POWW,7974.0,8609.221826111445,7,1,True,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,0.06570000000000001,9138602.0,5.150882339945027,0.434,6.130694946476535,4.928999999999999,92560000.0,6.7197222047381935,1.4600000381469729,6.65,0.89,9.609999656677246,0.016,4.448394150629532,4096.0,2048.0,1024.0,512.0,256,0.0,0.0,32.0,0.0,0.0,4.0,2,1247.5470535134368,323.419140256385,3020.098379994788,2626.9158125959852,1313.4579062979926,0.0,0.0,0.09731123063448714,0.0,0.0,74.86399999999998,2.8222222222222224
325,SOS,7970.0,15014.894929571521,6,1,True,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,-0.048,351106832.0,4.025098052679324,0.946,5.81683372314208,-0.45299999999999996,128170000.0,7.072777827580769,0.8799999952316284,4.5,0.8471,12.800000190734865,0.0004,3.5218467233824904,4096.0,2048.0,1024.0,512.0,256,0.0,0.0,32.0,0.0,0.0,0.0,2,3101.364536868055,292.6472397441642,7912.7274543194735,2466.218866248744,1233.109433124372,0.0,0.0,0.3162881555982069,0.0,0.0,0.0,8.511111111111111
205,ENTX,7966.0,39617.50845160815,8,1,True,True,True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,0.3599,405567.0,1.9170098059317644,0.542,44.93926795281436,1.0,19050000.0,3.0980555514494577,1.0299999713897705,3.46,1.1595,6.9000000953674325,0.078,1.7228102214144965,4096.0,2048.0,1024.0,512.0,256,0.0,0.0,0.0,16.0,8.0,4.0,2,2523.494328861385,230.8558099712341,3091.8836663593456,22496.905191840957,11248.452595920477,0.0,0.0,0.0,8.959999999999997,0.9346364325357636,12.0,4.022222222222223
346,PRQR,7962.0,10691.440951728046,7,1,True,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,0.1484,1826080.0,4.803970605719323,0.326,13.101497822473295,-0.25,50190000.0,5.53055559264289,3.5799999237060547,6.5,0.2507,9.220000267028807,0.625,4.728649647566524,4096.0,2048.0,1024.0,512.0,256,0.0,0.0,0.0,16.0,8.0,0.0,2,619.5067269761747,32.62185481986758,558.3375097165563,6195.966885106327,3097.9834425531635,0.0,0.0,0.0,184.0,1.4023103337346128,0.0,1.6222222222222225
90,TMBR,7946.0,13315.20072091768,6,1,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0.0221,2253134.0,1.4653333343711554,1.0290000000000001,9.236162928420976,-0.043,26320000.0,2.145833343267441,0.7200000286102295,2.25,0.3489,6.948002815246582,0.034,1.3512773722627738,4096.0,2048.0,1024.0,512.0,256,0.0,0.0,0.0,0.0,8.0,0.0,2,1902.180187305546,172.86355502779895,4904.9621667479605,4216.9154193515415,2108.4577096757707,0.0,0.0,0.0,0.0,0.3883494757293522,0.0,9.433333333333335
140,AESE,7944.0,11594.092762321665,6,0,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0789,1376799.0,1.9556176422857767,0.059000000000000004,11.626277985469425,-0.017,29630000.0,2.6966666645473905,0.9200000166893004,2.92,0.5322,4.010000228881837,0.027999999999999997,1.7609853962042037,4096.0,2048.0,1024.0,512.0,256,0.0,0.0,0.0,0.0,8.0,0.0,0,1552.1115833439646,226.35442680800068,1653.9827129688495,5440.654328560346,2720.327164280173,0.0,0.0,0.0,0.0,0.6625463603306531,0.0,0.0
299,CLPS,7942.0,6985.877022686977,6,1,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0.016,277519.0,4.1171764836591835,3.8939999999999997,4.380382914127168,0.893,16149999.999999998,5.649444467491572,1.7999999523162842,5.38,0.4657,10.84000015258789,0.016,3.8577080364644964,4096.0,2048.0,1024.0,512.0,256,0.0,0.0,0.0,0.0,0.0,4.0,2,1524.386842946178,137.7479515898584,2676.0534834346104,1730.75605203311,865.3780260165547,0.0,0.0,0.0,0.0,0.0,10.288,41.266666666666666
892,ACRS,7934.0,40186.311999051,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.29710000000000003,510675.0,14.408823534554124,0.336,40.64890300425228,0.455,43600000.0,23.83444446987576,1.0399999618530271,28.98,2.4777,29.60000038146973,0.653,11.6492700785616,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,2679.4237057933474,485.1433128220957,16462.770097540713,20300.238338177158,0.0,39.09188973849671,19.54594486924836,0.3982778172369988,192.96,1.7270989593662012,3.28,1.7333333333333336
731,ORGO,7934.0,25076.798832035467,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.312,744301.0,10.829460747101727,4.135,37.624030665791786,0.4320000000000001,116710000.0,16.83055551846822,2.9000000953674316,20.34,1.7284,21.059999465942386,0.402,9.05624085447214,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,2269.779147599348,401.00019406087966,3437.814912539025,18751.503700885394,0.0,36.83191301185844,18.41595650592922,0.28843291281784017,112.64,1.6681300757688506,2.9120000000000013,43.944444444444436
586,ZDGE,7934.0,24048.19833645936,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.1801,172176.0,8.180911742004694,21.78,23.436419170225076,1.038,12630000.0,12.02333328458998,0.8849999904632568,13.55,1.7193,15.579999923706055,0.262,6.595664220134706,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,1923.8147451976627,492.2304739041774,9792.21701274179,11487.446615155239,0.0,20.429611338742884,10.214805669371442,0.3812698097756282,67.84,1.0158026425944386,12.608,240.00000000000003
750,REKR,7934.0,21395.846440550187,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.25730000000000003,916143.0,11.784117689319684,0.298,31.54967472415824,0.867,40800000.0,17.697500069936112,3.2000000476837163,22.37,1.5238999999999998,22.3700008392334,0.124,10.16284673753446,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,2055.4117728268566,326.7158302203888,3271.040097131728,15641.433458769015,0.0,42.6666602639326,21.3333301319663,0.2700174003003486,23.68,2.1121626948888053,9.872,1.3111111111111111
1097,PW,7934.0,13993.782759359085,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.26530000000000004,15530.0,34.69117647058823,2.8810000000000002,22.566703917840236,1.3330000000000002,1920000.0,41.47027778625488,11.109999656677246,49.96,0.7384000000000001,50.1500015258789,0.20800000000000002,31.063284699934243,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,800.4109924756258,239.18662878285681,1749.371907260277,11042.1524059342,0.0,42.020067940909904,21.010033970454952,0.09386597656449874,50.56000000000001,1.6377459070812386,17.328000000000007,30.011111111111113
672,TRQ,7934.0,10152.4292033631,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.17670000000000002,411284.0,13.119313707538678,0.414,15.411969436003936,0.8290000000000001,201230000.0,15.949444452921547,4.400000095367432,17.48,0.6093,18.0,0.385,11.826423356132786,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,883.5992332759797,223.8918191869219,1489.4544909768865,7378.928351234015,0.0,37.736296296296295,18.868148148148148,0.11916074190338567,107.2,0.7677035029508334,9.264,2.6
873,RBNC,7934.0,9253.277092715927,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.16760000000000005,42675.0,21.603725508147594,0.99,15.436473787454252,0.73,16620000.000000002,25.758333418104385,10.449999809265137,28.29,0.5312,30.40999984741211,0.32799999999999996,20.061167904930393,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,787.7008987530946,157.47627388196116,763.9334207915059,7391.474579176577,0.0,30.768826840716876,15.384413420358438,0.11239712424113772,88.95999999999998,0.7862827274737326,7.68,9.000000000000002
1036,BXC,7934.0,9200.62041575068,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.08310000000000001,150656.0,34.45460775786755,2.9019999999999997,5.375124090452533,0.41100000000000003,9460000.0,40.28666655222575,4.130000114440918,43.13,0.6548,45.72999954223633,0.7440000000000001,31.62532839809891,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,693.3212820057843,183.2190975494973,5779.029283342636,2240.0635343116965,0.0,32.96333713134708,16.48166856567354,0.07714815352832834,222.08,0.5646202460733835,2.5760000000000005,30.24444444444444
835,MYFW,7934.0,8100.207171883046,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.1886,19388.0,20.091078459047804,0.895,14.094511614250484,0.307,7930000.0,22.72249995337593,11.90999984741211,26.38,0.5046,29.46999931335449,0.45799999999999996,18.42547446619855,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,536.4720695674794,185.1326533605971,496.2659790175633,6704.389946496248,0.0,24.771861946616202,12.385930973308096,0.0845756385447423,130.55999999999997,1.287710438245392,0.912,7.9444444444444455
715,CBNK,7934.0,6729.505241839671,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.1282,15837.0,15.143137333439846,0.9670000000000001,11.119995780776648,0.335,13690000.0,18.26500010490417,9.0600004196167,19.66,0.5153,20.75,0.259,13.84364970409087,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,844.4188037363075,192.24342726038924,383.15225270810333,5181.437839757644,0.0,33.701526104417674,16.850763052208837,0.10518017190382058,66.88,0.6110046042523771,1.3600000000000003,8.744444444444447
698,ERII,7934.0,6175.887879635257,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.1175,239367.0,14.578431428647509,6.466,8.976238422503569,0.354,56120000.0,17.596944597032333,6.849999904632568,18.99,0.6137,19.420000076293945,0.584,13.137445286242633,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,848.090550634176,224.6357305659409,717.8464544511563,4083.8340723218266,0.0,38.887743937563094,19.443871968781547,0.12769436464899733,170.87999999999997,0.6333169467170336,1.6639999999999997,69.84444444444446
1440,JOUT,7934.0,5917.6612502282105,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.1218,22596.0,114.80666680429495,2.0709999999999997,9.080445896082212,0.294,10050000.0,136.12388907538522,57.459999084472656,149.7,0.4458,149.6999969482422,0.735,107.58693450036712,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,760.5424393273918,137.43315419395833,576.690560224086,4137.188298794093,0.0,42.666670145847306,21.333335072923653,0.09381341559941417,219.2,0.7978679431996755,0.7039999999999997,21.01111111111111
1155,RILY,7934.0,5158.277705085375,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.1038,221404.0,47.71617653790642,9.017999999999999,5.366996584965622,1.483,25330000.0,57.974166764153395,16.120000839233402,59.42,0.7187,66.25,0.425,42.25087597422356,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,880.5552124095447,264.9160590481269,1501.0619032806271,2235.9022515023985,0.0,25.071899371069183,12.535949685534591,0.10691565044342054,120.0,0.19951413763008893,19.728,98.2
661,GHL,7934.0,5102.551563720748,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.1037,139431.0,14.19715690612793,0.805,8.439038419983213,0.319,19000000.0,16.353055662579006,8.229999542236326,17.62,0.3135,18.68000030517578,0.619,13.78686137094985,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,621.9950490659203,60.9482632367119,370.53132756570847,3808.787671031405,0.0,32.98215297316984,16.49107648658492,0.06778314844678032,182.08,0.6197957683566949,1.104,6.9444444444444455
842,LIVE,7934.0,4820.750020282026,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,-0.0212,17266.0,19.767254922904225,4.864,1.4240531733678896,0.488,1570000.0,26.04888884226481,5.25,26.35,0.7508,33.860000610351555,0.07400000000000001,17.29729927369278,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,1301.6259786222645,292.4427154520237,2938.5875,217.11522476435948,0.0,4.813543579554431,2.406771789777216,0.1333659283752471,7.680000000000002,0.09247570122734156,3.808,52.044444444444466
1022,OPY,7934.0,4811.320797249289,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.0903,66758.0,34.839999909494445,2.36,7.497683639782249,0.429,12480000.0,40.20777776506212,17.729999542236328,42.29,0.4706,43.290000915527344,0.429,32.16467148718173,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,631.06825928589,170.34442932457588,476.13408060952537,3326.8140235685114,0.0,38.72425919826093,19.362129599130466,0.09310101305608612,121.28,0.4142924281176649,2.864,24.222222222222214
623,VLRS,7934.0,4473.894211234114,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.0539,218890.0,12.655196077683392,0.925,4.174654421800207,0.375,101190000.0,14.952499998940361,3.7300000190734863,15.14,0.5162,16.399999618530273,0.5379999999999999,11.444890516517804,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,743.5488793462497,216.57750117309882,1677.3833013673466,1625.4230639617053,0.0,29.554475209487556,14.777237604743776,0.09165712050146588,156.15999999999997,0.10031767320404056,2.0,8.277777777777779
1288,PATK,7934.0,4189.5760785290495,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.0799,59556.0,74.06627464294435,0.909,5.145949062875821,0.406,22570000.0,84.42111163669163,27.290000915527344,88.62,0.3016,91.95999908447266,0.9129999999999999,70.4237957696845,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,572.6413611438368,105.92721751086547,1046.3635596198442,2122.7259201924203,0.0,36.46803121547391,18.234015607736954,0.06207387157714892,276.16,0.3978993672936605,2.4960000000000004,8.100000000000001
766,SCU,7934.0,3672.6437410132176,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.057999999999999996,138652.0,18.00009797601139,2.432,4.602996845601237,1.225,22770000.0,21.877500004238552,10.0,22.0,0.441,25.1200008392334,0.479,16.282919654010858,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,882.3195700814563,215.97976764509949,519.3728515625,1844.7343849478327,0.0,21.46920944375454,10.73460472187727,0.08633550944768402,137.28,0.044794879026475484,15.6,25.022222222222233
570,JRJC,7934.0,3437.1732759410274,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.0146,24414.0,10.765588208740834,0.9279999999999999,2.9823035668720355,0.321,2300000.0,12.59527775976393,4.079999923706056,13.46,0.2865,17.239999771118164,0.125,10.207445224706273,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,696.1448139829204,111.9846157524367,1572.1411905502093,1014.9394262384822,0.0,5.246714839390152,2.6233574196950755,0.09681020984183028,24.0,0.5492358369410212,1.136,8.311111111111114
1521,ESGR,7934.0,3291.8717231100627,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.08650000000000001,32952.0,218.0287248200061,3.0660000000000003,5.052948253290569,1.284,21510000.0,242.60166592068143,125.66000366210938,250.54,0.3002,266.42999267578125,0.8490000000000001,205.66817424245124,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,461.6399368085946,123.08373755966043,278.6785192539295,2075.1095056847707,0.0,32.48803754125346,16.24401877062673,0.07552738457525518,255.68,0.2617734399866488,16.544,32.06666666666667
