,Ticker,N-Value Rating,Lwowski Rating,Primary Passed Tests,Secondary Passed Tests,SMA50_greater_SMA150_rule (1st),SMA150_greater_SMA200_rule (1st),week52_span_rule (1st),rs_value_rule (1st),liquidity_rule (1st),close_above_52weekhigh_rule (1st),prev_close_rule (1st),SMA200_slope_rule (1st),inst_ownership_rule (1st),close_greater_SMA50_rule (1st),sales_QoQ_yearly_rule (1st),eps_QoQ_yearly_rule (2nd),Double Bottom Chart Pattern,Inverse Head and Shoulder Pattern,Multiple Bottom Pattern,Channel Up Pattern,Channel Up Strong Pattern,Wedge Down Pattern,Wedge Down Strong Pattern,Channel Down Strong Pattern,week52_low,week52_high,SMA200_percent,SMA150_value,SMA200_value,volume,EPS_QoQ_percent,Shares Outstanding,prev_close,Sales_QoQ_percent,SMA50_value,Inst. Ownership,Relative Strength Value,SMA50_percent,SMA50_greater_SMA150_rule_nvalue,SMA150_greater_SMA200_rule_nvalue,week52_span_rule_nvalue,rs_value_rule_nvalue,liquidity_rule_nvalue,close_above_52weekhigh_rule_nvalue,prev_close_rule_nvalue,SMA200_slope_rul_nvalue,inst_ownership_rule_nvalue,close_greater_SMA50_rule_nvalue,sales_QoQ_yearly_rule_nvalue,eps_QoQ_yearly_rule_nvalue,SMA50_greater_SMA150_rule_score,SMA150_greater_SMA200_rule_score,week52_span_rule_score,rs_value_rule_score,liquidity_rule_score,close_above_52weekhigh_rule_score,prev_close_rule_score,SMA200_slope_rul_score,inst_ownership_rule_score,close_greater_SMA50_rule_score,sales_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_score
1661,TOWN,7930.0,3931.2196563189723,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,15.520000457763672,32.27000045776367,0.4184000000000001,25.825049579733683,23.65678838743781,97271.0,0.425,72360000.0,30.71,-0.004,30.15264707453111,0.515,6.078492443134077,0.0882,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,686.3816188992234,187.70928872914828,253.49276394717918,2600.188130884647,0.0,34.416277006044695,17.208138503022347,0.15334110368606074,148.8,0.14787502379906695,0.0,2.7222222222222223
2194,PTSI,7930.0,3921.962645166906,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,26.489999771118164,64.55999755859375,0.436,53.26287135511342,50.27175182147618,11558.0,1.93,5730000.0,63.3,0.156,60.664411769193755,0.256,6.102742726510768,0.08960000000000001,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,569.1902964439521,121.85397530292762,473.3825157691076,2612.604275973513,0.0,39.33581797606431,19.66790898803216,0.2158472540500318,65.92,0.34756301481451085,0.0,19.44444444444445
1085,PCB,7930.0,3906.3062609839226,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,7.96999979019165,16.309999465942386,0.3676,12.501485173064886,11.636423354601336,33231.0,0.44299999999999995,15350000.0,15.13,-0.126,15.088529418496526,0.34,5.944796556797849,0.0519,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,847.6219491199968,152.25009869658868,233.3229530328549,2531.735837080498,0.0,30.31923673931705,15.159618369658524,0.1523578508849857,92.8,0.021987871900963084,0.0,2.9222222222222216
1688,GIL,7930.0,3880.1007882241997,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,12.5,31.959999084472656,0.3651,27.82960398834531,26.09445257256501,277595.0,1.105,198360000.0,31.29,0.048,29.99058824426988,0.833,5.997992000173946,0.1117,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,318.05668222853194,136.18182215687497,546.897875,2558.9719040890604,0.0,39.08886586277927,19.544432931389643,0.17480963328817753,250.56,0.3466185444971107,0.0,10.277777777777779
1139,FDUS,7930.0,3791.2479247934552,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,5.739999771118164,15.899999618530273,0.3601,13.765148502765314,12.847883210565053,110319.0,0.47600000000000003,24440000.0,15.7,0.21100000000000002,15.094117669498221,0.2582,5.766625284825032,0.1002,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,395.4521599127263,146.21547282445462,677.9094346970655,2440.512145830417,0.0,40.519920185654996,20.259960092827498,0.14482000434478626,66.624,0.32112235707616377,0.0,3.2888888888888896
1554,ULH,7930.0,3758.15129411874,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,11.65999984741211,26.95000076293945,0.252,23.19227722847816,22.73328470661693,18744.0,1.203,22960000.0,26.58,0.027000000000000003,25.47117637185489,0.25,6.43348834547266,0.0956,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,402.477548854465,41.34979598870717,396.0755304833902,2781.946032882002,0.0,40.32355738698764,20.16177869349382,0.10212327523671376,64.0,0.3482598877907593,0.0,11.366666666666667
1697,BHE,7930.0,3734.990121940915,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,18.96999931335449,32.209999084472656,0.342,27.45485152820549,25.71978105419744,227467.0,2.113,36400000.0,31.35,0.025,29.87882356082692,0.993,6.537228699434516,0.11699999999999999,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,361.63333228800417,138.15919829490886,19.21687684871809,2835.0610941104724,0.0,38.109908478055374,19.054954239027687,0.12307512087158368,301.76,0.3939047830790473,0.0,21.477777777777767
2486,ANAT,7930.0,3552.5197715123168,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,66.51999664306639,115.2699966430664,0.32380000000000003,93.90356415097077,87.70861298498446,12117.0,0.7909999999999999,26880000.0,108.88,0.042,101.25499994614545,0.627,6.4777136474998045,0.1215,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,320.6638777695873,144.65238425457713,40.67061803260018,2804.5893875199004,0.0,33.20575351629805,16.602876758149026,0.10354538203193772,184.64,0.6024393902847316,0.0,6.788888888888889
1414,PFS,7930.0,3510.9749068300844,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,11.31999969482422,23.78000068664551,0.4007,19.03346539487933,17.45437961077168,427637.0,0.307,76910000.0,22.45,0.10800000000000001,21.6979414434994,0.635,5.3884884959759285,0.0928,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,573.3950002653718,185.28115911130288,266.6742770103826,2246.906109939676,0.0,33.12138587188355,16.560692935941773,0.1478876694587187,187.2,0.27728291495630963,0.0,1.4111111111111112
1351,LXFR,7930.0,3481.8445277216833,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,11.949999809265135,22.059999465942386,0.34090000000000004,17.66316836895329,16.427226296306525,80449.0,1.115,27590000.0,20.99,-0.166,20.27676486968994,0.993,5.389322745447904,0.08380000000000001,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,606.0798970718138,154.08622972154996,110.19781491264143,2247.3332456693247,0.0,34.38864098178711,17.194320490893556,0.13409001397272982,301.76,0.2813999708114042,0.0,10.388888888888893
1241,STAR,7930.0,3372.7569625328133,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,7.630000114440918,18.270000457763672,0.3093,15.712772208865323,14.722043754410567,763347.0,0.638,74040000.0,18.2,0.133,17.509411699631634,0.993,4.806877607606785,0.07769999999999999,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,468.3473582100775,137.8213452269813,447.17799644653206,1949.1213350946741,0.0,42.012767132329756,21.006383566164878,0.10536015288308136,301.76,0.3155278142819126,0.0,5.0888888888888895
1822,BTO,7930.0,3267.645492638378,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,17.069999694824222,39.09000015258789,0.4067,32.58000020697565,29.88000014924655,52289.0,0.953,18770000.0,38.58,-0.145,37.110000385957605,0.1851,4.939716331624577,0.08439999999999999,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,569.5175142797362,185.06024399630542,382.96523275464057,2017.134761791784,0.0,40.44000957529021,20.220004787645106,0.16994093514674416,43.232,0.3168956289418181,0.0,8.588888888888889
1768,HHR,7930.0,3234.7862341058903,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,14.56999969482422,36.68000030517578,0.3601,30.25881179960648,28.46116787151699,189803.0,0.182,50800000.0,34.38,0.185,33.94058816573199,0.4970000000000001,4.697333471960175,0.0767,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,498.3855974095532,129.35431115641836,522.7530994874115,1893.0347376436093,0.0,31.96510226778968,15.98255113389484,0.14504078273285656,143.04000000000005,0.1035720022581495,0.0,0.022222222222222244
1814,FLXS,7930.0,3220.0835012760326,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,8.020000457763674,39.45000076293945,0.426,33.89247531702023,31.886861341713125,59991.0,2.6630000000000003,7250000.0,35.9,0.157,35.73882383458754,0.5429999999999999,2.2565283331292596,0.0768,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,223.1363586523855,128.81472959697345,1998.204374725016,643.3425065621809,0.0,27.308826738709804,13.654413369354902,0.2373240699498955,157.75999999999996,0.036078672573766166,0.0,27.58888888888889
878,FRBA,7930.0,3208.0800029402644,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,6.090000152587893,13.170000076293945,0.3924,10.308217851242217,9.460875928837018,124531.0,4.247,19540000.0,12.05,0.053,11.709117721108827,0.441,4.809318968042732,0.0711,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,556.6515909713878,183.42448100354358,304.67780691869564,1950.371311637878,0.0,28.152871785862928,14.076435892931464,0.1837154384933104,125.12,0.23290040258226474,0.0,45.18888888888889
2231,FSBW,7930.0,3159.2609145489632,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,32.86999893188477,73.0,0.3744,58.995643577953366,55.07306568117907,7553.0,1.002,4240000.0,67.67,0.032,66.21558817695167,0.652,4.758163459813104,0.08310000000000001,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,501.2724886782733,145.868755138851,340.50263028433363,1924.1796914243089,0.0,30.205662100456625,15.102831050228312,0.17980417882396424,192.64,0.17571836035485908,0.0,9.133333333333336
2349,NCBS,7930.0,3158.353246674323,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,47.27000045776367,85.98999786376953,0.2947,73.30861372994904,69.64503646070939,21647.0,0.48100000000000004,10070000.0,84.73,0.05,80.7888230716481,0.392,5.620084338933751,0.0931,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,417.9445757420218,107.73210308584831,93.66985775061016,2365.4831815340804,0.0,40.16591494252609,20.082957471263047,0.09994218073982718,109.44,0.3902695227884827,0.0,3.344444444444445
1741,AMNB,7930.0,3149.233167229884,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,19.6299991607666,36.5,0.3114,29.383960346184157,27.497153233437643,29820.0,0.196,10970000.0,33.65,-0.004,33.0749999775606,0.38299999999999995,5.345259738749486,0.0812,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,514.5153393892748,140.53021904121528,118.4147202624854,2224.772986239737,0.0,29.340639269406385,14.670319634703192,0.1120877563986986,106.56,0.13907785888544222,0.0,0.17777777777777795
1360,MNSB,7930.0,3079.5351006772917,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,12.020000457763672,21.40999984741211,0.3395,18.064950499204127,16.933357670359367,28733.0,1.129,7700000.0,21.0,0.1,20.028823572046615,0.48200000000000004,5.3332572263657285,0.08529999999999999,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,445.2834845419158,136.86016433295384,70.36800376772747,2218.627699899253,0.0,39.39841315006869,19.699206575034346,0.12577244449782307,138.24,0.3879115213971187,0.0,10.544444444444446
1217,CSTR,7930.0,2993.3830993473834,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,9.029999732971193,18.899999618530273,0.3854,14.955148451399095,13.72704375051234,60765.0,0.498,21970000.0,17.65,0.113,16.80264688940609,0.358,4.6962836923141404,0.0945,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,506.0032420720443,183.2265178962662,261.953500444256,1892.4972504648401,0.0,31.37919192936525,15.689595964682624,0.13702932419152605,98.56,0.4034379184047033,0.0,3.5333333333333337
1345,ISTR,7930.0,2978.382108561057,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,10.270000457763672,22.06999969482422,0.3069,17.94613858024673,16.796642324350177,28674.0,0.302,10620000.0,20.72,-0.021,20.21235292098101,0.58,4.525445792964944,0.079,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,517.2373933334477,140.15707941004894,296.3317632035136,1805.0282459980515,0.0,32.227158234290044,16.113579117145022,0.1304082329839676,169.59999999999997,0.20092547602096586,0.0,1.3555555555555556
1927,SYX,7930.0,2941.1918855119343,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,16.600000381469727,44.959999084472656,0.5058,37.10316833647171,33.79131388142161,88418.0,0.442,37200000.0,42.27,0.233,39.17999996858485,0.302,4.394757675241401,0.0895,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,229.27158909966911,200.72252732592656,640.0616146211368,1738.1159297235972,0.0,32.455519281615125,16.227759640807562,0.1549005510742857,80.64,0.6309341569969924,0.0,2.9111111111111114
1353,AVD,7930.0,2937.005833119544,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,12.079999923706055,22.350000381469727,0.3283,17.66742575050581,16.651094910002104,61605.0,1.275,29600000.0,20.92,0.078,20.397058655233945,0.777,4.46423354134553,0.0702,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,632.8356227814547,125.00352514964548,112.74174843555569,1773.6875731689115,0.0,31.747051710425183,15.873525855212591,0.10501474179495192,232.64,0.2051046098774124,0.0,12.166666666666664
1449,KELYA,7930.0,2890.3909650840305,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,11.579999923706055,23.84000015258789,0.23600000000000002,21.255940616720974,20.392043816782266,189245.0,0.38799999999999996,39300000.0,23.84,-0.07200000000000001,21.673529512741986,0.895,5.188837227576704,0.1094,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,80.46899212526715,86.76230112934601,240.87877290609603,2144.6846605192723,0.0,42.666665574314884,21.333332787157442,0.08545466115944722,270.4,0.7996742703063049,0.0,2.311111111111111
1127,GDYN,7930.0,2870.345507441521,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,6.389999866485598,16.25,0.526,12.977920758842242,11.66635034380168,89431.0,0.475,49730000.0,15.9,-0.059000000000000004,15.372647033018223,0.47600000000000003,3.240727104066865,0.0513,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,755.8066504868898,230.2430606697998,538.4413472000666,1147.252277282235,0.0,38.99076923076923,19.495384615384616,0.2438031394346623,136.32,0.2744370391639629,0.0,3.2777777777777777
1917,MLI,7930.0,2841.738921400673,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,22.190000534057614,44.47000122070313,0.3153,37.31732666846549,35.07956198532216,250142.0,0.292,55870000.0,42.32,0.243,41.264411477481616,0.934,4.387699398740175,0.0891,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,433.23734096397584,130.64422164094069,207.29193746819115,1734.5020921549694,0.0,34.41540668028646,17.20770334014323,0.11112600735763256,282.88,0.20464870036388214,0.0,1.2444444444444445
1387,GLP,7930.0,2790.19345321983,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,8.5,23.649999618530273,0.4062,18.91386136914244,17.62496348193092,169715.0,1.771,33970000.0,21.58,-0.344,21.31588234620936,0.253,3.5591105663234086,0.0513,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,520.1834638651677,149.7684165822737,685.4776194852941,1310.2646099575854,0.0,27.728825626744147,13.864412813372073,0.16920190553615516,64.96,0.09912520607906633,0.0,17.677777777777774
1000,SMED,7930.0,2741.4522011259437,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,5.760000228881836,14.890000343322756,0.5141,11.266336615722954,10.004744505360181,102710.0,0.21899999999999997,16500000.0,13.74,0.16399999999999998,13.666176431319293,0.439,2.7130923517946215,0.029300000000000007,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,872.488034039787,258.2515366223192,564.2666401757145,877.1032841188463,0.0,29.485557147859286,14.742778573929643,0.1578217676816707,124.48,0.0432153464733692,0.0,0.4333333333333331
1800,HOFT,7930.0,2730.6665147747844,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,13.140000343322756,39.47999954223633,0.2949,33.22574256670357,31.85379560150369,41635.0,1.5490000000000002,11830000.0,37.02,-0.054000000000000006,35.89617645039278,0.8909999999999999,3.262583782397055,0.07490000000000001,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,329.2054997907664,88.20761644482712,822.0054098153987,1158.4428965872921,0.0,32.03242333477787,16.016211667388934,0.17488513056230084,269.11999999999995,0.2504608926603216,0.0,15.211111111111116
1566,NX,7930.0,2640.9095205558388,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,10.100000381469727,27.29999923706055,0.3526,23.639999975072275,22.438905089441008,177924.0,3.9410000000000003,32870000.0,27.1,0.17,25.501470677992877,0.99,3.278667539816804,0.08710000000000001,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,322.528934314835,109.6239908305666,636.7048413605326,1166.6777803862035,0.0,41.41636615095592,20.70818307547796,0.15906507486985488,300.7999999999999,0.5014704735085305,0.0,41.78888888888889
1419,SPFI,7930.0,2625.703947095769,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,11.600000381469727,24.920000076293945,0.3541,19.91029698777907,18.302299234988915,2976.0,0.579,18050000.0,22.8,-0.023,22.104705866645364,0.22399999999999998,4.116617488644714,0.0789,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,451.4397134986663,179.93255139324745,295.9006502907638,1595.7081541860935,0.0,28.14767207411229,14.073836037056145,0.13639968075334746,55.67999999999999,0.25163660174417146,0.0,4.433333333333334
1869,APOG,7930.0,2542.135496742701,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,16.950000762939453,42.560001373291016,0.4323,34.37306932883688,31.614890551044997,201961.0,1.496,25880000.0,41.37,-0.07200000000000001,39.288235383875225,0.919,2.7752061385351907,0.0626,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,585.7062099644144,178.6737210997893,518.7058210477206,908.905542930018,0.0,37.894731489150736,18.947365744575368,0.17598647127258638,278.08,0.423895773538186,0.0,14.622222222222225
1010,CFB,7930.0,2491.889193866981,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,7.610000133514402,15.539999961853027,0.3224,11.780297033857591,11.063832102030737,111857.0,9.232999999999999,51970000.0,14.18,-0.10300000000000001,13.873529462253346,0.44,3.213957615535401,0.0591,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,727.8152666326613,132.62314240217748,230.63545454015699,1133.546299154125,0.0,27.73058811286897,13.865294056434484,0.10753761631446784,124.8,0.1767224633532447,0.0,100.58888888888887
1742,TRMK,7930.0,2451.761451091253,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,20.229999542236328,35.5,0.3027,29.45415834861227,27.66992694270001,157184.0,0.528,63430000.0,33.91,-0.046,32.955293879789465,0.624,4.004361593844963,0.0806,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,486.88035712884215,132.0605553775172,54.161171208255894,1538.233136048621,0.0,35.02272300469482,17.51136150234741,0.11372227681651585,183.68,0.2317578774913672,0.0,3.8666666666666663
1574,EQBK,7930.0,2421.313270795247,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,13.25,29.309999465942386,0.3891,23.800099099036487,21.92591246027146,8145.0,0.325,14760000.0,27.52,-0.07,27.25882361916935,0.662,3.089496100241096,0.0612,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,595.246917902023,175.05927031067168,335.0991450471698,1069.822003323441,0.0,32.24383323937585,16.121916619687926,0.1924224267552176,195.84,0.07665081501080863,0.0,1.6111111111111114
1826,SBSI,7930.0,2417.1439965752656,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,23.70000076293945,41.22000122070313,0.2852,33.676534596056044,31.57890506382407,153968.0,0.748,33050000.0,38.5,-0.06,37.687352909761316,0.507,4.024946850961908,0.0747,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,487.82667248846803,136.03844950699113,44.58936433464197,1548.7727876924966,0.0,31.40481494615989,15.702407473079948,0.08588614748015981,146.24,0.17250287483644464,0.0,6.311111111111113
1602,HFWA,7930.0,2396.886838817363,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,15.68000030517578,30.63999938964844,0.2704,25.32861392332776,23.92328472555119,118032.0,0.431,35910000.0,28.6,0.015,27.6832353367525,0.831,3.7718163476578863,0.0801,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,380.77604003845977,120.3059793027692,176.5877078194967,1419.1699700008373,0.0,31.30374555802732,15.651872779013658,0.11770451048843507,249.92,0.26492991938132243,0.0,2.7888888888888888
1479,FOR,7930.0,2394.443382814564,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,10.710000038146973,24.540000915527344,0.2677,21.42564358097492,20.53167880538605,90386.0,0.298,48100000.0,24.23,0.242,22.72794123256908,0.322,3.974220899089565,0.0827,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,248.9638717628177,89.17146414377443,383.78492145632754,1522.8011003338572,0.0,40.51072449295671,20.255362246478352,0.0761181326790313,87.04,0.5287091345619912,0.0,1.3111111111111111
1103,BRKL,7930.0,2288.23415932936,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,8.229999542236326,16.329999923706055,0.3397,13.18455447772942,12.144452554466081,240954.0,0.21899999999999997,78530000.0,15.05,-0.08,14.954705883474913,0.843,3.08886606856964,0.0637,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,549.9268231005249,175.399321565958,195.0950803380851,1069.4994271076557,0.0,29.289243437449503,14.644621718724752,0.13533126687890099,253.76,0.05097746074987138,0.0,0.4333333333333331
1283,CVCY,7930.0,2244.2287064016696,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,11.630000114440918,20.549999237060547,0.27899999999999997,16.533069327326103,15.622627759501881,40927.0,0.679,12480000.0,18.95,0.049,18.555294149062213,0.478,3.6863188574778993,0.06860000000000001,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,500.9978913075013,119.35151753007379,61.633654944891475,1375.3952550286845,0.0,29.378756856632403,14.689378428316202,0.1076328812983154,136.95999999999998,0.1701749798270849,0.0,5.544444444444445
1653,UNB,7930.0,2238.876785034537,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,17.079999923706055,30.46999931335449,0.2984,27.08217813472937,25.77474443755881,8763.0,0.366,4480000.0,29.73,0.011000000000000001,28.701176475076114,0.12300000000000001,4.387545734926301,0.0843,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,244.86277171171622,103.88557753858801,72.0636804302121,1734.4234162822665,0.0,38.521828498243046,19.260914249121523,0.14516133634332182,23.36000000000001,0.28676832138008257,0.0,2.066666666666667
1656,MOFG,7930.0,2084.112632792117,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,16.200000762939453,32.93000030517578,0.3293,26.932475212777014,25.06781021173853,32622.0,0.257,16070000.0,31.02,-0.09,30.183823473313275,0.6509999999999999,2.8939390060202848,0.061,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,494.4782226640117,152.34014817690618,224.9006934978017,969.696771082386,0.0,32.76768754745203,16.383843773726014,0.14808806730482368,192.32,0.2216224269734473,0.0,0.8555555555555557
1320,CFBK,7930.0,2067.651021114104,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,9.470000267028807,20.25,0.3883,17.448217864083773,16.185766463732193,4983.0,1.193,6520000.0,19.87,0.22399999999999998,19.606764793396,0.319,2.864409076374641,0.0595,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,506.7227089514072,159.7391432598151,289.79088164519385,954.5774471038162,0.0,39.46403292181071,19.73201646090536,0.1818293444620316,86.08,0.10740587113797316,0.0,11.255555555555556
1969,CNA,7930.0,1953.2230685586248,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,26.0,46.9000015258789,0.2985,40.39554448647074,37.78357657550895,346244.0,0.41700000000000004,271600000.0,45.81,0.052000000000000005,44.85794112261604,0.9990000000000001,2.777864916984929,0.0712,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,452.4750651095395,141.5776579795023,84.28311298076923,910.2668374962835,0.0,38.70020779606971,19.350103898034856,0.08695904672897163,303.68,0.16979091836276225,0.0,2.6333333333333337
1613,FDP,7930.0,1943.6458108426048,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,20.780000686645508,35.130001068115234,0.1765,25.93544554002214,25.208832121243443,103504.0,1.035,47350000.0,28.8,-0.022000000000000002,28.03588227664723,0.701,3.543445655426392,0.0732,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,331.72319557572683,59.0310679408567,14.684886575634678,1302.2441755783125,0.0,11.91459864944736,5.9572993247236825,0.05254726869809022,208.32,0.2180399292057944,0.0,9.5
