,Ticker,N-Value Rating,Lwowski Rating,Primary Passed Tests,Secondary Passed Tests,SMA50_greater_SMA150_rule (1st),SMA150_greater_SMA200_rule (1st),week52_span_rule (1st),rs_value_rule (1st),liquidity_rule (1st),close_above_52weekhigh_rule (1st),prev_close_rule (1st),SMA200_slope_rule (1st),inst_ownership_rule (1st),close_greater_SMA50_rule (1st),sales_QoQ_yearly_rule (1st),eps_QoQ_yearly_rule (2nd),week52_low,EPS_QoQ_percent,Sales_QoQ_percent,week52_high,Relative Strength Value,SMA200_value,Shares Outstanding,SMA50_value,SMA200_percent,Inst. Ownership,SMA150_value,SMA50_percent,volume,prev_close,SMA50_greater_SMA150_rule_nvalue,SMA150_greater_SMA200_rule_nvalue,week52_span_rule_nvalue,rs_value_rule_nvalue,liquidity_rule_nvalue,close_above_52weekhigh_rule_nvalue,prev_close_rule_nvalue,SMA200_slope_rul_nvalue,inst_ownership_rule_nvalue,close_greater_SMA50_rule_nvalue,sales_QoQ_yearly_rule_nvalue,eps_QoQ_yearly_rule_nvalue,SMA50_greater_SMA150_rule_score,SMA150_greater_SMA200_rule_score,week52_span_rule_score,rs_value_rule_score,liquidity_rule_score,close_above_52weekhigh_rule_score,prev_close_rule_score,SMA200_slope_rul_score,inst_ownership_rule_score,close_greater_SMA50_rule_score,sales_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_score
277,BCC,8190.0,6783.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,30.41,0.78,0.56,76.0,3.0,53.79,39350000.0,66.78,0.3,0.98,57.23,0.01,586598.0,68.92,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,684.0,131.0,511.0,1024.0,0.0,27.0,4096.0,0.0,298.0,0.0,5.0,7.0
486,ANET,8190.0,6612.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,195.1,0.31,0.28,329.0,5.0,294.91,76310000.0,315.86,0.21,0.65,304.13,0.06,265480.0,325.79,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,158.0,64.0,12.0,2048.0,0.0,41.0,4096.0,0.0,192.0,0.0,0.0,1.0
244,COP,8190.0,6550.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,28.62,1.47,0.61,60.0,4.0,46.87,1300000000.0,52.98,0.33,0.68,49.71,0.07,10191465.0,58.3,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,269.0,124.0,264.0,1536.0,0.0,38.0,4096.0,0.0,202.0,1.0,6.0,14.0
250,PCH,8190.0,6151.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,32.43,8.77,0.7,63.0,3.0,51.85,67210000.0,58.96,0.19,0.88,54.05,0.04,508951.0,59.74,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,372.0,87.0,170.0,1024.0,0.0,34.0,4096.0,0.0,266.0,0.0,7.0,95.0
478,LH,8190.0,6005.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,157.09,3.39,0.47,278.0,3.0,231.31,98500000.0,263.33,0.23,0.93,241.13,0.04,854700.0,267.33,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,377.0,87.0,63.0,1024.0,0.0,36.0,4096.0,0.0,282.0,0.0,4.0,36.0
504,GOOG,8190.0,5958.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,1359.9,1.62,0.34,2430.0,3.0,1990.35,686470000.0,2284.6,0.25,0.69,2069.22,0.04,855335.0,2321.41,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,426.0,81.0,74.0,1024.0,0.0,35.0,4096.0,0.0,205.0,0.0,1.0,16.0
483,WAT,8190.0,5956.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,174.76,1.76,0.31,318.0,3.0,268.38,62260000.0,302.31,0.22,0.92,281.0,0.04,343655.0,308.94,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,311.0,96.0,94.0,1024.0,0.0,38.0,4096.0,0.0,278.0,0.0,1.0,18.0
338,SSB,8190.0,5886.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,43.76,1.88,0.88,92.0,3.0,78.07,71010000.0,83.15,0.25,0.8,80.84,0.05,221936.0,89.66,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,117.0,73.0,268.0,1024.0,0.0,38.0,4096.0,0.0,240.0,1.0,10.0,19.0
373,BC,8190.0,5813.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,53.1,1.44,0.48,116.0,2.0,89.48,78200000.0,104.63,0.29,1.0,95.2,0.02,389035.0,106.04,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,406.0,131.0,318.0,512.0,0.0,28.0,4096.0,0.0,304.0,0.0,4.0,14.0
413,GRMN,8190.0,5725.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,81.89,0.36,0.25,144.0,3.0,125.52,191900000.0,138.09,0.2,0.53,128.69,0.04,727716.0,140.1,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,299.0,52.0,56.0,1024.0,0.0,38.0,4096.0,0.0,154.0,0.0,4.0,2.0
447,TSCO,8190.0,5569.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,107.79,1.17,0.42,196.0,2.0,158.9,116150000.0,184.69,0.2,0.92,166.79,0.03,774300.0,186.39,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,440.0,102.0,93.0,512.0,0.0,34.0,4096.0,0.0,278.0,0.0,3.0,11.0
503,GOOGL,8190.0,5447.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,1362.54,1.66,0.34,2393.0,2.0,1977.99,673220000.0,2260.07,0.23,0.81,2054.41,0.03,1099827.0,2288.92,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,410.0,79.0,55.0,512.0,0.0,35.0,4096.0,0.0,243.0,0.0,1.0,16.0
170,ACGL,8190.0,5341.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,24.28,2.24,0.43,41.0,2.0,36.12,400810000.0,39.86,0.17,0.94,36.96,0.03,1497855.0,40.42,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,321.0,48.0,13.0,512.0,0.0,40.0,4096.0,0.0,285.0,0.0,3.0,23.0
310,SCCO,8190.0,5270.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,35.18,2.56,0.47,82.0,2.0,68.14,773100000.0,72.95,0.25,0.08,71.73,0.05,1237507.0,78.35,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,70.0,108.0,408.0,512.0,0.0,35.0,4096.0,0.0,10.0,1.0,4.0,26.0
168,WLL,8188.0,52080.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,0.57,0.0,0.26,42.0,6.0,29.06,38700000.0,37.03,0.35,0.94,31.86,0.07,839269.0,38.69,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,665.0,197.0,44248.0,2560.0,0.0,29.0,4096.0,0.0,285.0,0.0,0.0,0.0
454,BNTX,8188.0,28750.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,46.87,0.0,11.34,209.0,43.0,118.87,243120000.0,156.77,0.87,0.14,123.12,0.4,1836731.0,198.3,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,1119.0,73.0,1716.0,21504.0,0.0,34.0,4096.0,0.0,29.0,2.0,177.0,0.0
36,BCRX,8188.0,17322.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,3.37,-0.49,2.98,14.0,22.0,9.21,177340000.0,11.42,0.92,0.69,10.49,0.24,4872029.0,14.38,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,363.0,285.0,1528.0,10752.0,0.0,47.0,4096.0,0.0,205.0,2.0,44.0,0.0
377,WCC,8188.0,14098.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,26.49,0.06,1.05,110.0,16.0,80.71,50120000.0,92.89,0.54,0.97,86.65,0.17,368431.0,108.83,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,295.0,151.0,1527.0,7680.0,0.0,41.0,4096.0,0.0,294.0,1.0,13.0,0.0
386,CVAC,8188.0,10949.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,43.8,-1.71,0.88,136.0,12.0,96.44,177970000.0,104.0,0.34,0.23,99.54,0.14,744018.0,116.38,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,184.0,66.0,884.0,5632.0,0.0,18.0,4096.0,0.0,58.0,1.0,10.0,0.0
376,PRU,8188.0,9623.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,54.98,-0.27,0.26,108.0,10.0,85.79,396300000.0,99.07,0.34,0.57,89.49,0.1,2124811.0,107.96,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,438.0,88.0,183.0,4608.0,0.0,43.0,4096.0,0.0,166.0,1.0,0.0,0.0
359,CZR,8188.0,8335.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,27.8,0.0,1.53,106.0,5.0,81.68,208000000.0,95.56,0.41,0.95,87.23,0.06,2916640.0,100.37,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,391.0,139.0,1319.0,2048.0,0.0,34.0,4096.0,0.0,288.0,0.0,20.0,0.0
222,BWA,8188.0,6509.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,28.89,-0.56,0.76,54.0,4.0,43.6,237700000.0,49.06,0.21,0.99,45.5,0.05,1309478.0,51.65,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,320.0,89.0,124.0,1536.0,0.0,35.0,4096.0,0.0,301.0,0.0,8.0,0.0
39,CRIS,8186.0,33487.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.79,0.61,-0.18,16.0,34.0,8.63,91510000.0,11.44,1.43,0.79,10.57,0.35,1365946.0,15.05,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,337.0,460.0,11420.0,16896.0,0.0,33.0,4096.0,0.0,237.0,3.0,0.0,5.0
253,DAC,8186.0,24580.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,3.38,0.28,0.24,66.0,16.0,34.74,20290000.0,55.29,1.34,0.3,42.03,0.12,499247.0,59.99,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,1292.0,430.0,10973.0,7680.0,0.0,27.0,4096.0,0.0,80.0,1.0,0.0,1.0
22,AR,8186.0,19461.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,2.34,0.96,-0.09,13.0,24.0,7.58,296750000.0,10.1,1.01,0.7,8.77,0.25,7619784.0,12.67,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,621.0,322.0,2389.0,11776.0,0.0,38.0,4096.0,0.0,208.0,2.0,0.0,9.0
259,SGMS,8186.0,18455.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,12.88,0.91,0.01,61.0,24.0,44.09,95000000.0,49.48,0.58,0.89,46.38,0.28,1401764.0,59.51,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,274.0,106.0,1886.0,11776.0,0.0,38.0,4096.0,0.0,269.0,2.0,0.0,8.0
169,AA,8186.0,18087.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,7.74,1.16,0.2,41.0,21.0,26.14,186000000.0,35.73,0.81,0.82,28.53,0.17,5653025.0,40.68,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,1034.0,187.0,2231.0,10240.0,0.0,41.0,4096.0,0.0,246.0,1.0,0.0,11.0
136,IMO,8186.0,18041.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,11.54,3.09,0.05,33.0,25.0,22.06,735700000.0,27.44,0.67,0.18,23.64,0.23,445997.0,33.05,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,658.0,147.0,733.0,12288.0,0.0,43.0,4096.0,0.0,42.0,2.0,0.0,32.0
81,IHRT,8186.0,17234.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,6.65,0.93,-0.1,23.0,22.0,15.06,140840000.0,19.69,0.73,0.79,16.43,0.19,530281.0,22.7,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,813.0,186.0,1101.0,10752.0,0.0,40.0,4096.0,0.0,237.0,1.0,0.0,8.0
24,TV,8186.0,16091.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,5.1,0.94,0.03,13.0,21.0,9.17,564210000.0,11.77,0.52,0.49,9.59,0.16,1959595.0,12.66,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,931.0,94.0,542.0,10240.0,0.0,38.0,4096.0,0.0,141.0,1.0,0.0,8.0
218,HOG,8186.0,15226.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,21.34,2.7,0.1,52.0,20.0,39.15,153480000.0,45.09,0.42,0.94,39.91,0.19,1836751.0,51.96,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,532.0,40.0,473.0,9728.0,0.0,43.0,4096.0,0.0,285.0,1.0,0.0,28.0
211,NCR,8186.0,15133.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,16.17,0.48,0.03,49.0,19.0,35.63,130000000.0,42.92,0.57,0.96,38.35,0.18,1168657.0,49.4,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,488.0,156.0,838.0,9216.0,0.0,44.0,4096.0,0.0,291.0,1.0,0.0,3.0
158,DXC,8186.0,14997.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,14.21,12.39,-0.15,37.0,19.0,27.13,254320000.0,32.61,0.5,0.89,28.88,0.18,1924520.0,36.76,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,529.0,132.0,576.0,9216.0,0.0,42.0,4096.0,0.0,269.0,1.0,0.0,136.0
438,PFPT,8186.0,14780.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,93.57,0.33,0.15,173.0,20.0,129.5,57330000.0,150.41,0.4,0.97,137.9,0.19,2204164.0,171.87,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,372.0,133.0,112.0,9728.0,0.0,42.0,4096.0,0.0,294.0,1.0,0.0,2.0
172,RRR,8186.0,14482.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,9.98,0.58,-0.07,42.0,16.0,28.76,70730000.0,35.94,0.63,0.94,31.0,0.15,676190.0,41.52,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,653.0,160.0,1562.0,7680.0,0.0,41.0,4096.0,0.0,285.0,1.0,0.0,4.0
21,ERJ,8186.0,14015.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,4.11,0.99,0.14,13.0,16.0,8.33,184040000.0,11.3,0.7,0.36,9.1,0.14,3374009.0,12.17,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,990.0,189.0,919.0,7680.0,0.0,32.0,4096.0,0.0,99.0,1.0,0.0,9.0
71,MUR,8186.0,13992.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,7.04,0.3,-0.62,21.0,17.0,14.57,153950000.0,17.61,0.56,0.79,16.03,0.18,2814282.0,21.44,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,404.0,205.0,809.0,8192.0,0.0,46.0,4096.0,0.0,237.0,2.0,0.0,1.0
108,UNVR,8186.0,13838.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,13.56,0.18,-0.03,27.0,18.0,20.5,169300000.0,23.46,0.37,1.0,21.36,0.18,1217634.0,26.98,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,403.0,86.0,199.0,8704.0,0.0,43.0,4096.0,0.0,304.0,1.0,0.0,2.0
350,TFII,8186.0,13758.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,27.39,0.2,0.24,92.0,16.0,65.91,93240000.0,81.29,0.56,0.53,71.18,0.17,479360.0,91.0,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,582.0,164.0,1040.0,7680.0,0.0,41.0,4096.0,0.0,154.0,1.0,0.0,0.0
68,WBT,8186.0,13215.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,5.22,1.52,-0.04,23.0,13.0,14.54,141620000.0,19.14,0.69,0.93,16.26,0.12,922685.0,20.83,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,725.0,242.0,1683.0,6144.0,0.0,27.0,4096.0,0.0,282.0,1.0,0.0,15.0
293,LB,8186.0,13061.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,12.22,5.26,0.02,70.0,11.0,50.35,278000000.0,65.85,0.59,0.82,54.89,0.09,5114050.0,70.48,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,818.0,185.0,2495.0,5120.0,0.0,44.0,4096.0,0.0,246.0,1.0,0.0,56.0
148,GPS,8186.0,12917.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,7.34,1.72,-0.05,36.0,12.0,25.92,377000000.0,33.04,0.52,0.56,27.25,0.09,8402681.0,36.33,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,870.0,105.0,1989.0,5632.0,0.0,44.0,4096.0,0.0,163.0,1.0,0.0,17.0
426,COF,8186.0,12523.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,58.35,3.27,-0.12,160.0,14.0,114.88,458600000.0,141.81,0.56,0.95,124.36,0.14,2233785.0,159.9,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,575.0,169.0,661.0,6656.0,0.0,43.0,4096.0,0.0,288.0,1.0,0.0,34.0
133,MT,8186.0,12361.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,9.03,2.75,0.09,33.0,13.0,24.25,1180000000.0,30.42,0.57,0.05,26.33,0.11,4727226.0,32.92,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,636.0,176.0,1221.0,6144.0,0.0,42.0,4096.0,0.0,16.0,1.0,0.0,29.0
298,RILY,8186.0,11954.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,17.89,3.3,0.0,76.0,11.0,51.72,26970000.0,68.11,0.78,0.41,58.02,0.16,224069.0,74.96,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,712.0,249.0,1586.0,5120.0,0.0,40.0,4096.0,0.0,115.0,1.0,0.0,35.0
319,HIBB,8186.0,11897.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,16.83,3.0,0.2,83.0,10.0,59.14,16540000.0,74.82,0.54,0.95,64.94,0.1,252312.0,82.93,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,623.0,201.0,2006.0,4608.0,0.0,43.0,4096.0,0.0,288.0,1.0,0.0,31.0
139,SLB,8186.0,11878.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,14.18,1.04,-0.3,34.0,14.0,25.0,1400000000.0,28.3,0.46,0.77,26.62,0.17,12380738.0,34.05,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,259.0,133.0,449.0,6656.0,0.0,43.0,4096.0,0.0,230.0,2.0,0.0,10.0
466,IT,8186.0,11865.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,115.4,1.21,0.08,234.0,14.0,174.75,88350000.0,202.66,0.41,0.98,182.55,0.15,808099.0,228.7,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,451.0,91.0,222.0,6656.0,0.0,39.0,4096.0,0.0,298.0,1.0,0.0,11.0
229,ALLY,8186.0,11861.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,15.89,3.48,-0.11,54.0,12.0,40.56,375230000.0,49.54,0.52,0.97,43.92,0.12,2538953.0,54.18,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,524.0,170.0,1064.0,5632.0,0.0,43.0,4096.0,0.0,294.0,1.0,0.0,37.0
282,TXT,8186.0,11768.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,26.49,2.43,0.04,68.0,13.0,51.7,227010000.0,61.38,0.41,0.86,54.09,0.12,1177910.0,68.29,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,552.0,95.0,553.0,6144.0,0.0,43.0,4096.0,0.0,259.0,1.0,0.0,25.0
48,NOV,8186.0,11582.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,8.01,0.95,-0.34,18.0,14.0,13.96,385000000.0,14.71,0.35,0.94,14.53,0.17,4402727.0,17.95,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,51.0,84.0,357.0,6656.0,0.0,42.0,4096.0,0.0,285.0,2.0,0.0,9.0
224,TEX,8186.0,11577.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,14.15,2.63,0.04,55.0,11.0,40.01,69500000.0,48.35,0.56,0.87,43.0,0.11,573210.0,55.46,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,510.0,153.0,1364.0,5120.0,0.0,44.0,4096.0,0.0,262.0,1.0,0.0,27.0
379,HRI,8186.0,11502.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,23.43,9.51,0.04,113.0,9.0,79.14,29500000.0,102.33,0.61,0.99,86.72,0.07,381856.0,106.44,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,737.0,196.0,1939.0,4096.0,0.0,33.0,4096.0,0.0,301.0,0.0,0.0,104.0
66,CCJ,8186.0,11441.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,9.07,0.74,-0.16,20.0,13.0,14.63,397040000.0,17.62,0.51,0.7,15.98,0.15,3878818.0,20.35,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,420.0,189.0,331.0,6144.0,0.0,46.0,4096.0,0.0,208.0,1.0,0.0,6.0
105,DVN,8186.0,11116.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,8.1,1.07,-0.16,27.0,11.0,19.18,649000000.0,23.32,0.63,0.63,21.11,0.13,13270404.0,27.19,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,429.0,206.0,1024.0,5120.0,0.0,44.0,4096.0,0.0,186.0,1.0,0.0,10.0
104,ORI,8186.0,10753.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,14.09,1.83,0.19,26.0,12.0,20.59,298750000.0,24.24,0.41,0.76,21.4,0.11,1417848.0,26.19,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,544.0,81.0,110.0,5632.0,0.0,44.0,4096.0,0.0,227.0,1.0,0.0,18.0
206,WFC,8186.0,10701.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,21.14,6.26,-0.32,48.0,11.0,34.82,4140000000.0,43.42,0.5,0.71,37.69,0.11,23915775.0,47.9,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,623.0,169.0,371.0,5120.0,0.0,42.0,4096.0,0.0,211.0,1.0,0.0,68.0
267,IP,8186.0,10653.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,32.01,3.46,0.0,64.0,12.0,52.23,392800000.0,57.94,0.31,0.83,53.46,0.12,3828010.0,64.1,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,343.0,48.0,204.0,5632.0,0.0,43.0,4096.0,0.0,250.0,1.0,0.0,36.0
268,IMAB,8186.0,10633.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,20.5,3.92,0.0,65.0,11.0,50.23,63700000.0,56.8,0.39,0.24,54.44,0.15,1388442.0,63.6,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,178.0,172.0,924.0,5120.0,0.0,39.0,4096.0,0.0,61.0,1.0,0.0,42.0
53,COMM,8186.0,10448.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,7.75,0.38,0.02,18.0,11.0,14.47,201700000.0,16.79,0.41,0.95,15.47,0.1,1177680.0,18.41,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,349.0,142.0,403.0,5120.0,0.0,47.0,4096.0,0.0,288.0,1.0,0.0,2.0
216,LKQ,8186.0,10336.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,24.77,0.84,0.06,51.0,11.0,39.9,303040000.0,45.92,0.35,0.98,41.29,0.11,1894579.0,51.06,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,459.0,71.0,241.0,5120.0,0.0,43.0,4096.0,0.0,298.0,1.0,0.0,7.0
209,ADNT,8186.0,10267.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,15.3,4.55,0.09,50.0,9.0,37.77,94200000.0,45.94,0.52,0.95,40.26,0.07,473770.0,49.24,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,578.0,135.0,984.0,4096.0,0.0,40.0,4096.0,0.0,288.0,1.0,0.0,49.0
339,BX,8186.0,10176.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,49.95,2.56,0.0,90.0,11.0,69.73,709030000.0,82.62,0.37,0.64,73.34,0.11,3028557.0,87.78,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,518.0,106.0,83.0,5120.0,0.0,38.0,4096.0,0.0,189.0,0.0,0.0,26.0
443,PPG,8186.0,10139.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,91.85,0.55,0.15,180.0,11.0,149.13,237400000.0,166.54,0.26,0.84,151.27,0.1,1268159.0,179.96,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,413.0,29.0,180.0,5120.0,0.0,43.0,4096.0,0.0,253.0,1.0,0.0,4.0
232,LEG,8186.0,10130.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,28.55,0.91,0.1,58.0,11.0,45.49,136000000.0,50.73,0.24,0.76,46.52,0.11,710240.0,56.02,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,371.0,46.0,224.0,5120.0,0.0,37.0,4096.0,0.0,227.0,1.0,0.0,8.0
