,Ticker,N-Value Rating,Lwowski Rating,Primary Passed Tests,Secondary Passed Tests,SMA50_greater_SMA150_rule (1st),SMA150_greater_SMA200_rule (1st),week52_span_rule (1st),rs_value_rule (1st),liquidity_rule (1st),close_above_52weekhigh_rule (1st),prev_close_rule (1st),SMA200_slope_rule (1st),inst_ownership_rule (1st),close_greater_SMA50_rule (1st),sales_QoQ_yearly_rule (1st),eps_QoQ_yearly_rule (2nd),week52_high,SMA200_value,SMA150_value,prev_close,volume,Sales_QoQ_percent,Inst. Ownership,SMA50_percent,week52_low,EPS_QoQ_percent,Relative Strength Value,SMA50_value,Shares Outstanding,SMA200_percent,SMA50_greater_SMA150_rule_nvalue,SMA150_greater_SMA200_rule_nvalue,week52_span_rule_nvalue,rs_value_rule_nvalue,liquidity_rule_nvalue,close_above_52weekhigh_rule_nvalue,prev_close_rule_nvalue,SMA200_slope_rul_nvalue,inst_ownership_rule_nvalue,close_greater_SMA50_rule_nvalue,sales_QoQ_yearly_rule_nvalue,eps_QoQ_yearly_rule_nvalue,SMA50_greater_SMA150_rule_score,SMA150_greater_SMA200_rule_score,week52_span_rule_score,rs_value_rule_score,liquidity_rule_score,close_above_52weekhigh_rule_score,prev_close_rule_score,SMA200_slope_rul_score,inst_ownership_rule_score,close_greater_SMA50_rule_score,sales_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_score
498,WAT,8190.0,6476.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,318.0,266.53,279.19,315.48,394142.0,0.31,0.92,0.07,174.76,1.76,4.0,300.64,62260000.0,0.26,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,315.0,97.0,94.0,1536.0,0.0,41.0,4096.0,0.0,278.0,0.0,1.0,18.0
42,ABR,8190.0,6354.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,18.0,15.09,15.74,17.33,1735440.0,0.87,0.43,0.06,6.43,1.9,3.0,16.75,125230000.0,0.27,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,263.0,88.0,696.0,1024.0,0.0,36.0,4096.0,0.0,122.0,0.0,10.0,19.0
455,TSCO,8190.0,6109.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,196.0,157.8,165.57,186.54,726138.0,0.42,0.92,0.05,106.83,1.17,3.0,184.12,116150000.0,0.22,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,459.0,101.0,103.0,1024.0,0.0,34.0,4096.0,0.0,278.0,0.0,3.0,11.0
499,ANET,8190.0,6107.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,329.0,291.93,302.96,317.88,374360.0,0.28,0.65,0.07,195.1,0.31,4.0,314.52,76310000.0,0.21,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,156.0,77.0,12.0,1536.0,0.0,37.0,4096.0,0.0,192.0,0.0,0.0,1.0
488,RE,8190.0,6040.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,277.0,240.36,245.17,270.96,191685.0,0.38,1.0,0.05,161.72,19.58,3.0,262.54,39540000.0,0.17,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,290.0,41.0,28.0,1024.0,0.0,39.0,4096.0,0.0,304.0,0.0,2.0,216.0
230,COP,8190.0,5548.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,60.0,46.22,49.26,54.24,6402289.0,0.61,0.68,0.05,28.62,1.47,2.0,52.78,1300000000.0,0.32,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,293.0,135.0,264.0,512.0,0.0,26.0,4096.0,0.0,202.0,0.0,6.0,14.0
277,BRKR,8190.0,5502.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,70.0,58.58,61.83,67.53,615243.0,0.31,0.7,0.05,37.96,4.48,2.0,67.52,151800000.0,0.29,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,377.0,114.0,109.0,512.0,0.0,37.0,4096.0,0.0,208.0,0.0,1.0,48.0
415,GRMN,8190.0,5281.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,144.0,124.55,128.09,138.09,484087.0,0.25,0.53,0.05,77.3,0.36,2.0,137.41,191900000.0,0.2,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,298.0,58.0,121.0,512.0,0.0,36.0,4096.0,0.0,154.0,0.0,4.0,2.0
156,WLL,8188.0,51607.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,42.0,28.52,31.45,37.93,506987.0,0.26,0.94,0.06,0.57,0.0,5.0,36.78,38700000.0,0.34,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,694.0,210.0,44248.0,2048.0,0.0,26.0,4096.0,0.0,285.0,0.0,0.0,0.0
460,BNTX,8188.0,28126.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,209.0,116.71,121.09,180.79,2958138.0,11.34,0.14,0.42,46.87,0.0,42.0,151.16,243120000.0,0.87,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,1017.0,77.0,1716.0,20992.0,0.0,20.0,4096.0,0.0,29.0,2.0,177.0,0.0
22,RRC,8188.0,16715.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,13.0,8.93,9.52,11.52,6829362.0,0.48,0.95,0.28,4.91,-0.84,23.0,10.22,242160000.0,0.53,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,301.0,135.0,603.0,11264.0,0.0,23.0,4096.0,0.0,288.0,1.0,4.0,0.0
381,WCC,8188.0,16288.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,110.0,79.2,85.85,107.92,305530.0,1.05,0.97,0.22,25.09,0.06,20.0,91.62,50120000.0,0.61,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,275.0,172.0,1670.0,9728.0,0.0,39.0,4096.0,0.0,294.0,1.0,13.0,0.0
19,BCRX,8188.0,10643.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,14.0,8.98,10.34,11.96,5531458.0,2.98,0.69,0.12,3.37,-0.49,9.0,11.21,177340000.0,0.74,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,345.0,310.0,1528.0,4096.0,0.0,18.0,4096.0,0.0,205.0,1.0,44.0,0.0
375,PRU,8188.0,10184.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,108.0,84.84,88.69,105.8,1763794.0,0.26,0.57,0.12,52.93,-0.27,11.0,98.19,396300000.0,0.36,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,439.0,93.0,230.0,5120.0,0.0,39.0,4096.0,0.0,166.0,1.0,0.0,0.0
26,CRIS,8186.0,26839.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,16.0,8.32,10.38,13.07,3611628.0,-0.18,0.79,0.23,0.76,0.61,20.0,11.25,91510000.0,1.23,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,343.0,507.0,11911.0,9728.0,0.0,11.0,4096.0,0.0,237.0,1.0,0.0,5.0
233,DAC,8186.0,23163.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,66.0,33.62,40.81,55.47,432126.0,0.24,0.3,0.11,3.38,0.28,13.0,54.92,20290000.0,1.32,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,1416.0,438.0,10973.0,6144.0,0.0,15.0,4096.0,0.0,80.0,0.0,0.0,1.0
158,AA,8186.0,18634.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,41.0,25.56,28.06,39.13,4713497.0,0.2,0.82,0.18,6.66,1.16,21.0,35.23,186000000.0,0.82,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,1047.0,200.0,2758.0,10240.0,0.0,35.0,4096.0,0.0,246.0,1.0,0.0,11.0
71,IHRT,8186.0,17757.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,23.0,14.76,16.16,21.99,1181561.0,-0.1,0.79,0.22,6.65,0.93,23.0,19.4,140840000.0,0.77,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,821.0,194.0,1101.0,11264.0,0.0,35.0,4096.0,0.0,237.0,1.0,0.0,8.0
122,IMO,8186.0,16960.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,32.0,21.64,23.29,31.58,468473.0,0.05,0.18,0.23,11.54,3.09,23.0,26.98,735700000.0,0.65,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,649.0,156.0,680.0,11264.0,0.0,40.0,4096.0,0.0,42.0,1.0,0.0,32.0
139,ASO,8186.0,16954.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,36.0,23.36,25.79,34.81,1709064.0,0.17,0.93,0.22,12.99,4.16,22.0,30.94,91670000.0,0.6,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,818.0,213.0,679.0,10752.0,0.0,37.0,4096.0,32.0,282.0,1.0,0.0,44.0
18,TV,8186.0,16169.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,13.0,9.06,9.48,12.39,811616.0,0.03,0.49,0.18,4.81,0.94,21.0,11.6,564210000.0,0.53,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,916.0,95.0,637.0,10240.0,0.0,35.0,4096.0,0.0,141.0,1.0,0.0,8.0
235,SGMS,8186.0,15826.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,60.0,43.5,45.91,55.68,838060.0,0.01,0.89,0.23,10.81,0.91,18.0,48.36,95000000.0,0.53,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,219.0,113.0,2386.0,8704.0,0.0,30.0,4096.0,0.0,269.0,1.0,0.0,8.0
162,RRR,8186.0,15747.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,41.0,28.29,30.56,38.13,984295.0,-0.07,0.94,0.19,8.95,0.58,18.0,35.57,70730000.0,0.67,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,671.0,164.0,1791.0,8704.0,0.0,31.0,4096.0,0.0,285.0,1.0,0.0,4.0
16,AR,8186.0,15652.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,12.0,7.4,8.55,10.82,7890955.0,-0.09,0.7,0.2,2.34,0.96,17.0,9.96,296750000.0,0.93,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,675.0,318.0,2127.0,8192.0,0.0,26.0,4096.0,0.0,208.0,1.0,0.0,9.0
148,DXC,8186.0,15495.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,37.0,26.73,28.51,35.51,2072727.0,-0.15,0.89,0.2,14.21,12.39,20.0,32.11,254320000.0,0.51,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,517.0,136.0,576.0,9728.0,0.0,36.0,4096.0,0.0,269.0,1.0,0.0,136.0
60,WBT,8186.0,15245.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,23.0,14.21,16.0,20.53,1011825.0,-0.04,0.93,0.17,4.45,1.52,16.0,18.88,141620000.0,0.77,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,737.0,258.0,2152.0,7680.0,0.0,24.0,4096.0,0.0,282.0,1.0,0.0,15.0
201,NCR,8186.0,14604.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,49.0,35.01,37.98,46.69,927022.0,0.03,0.96,0.19,16.17,0.48,18.0,42.26,130000000.0,0.58,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,462.0,174.0,838.0,8704.0,0.0,35.0,4096.0,0.0,291.0,1.0,0.0,3.0
443,PFPT,8186.0,14238.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,173.0,128.19,136.55,170.92,1545606.0,0.15,0.97,0.22,93.57,0.33,19.0,147.94,57330000.0,0.41,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,342.0,134.0,112.0,9216.0,0.0,41.0,4096.0,0.0,294.0,1.0,0.0,2.0
140,GPS,8186.0,14015.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,36.0,25.61,26.83,33.5,5018024.0,-0.05,0.56,0.13,7.17,1.72,14.0,32.68,377000000.0,0.56,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,893.0,98.0,2061.0,6656.0,0.0,31.0,4096.0,0.0,163.0,0.0,0.0,17.0
223,TEX,8186.0,13835.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,55.0,39.37,42.51,52.92,870145.0,0.04,0.87,0.16,13.05,2.63,15.0,47.88,69500000.0,0.62,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,517.0,163.0,1565.0,7168.0,0.0,36.0,4096.0,0.0,262.0,1.0,0.0,27.0
320,HIBB,8186.0,13309.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,82.0,58.31,63.8,78.03,199893.0,0.2,0.95,0.14,14.84,3.0,12.0,74.15,16540000.0,0.6,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,664.0,193.0,2371.0,5632.0,0.0,34.0,4096.0,0.0,288.0,0.0,0.0,31.0
283,LB,8186.0,13104.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,69.0,49.57,53.98,65.75,3384810.0,0.02,0.82,0.1,10.48,5.26,10.0,65.32,278000000.0,0.6,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,860.0,182.0,3021.0,4608.0,0.0,35.0,4096.0,0.0,246.0,0.0,0.0,56.0
17,ERJ,8186.0,12994.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,13.0,8.16,8.97,11.71,1253721.0,0.14,0.36,0.13,4.11,0.99,14.0,11.13,184040000.0,0.68,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,986.0,203.0,919.0,6656.0,0.0,26.0,4096.0,0.0,99.0,0.0,0.0,9.0
275,TXT,8186.0,12954.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,68.0,50.95,53.58,66.71,1262373.0,0.04,0.86,0.17,23.97,2.43,15.0,60.66,227010000.0,0.46,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,541.0,106.0,719.0,7168.0,0.0,39.0,4096.0,0.0,259.0,1.0,0.0,25.0
477,IT,8186.0,12941.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,234.0,172.43,180.73,229.6,384910.0,0.08,0.98,0.19,110.64,1.21,16.0,200.25,88350000.0,0.46,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,442.0,99.0,275.0,7680.0,0.0,39.0,4096.0,0.0,298.0,1.0,0.0,11.0
123,MT,8186.0,12533.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,33.0,23.83,26.09,32.14,4488675.0,0.09,0.05,0.12,8.43,2.75,13.0,30.13,1180000000.0,0.59,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,634.0,194.0,1381.0,6144.0,0.0,38.0,4096.0,0.0,16.0,1.0,0.0,29.0
433,COF,8186.0,12527.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,158.0,113.06,122.49,156.29,2847260.0,-0.12,0.95,0.16,58.03,3.27,14.0,140.16,458600000.0,0.58,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,591.0,171.0,649.0,6656.0,0.0,41.0,4096.0,0.0,288.0,1.0,0.0,34.0
87,TECK,8186.0,12221.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,26.0,19.27,20.58,24.49,6275955.0,0.07,0.65,0.19,8.53,1.99,14.0,21.76,531300000.0,0.48,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,235.0,139.0,849.0,6656.0,0.0,33.0,4096.0,0.0,192.0,1.0,0.0,20.0
199,HOG,8186.0,12166.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,50.0,38.81,39.57,46.25,1142106.0,0.1,0.94,0.14,19.55,2.7,14.0,44.25,153480000.0,0.36,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,484.0,40.0,547.0,6656.0,0.0,30.0,4096.0,0.0,285.0,0.0,0.0,28.0
297,RILY,8186.0,12133.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,76.0,50.64,56.97,74.0,383951.0,0.0,0.41,0.17,16.84,3.3,11.0,67.03,26970000.0,0.8,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,723.0,256.0,1749.0,5120.0,0.0,38.0,4096.0,0.0,115.0,1.0,0.0,35.0
220,ALLY,8186.0,11985.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,54.0,39.98,43.35,52.75,1729786.0,-0.11,0.97,0.13,15.11,3.48,12.0,49.08,375230000.0,0.54,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,541.0,173.0,1172.0,5632.0,0.0,39.0,4096.0,0.0,294.0,1.0,0.0,37.0
57,MUR,8186.0,11865.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,20.0,14.28,15.79,19.18,2396965.0,-0.62,0.79,0.15,7.04,0.3,13.0,17.38,153950000.0,0.51,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,412.0,217.0,721.0,6144.0,0.0,36.0,4096.0,0.0,237.0,1.0,0.0,1.0
90,UNVR,8186.0,11847.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,26.0,20.31,21.15,25.58,1463391.0,-0.03,1.0,0.17,12.33,0.18,14.0,23.17,169300000.0,0.34,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,391.0,85.0,272.0,6656.0,0.0,40.0,4096.0,0.0,304.0,1.0,0.0,2.0
342,TFII,8186.0,11767.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,89.0,65.02,70.06,88.58,123130.0,0.24,0.53,0.15,25.86,0.2,12.0,80.18,93240000.0,0.53,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,592.0,159.0,1091.0,5632.0,0.0,42.0,4096.0,0.0,154.0,1.0,0.0,0.0
155,JHG,8186.0,11563.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,38.0,31.34,32.41,37.57,1064920.0,0.16,0.67,0.16,17.64,1.65,14.0,33.87,171000000.0,0.34,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,185.0,70.0,300.0,6656.0,0.0,41.0,4096.0,0.0,198.0,1.0,0.0,16.0
40,NOV,8186.0,11551.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,18.0,13.75,14.44,16.67,2670309.0,-0.34,0.94,0.18,8.01,0.95,14.0,14.49,385000000.0,0.36,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,14.0,103.0,357.0,6656.0,0.0,30.0,4096.0,0.0,285.0,1.0,0.0,9.0
208,LKQ,8186.0,11418.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,51.0,39.49,40.95,49.25,1523769.0,0.06,0.98,0.14,23.54,0.84,13.0,45.47,303040000.0,0.38,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,452.0,76.0,307.0,6144.0,0.0,37.0,4096.0,0.0,298.0,1.0,0.0,7.0
261,IMAB,8186.0,11335.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,65.0,49.77,53.71,62.08,325334.0,0.0,0.24,0.19,18.45,3.92,12.0,55.88,63700000.0,0.43,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,165.0,162.0,1141.0,5632.0,0.0,35.0,4096.0,0.0,61.0,1.0,0.0,42.0
127,SLB,8186.0,11325.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,33.0,24.58,26.34,31.76,11611270.0,-0.3,0.77,0.17,14.18,1.04,13.0,27.98,1400000000.0,0.46,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,255.0,147.0,406.0,6144.0,0.0,36.0,4096.0,0.0,230.0,1.0,0.0,10.0
372,OC,8186.0,11269.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,108.0,83.32,87.37,103.85,774335.0,0.2,1.0,0.13,40.61,1.24,12.0,97.56,105400000.0,0.35,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,478.0,100.0,610.0,5632.0,0.0,36.0,4096.0,0.0,304.0,1.0,0.0,12.0
93,DVN,8186.0,11069.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,26.0,18.76,20.8,24.75,10071431.0,-0.16,0.63,0.14,8.1,1.07,11.0,23.09,649000000.0,0.65,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,451.0,223.0,948.0,5120.0,0.0,34.0,4096.0,0.0,186.0,1.0,0.0,10.0
67,WES,8186.0,10961.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,22.0,16.14,17.53,21.71,2092623.0,-0.13,0.39,0.12,7.03,1.78,11.0,19.68,413100000.0,0.58,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,502.0,176.0,899.0,5120.0,0.0,40.0,4096.0,0.0,109.0,1.0,0.0,18.0
55,GT,8186.0,10874.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,20.0,13.88,15.13,19.37,3333887.0,0.15,0.82,0.12,6.38,1.02,10.0,18.05,235000000.0,0.61,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,791.0,184.0,902.0,4608.0,0.0,37.0,4096.0,0.0,246.0,1.0,0.0,9.0
204,ADNT,8186.0,10779.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,50.0,37.18,39.93,47.44,450048.0,0.09,0.95,0.1,15.3,4.55,10.0,45.48,94200000.0,0.55,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,569.0,151.0,984.0,4608.0,0.0,34.0,4096.0,0.0,288.0,0.0,0.0,49.0
321,ATKR,8186.0,10774.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,89.0,55.43,63.34,82.13,508220.0,-0.29,0.99,0.1,20.69,0.71,8.0,76.43,46800000.0,0.77,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,846.0,292.0,1619.0,3584.0,0.0,29.0,4096.0,0.0,301.0,1.0,0.0,6.0
92,ORI,8186.0,10750.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,26.0,20.39,21.22,26.09,1639418.0,0.19,0.76,0.13,14.09,1.83,12.0,24.02,298750000.0,0.42,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,540.0,83.0,110.0,5632.0,0.0,43.0,4096.0,0.0,227.0,1.0,0.0,18.0
449,PPG,8186.0,10721.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,180.0,148.1,150.48,178.04,658359.0,0.15,0.84,0.13,85.97,0.55,12.0,165.15,237400000.0,0.28,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,399.0,33.0,262.0,5632.0,0.0,41.0,4096.0,0.0,253.0,1.0,0.0,4.0
195,WFC,8186.0,10692.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,47.0,34.26,37.19,46.4,17040771.0,-0.32,0.71,0.13,21.14,6.26,11.0,42.99,4140000000.0,0.51,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,639.0,175.0,342.0,5120.0,0.0,40.0,4096.0,0.0,211.0,1.0,0.0,68.0
412,OSK,8186.0,10679.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,135.0,100.42,107.9,133.34,465736.0,0.05,0.93,0.12,59.66,0.44,11.0,124.15,68510000.0,0.45,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,617.0,153.0,366.0,5120.0,0.0,41.0,4096.0,0.0,282.0,1.0,0.0,3.0
346,PAG,8186.0,10648.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,92.0,69.43,73.64,88.81,193072.0,0.15,0.8,0.09,30.61,2.56,10.0,86.12,80600000.0,0.46,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,694.0,124.0,823.0,4608.0,0.0,37.0,4096.0,0.0,240.0,0.0,0.0,26.0
186,PACW,8186.0,10634.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,46.0,32.69,35.93,44.11,1158285.0,-0.06,0.88,0.12,15.55,1.1,10.0,41.37,116850000.0,0.62,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,620.0,203.0,794.0,4608.0,0.0,36.0,4096.0,0.0,266.0,1.0,0.0,10.0
70,ESI,8186.0,10571.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,23.0,17.56,18.97,21.99,1286317.0,0.21,1.0,0.13,9.5,8.93,11.0,20.32,247200000.0,0.45,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,291.0,164.0,463.0,5120.0,0.0,35.0,4096.0,0.0,304.0,1.0,0.0,97.0
52,CCJ,8186.0,10415.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,20.0,14.4,15.8,18.69,3400574.0,-0.16,0.7,0.14,9.07,0.74,11.0,17.43,397040000.0,0.5,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,423.0,199.0,331.0,5120.0,0.0,31.0,4096.0,0.0,208.0,1.0,0.0,6.0
476,MHK,8186.0,10331.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,230.0,162.47,175.83,218.97,257959.0,0.17,0.77,0.1,70.47,1.18,9.0,206.52,70180000.0,0.55,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,715.0,168.0,981.0,4096.0,0.0,34.0,4096.0,0.0,230.0,0.0,0.0,11.0
234,TAP,8186.0,10063.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,60.0,48.1,49.91,58.24,1057150.0,-0.1,0.93,0.12,32.65,1.72,11.0,53.9,217000000.0,0.31,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,327.0,77.0,105.0,5120.0,0.0,38.0,4096.0,0.0,282.0,1.0,0.0,17.0
289,LNC,8186.0,10057.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,70.0,54.1,57.49,68.8,1090587.0,0.03,0.81,0.11,30.14,3.42,10.0,64.53,191780000.0,0.46,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,502.0,128.0,403.0,4608.0,0.0,40.0,4096.0,0.0,243.0,1.0,0.0,36.0
