,Ticker,N-Value Rating,Lwowski Rating,Primary Passed Tests,Secondary Passed Tests,SMA50_greater_SMA150_rule (1st),SMA150_greater_SMA200_rule (1st),week52_span_rule (1st),rs_value_rule (1st),liquidity_rule (1st),close_above_52weekhigh_rule (1st),prev_close_rule (1st),SMA200_slope_rule (1st),inst_ownership_rule (1st),close_greater_SMA50_rule (1st),sales_QoQ_yearly_rule (1st),eps_QoQ_yearly_rule (2nd),SMA50_percent,SMA200_value,Inst. Ownership,EPS_QoQ_percent,week52_high,SMA50_value,SMA200_percent,week52_low,volume,Shares Outstanding,SMA150_value,prev_close,Relative Strength Value,Sales_QoQ_percent,SMA50_greater_SMA150_rule_nvalue,SMA150_greater_SMA200_rule_nvalue,week52_span_rule_nvalue,rs_value_rule_nvalue,liquidity_rule_nvalue,close_above_52weekhigh_rule_nvalue,prev_close_rule_nvalue,SMA200_slope_rul_nvalue,inst_ownership_rule_nvalue,close_greater_SMA50_rule_nvalue,sales_QoQ_yearly_rule_nvalue,eps_QoQ_yearly_rule_nvalue,SMA50_greater_SMA150_rule_score,SMA150_greater_SMA200_rule_score,week52_span_rule_score,rs_value_rule_score,liquidity_rule_score,close_above_52weekhigh_rule_score,prev_close_rule_score,SMA200_slope_rul_score,inst_ownership_rule_score,close_greater_SMA50_rule_score,sales_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_score
489,SWK,8190.0,7000.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,0.06,186.98,0.91,2.4,221.0,207.42,0.2,120.66,681380.0,161500000.0,189.51,216.01,5.0,0.34,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,387.0,28.0,101.0,2048.0,0.0,39.0,4096.0,0.0,275.0,0.0,1.0,25.0
225,PGNY,8190.0,6987.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,0.07,43.81,0.86,3.16,59.0,50.32,0.35,21.91,1080456.0,87400000.0,47.6,50.46,4.0,0.51,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,234.0,177.0,630.0,1536.0,0.0,18.0,4096.0,0.0,259.0,0.0,4.0,33.0
372,DHI,8190.0,6847.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,0.04,80.48,0.85,0.94,104.0,95.93,0.23,51.07,3068970.0,362300000.0,83.38,96.29,4.0,0.43,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,617.0,74.0,227.0,1536.0,0.0,30.0,4096.0,0.0,256.0,0.0,3.0,8.0
47,ABR,8190.0,6685.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,0.07,15.19,0.43,1.9,18.0,16.83,0.27,7.2,1616879.0,125230000.0,15.79,17.66,4.0,0.87,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,270.0,81.0,512.0,1536.0,0.0,39.0,4096.0,0.0,122.0,0.0,10.0,19.0
358,SSB,8190.0,6403.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,0.07,77.86,0.8,1.88,92.0,83.02,0.28,43.76,233877.0,71010000.0,80.7,90.34,4.0,0.88,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,118.0,75.0,268.0,1536.0,0.0,40.0,4096.0,0.0,240.0,1.0,10.0,19.0
253,PCH,8190.0,6161.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,0.05,51.73,0.88,8.77,63.0,58.96,0.21,32.43,390921.0,67210000.0,53.95,60.08,3.0,0.7,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,380.0,88.0,170.0,1024.0,0.0,35.0,4096.0,0.0,266.0,0.0,7.0,95.0
516,ANET,8190.0,6105.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,0.07,294.01,0.65,0.31,329.0,315.58,0.21,195.1,212551.0,76310000.0,303.76,326.38,4.0,0.28,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,159.0,68.0,12.0,1536.0,0.0,41.0,4096.0,0.0,192.0,0.0,0.0,1.0
535,GOOG,8190.0,5970.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,0.05,1984.98,0.69,1.62,2430.0,2284.06,0.26,1359.9,991704.0,686470000.0,2063.61,2316.16,3.0,0.34,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,438.0,81.0,74.0,1024.0,0.0,35.0,4096.0,0.0,205.0,0.0,1.0,16.0
514,WAT,8190.0,5966.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,0.06,267.8,0.92,1.76,318.0,302.23,0.24,174.76,247172.0,62260000.0,280.46,312.24,3.0,0.31,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,318.0,97.0,94.0,1024.0,0.0,40.0,4096.0,0.0,278.0,0.0,1.0,18.0
327,SCCO,8190.0,5779.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,0.08,67.97,0.08,2.56,82.0,72.84,0.28,35.18,1362233.0,773100000.0,71.6,76.3,3.0,0.47,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,71.0,109.0,408.0,1024.0,0.0,31.0,4096.0,0.0,10.0,0.0,4.0,26.0
528,ASML,8190.0,5645.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,0.04,537.61,0.18,2.44,673.0,638.44,0.31,304.89,928263.0,415300000.0,575.25,647.76,2.0,0.79,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,450.0,143.0,332.0,512.0,0.0,36.0,4096.0,0.0,42.0,0.0,9.0,25.0
473,TSCO,8190.0,5580.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,0.04,158.52,0.92,1.17,196.0,184.68,0.21,107.79,656308.0,116150000.0,166.42,187.88,2.0,0.42,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,449.0,102.0,93.0,512.0,0.0,36.0,4096.0,0.0,278.0,0.0,3.0,11.0
505,LH,8190.0,5507.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,0.04,230.81,0.93,3.39,278.0,263.22,0.23,157.09,966644.0,98500000.0,240.52,274.5,2.0,0.47,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,387.0,86.0,63.0,512.0,0.0,41.0,4096.0,0.0,282.0,0.0,4.0,36.0
534,GOOGL,8190.0,5457.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,0.04,1972.84,0.81,1.66,2393.0,2260.0,0.25,1362.54,1077692.0,673220000.0,2049.15,2278.38,2.0,0.34,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,421.0,79.0,55.0,512.0,0.0,34.0,4096.0,0.0,243.0,0.0,1.0,16.0
167,ACGL,8190.0,5346.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,0.04,36.05,0.94,2.24,41.0,39.85,0.18,24.28,1460302.0,400810000.0,36.91,40.19,2.0,0.43,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,326.0,49.0,13.0,512.0,0.0,39.0,4096.0,0.0,285.0,0.0,3.0,23.0
436,GRMN,8190.0,5219.0,11,1,True,True,True,True,True,True,True,True,True,True,True,True,0.04,125.23,0.53,0.36,144.0,138.03,0.2,81.89,573151.0,191900000.0,128.49,140.39,2.0,0.25,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,304.0,53.0,56.0,512.0,0.0,38.0,4096.0,0.0,154.0,0.0,4.0,2.0
164,WLL,8188.0,51585.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,0.07,28.89,0.94,0.0,42.0,36.98,0.35,0.57,389251.0,38700000.0,31.72,38.35,5.0,0.26,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,679.0,201.0,44248.0,2048.0,0.0,28.0,4096.0,0.0,285.0,0.0,0.0,0.0
481,BNTX,8188.0,30282.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,0.44,118.07,0.14,0.0,209.0,155.69,0.91,46.87,2020820.0,243120000.0,122.23,192.77,46.0,11.34,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,1121.0,72.0,1716.0,23040.0,0.0,29.0,4096.0,0.0,29.0,2.0,177.0,0.0
30,RRC,8188.0,22403.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,0.4,8.98,0.95,-0.84,14.0,10.32,0.67,5.15,6896500.0,242160000.0,9.64,13.04,34.0,0.48,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,289.0,151.0,646.0,16896.0,0.0,31.0,4096.0,0.0,288.0,2.0,4.0,0.0
33,BCRX,8188.0,16787.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,0.25,9.14,0.69,-0.49,14.0,11.34,0.93,3.37,7457855.0,177340000.0,10.44,12.84,21.0,2.98,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,353.0,291.0,1528.0,10240.0,0.0,29.0,4096.0,0.0,205.0,1.0,44.0,0.0
399,WCC,8188.0,15127.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,0.2,80.23,0.97,0.06,110.0,92.49,0.58,26.49,247551.0,50120000.0,86.34,110.32,18.0,1.05,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,292.0,156.0,1527.0,8704.0,0.0,43.0,4096.0,0.0,294.0,2.0,13.0,0.0
410,CVAC,8188.0,11964.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,0.18,95.98,0.23,-1.71,136.0,103.74,0.38,43.8,856445.0,177970000.0,99.46,109.99,14.0,0.88,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,176.0,74.0,884.0,6656.0,0.0,10.0,4096.0,0.0,58.0,0.0,10.0,0.0
398,PRU,8188.0,10141.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,0.12,85.47,0.57,-0.27,108.0,98.86,0.36,54.98,1572722.0,396300000.0,89.2,107.68,11.0,0.26,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,444.0,89.0,183.0,5120.0,0.0,42.0,4096.0,0.0,166.0,1.0,0.0,0.0
380,CZR,8188.0,8343.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,0.06,81.29,0.95,0.0,106.0,95.42,0.42,27.8,2924175.0,208000000.0,86.99,98.61,5.0,1.53,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,397.0,144.0,1319.0,2048.0,0.0,31.0,4096.0,0.0,288.0,0.0,20.0,0.0
222,BWA,8188.0,6517.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,0.06,43.48,0.99,-0.56,54.0,49.0,0.22,28.89,1194127.0,237700000.0,45.37,51.43,4.0,0.76,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,328.0,89.0,124.0,1536.0,0.0,35.0,4096.0,0.0,301.0,0.0,8.0,0.0
38,CRIS,8186.0,32962.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.36,8.53,0.79,0.61,16.0,11.34,1.45,0.79,3714592.0,91510000.0,10.5,13.57,33.0,-0.18,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,328.0,473.0,11420.0,16384.0,0.0,17.0,4096.0,0.0,237.0,2.0,0.0,5.0
254,DAC,8186.0,24617.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.14,34.36,0.3,0.28,66.0,55.16,1.37,3.38,405702.0,20290000.0,41.65,58.17,16.0,0.24,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,1329.0,435.0,10973.0,7680.0,0.0,22.0,4096.0,1.0,80.0,0.0,0.0,1.0
21,AR,8186.0,19965.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.28,7.52,0.7,0.96,13.0,10.03,1.05,2.34,9286981.0,296750000.0,8.7,11.84,25.0,-0.09,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,626.0,321.0,2389.0,12288.0,0.0,27.0,4096.0,0.0,208.0,1.0,0.0,9.0
122,NMM,8186.0,19157.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.16,17.44,0.11,0.28,35.0,29.22,1.28,5.72,425967.0,11980000.0,20.84,30.2,21.0,0.13,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,1647.0,399.0,2735.0,10240.0,0.0,19.0,4096.0,1.0,19.0,0.0,0.0,1.0
169,AA,8186.0,19125.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.2,25.95,0.82,1.16,41.0,35.62,0.86,7.74,4766566.0,186000000.0,28.36,39.7,23.0,0.2,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,1049.0,190.0,2231.0,11264.0,0.0,37.0,4096.0,0.0,246.0,1.0,0.0,11.0
132,IMO,8186.0,18551.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.26,21.92,0.18,3.09,33.0,27.29,0.7,11.54,880346.0,735700000.0,23.5,32.05,26.0,0.05,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,661.0,148.0,733.0,12800.0,0.0,38.0,4096.0,0.0,42.0,1.0,0.0,32.0
76,IHRT,8186.0,17760.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.21,14.96,0.79,0.93,23.0,19.62,0.76,6.65,624222.0,140840000.0,16.33,22.64,23.0,-0.1,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,825.0,188.0,1101.0,11264.0,0.0,40.0,4096.0,0.0,237.0,1.0,0.0,8.0
252,SGMS,8186.0,16862.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.25,43.87,0.89,0.91,60.0,49.15,0.55,12.88,1073609.0,95000000.0,46.18,58.44,21.0,0.01,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,263.0,108.0,1838.0,10240.0,0.0,38.0,4096.0,0.0,269.0,2.0,0.0,8.0
223,HOG,8186.0,16747.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.24,39.03,0.94,2.7,52.0,44.95,0.47,21.34,5258558.0,153480000.0,39.77,47.69,23.0,0.1,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,533.0,39.0,473.0,11264.0,0.0,29.0,4096.0,0.0,285.0,0.0,0.0,28.0
214,NCR,8186.0,16158.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.21,35.43,0.96,0.48,49.0,42.76,0.61,16.17,1532461.0,130000000.0,38.21,48.31,21.0,0.03,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,488.0,161.0,838.0,10240.0,0.0,40.0,4096.0,0.0,291.0,1.0,0.0,3.0
20,TV,8186.0,16104.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.17,9.13,0.49,0.94,13.0,11.75,0.53,5.1,1099233.0,564210000.0,9.55,12.65,21.0,0.03,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,944.0,94.0,542.0,10240.0,0.0,38.0,4096.0,0.0,141.0,1.0,0.0,8.0
145,ASO,8186.0,15923.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.21,23.64,0.93,4.16,36.0,31.44,0.58,12.99,2619399.0,91670000.0,26.09,35.62,20.0,0.17,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,840.0,212.0,679.0,9728.0,0.0,41.0,4096.0,0.0,282.0,1.0,0.0,44.0
171,RRR,8186.0,15512.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.19,28.6,0.94,0.58,42.0,35.81,0.67,9.98,754225.0,70730000.0,30.85,41.26,18.0,-0.07,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,659.0,161.0,1562.0,8704.0,0.0,40.0,4096.0,0.0,285.0,1.0,0.0,4.0
67,MUR,8186.0,15009.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.21,14.48,0.79,0.3,21.0,17.52,0.6,7.04,2420905.0,153950000.0,15.94,20.27,19.0,-0.62,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,406.0,206.0,809.0,9216.0,0.0,37.0,4096.0,0.0,237.0,1.0,0.0,1.0
153,DXC,8186.0,15003.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.19,26.99,0.89,12.39,37.0,32.49,0.5,14.21,1879727.0,254320000.0,28.74,36.86,19.0,-0.15,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,534.0,133.0,576.0,9216.0,0.0,42.0,4096.0,0.0,269.0,1.0,0.0,136.0
150,GPS,8186.0,14978.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.14,25.81,0.56,1.72,36.0,32.99,0.58,7.34,5098451.0,377000000.0,27.11,35.71,16.0,-0.05,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,888.0,103.0,1989.0,7680.0,0.0,41.0,4096.0,0.0,163.0,1.0,0.0,17.0
462,PFPT,8186.0,14264.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.21,129.01,0.97,0.33,173.0,149.82,0.41,93.57,1698458.0,57330000.0,137.5,171.77,19.0,0.15,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,367.0,135.0,112.0,9216.0,0.0,41.0,4096.0,0.0,294.0,1.0,0.0,2.0
64,WBT,8186.0,14263.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.15,14.43,0.93,1.52,23.0,19.1,0.74,5.22,609159.0,141620000.0,16.17,21.11,15.0,-0.04,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,742.0,247.0,1683.0,7168.0,0.0,29.0,4096.0,0.0,282.0,1.0,0.0,15.0
239,TEX,8186.0,14142.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.17,39.8,0.87,2.63,55.0,48.22,0.64,14.15,503796.0,69500000.0,42.83,54.59,16.0,0.04,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,515.0,156.0,1364.0,7680.0,0.0,41.0,4096.0,0.0,262.0,1.0,0.0,27.0
316,RILY,8186.0,14018.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.21,51.37,0.41,3.3,76.0,67.98,0.85,17.89,284812.0,26970000.0,57.71,72.61,15.0,0.0,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,729.0,253.0,1586.0,7168.0,0.0,35.0,4096.0,0.0,115.0,1.0,0.0,35.0
102,UNVR,8186.0,13830.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.2,20.43,1.0,0.18,27.0,23.37,0.38,13.56,1313629.0,169300000.0,21.28,26.15,18.0,-0.03,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,402.0,85.0,199.0,8704.0,0.0,37.0,4096.0,0.0,304.0,1.0,0.0,2.0
96,TECK,8186.0,13663.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.22,19.46,0.65,1.99,26.0,22.08,0.52,9.16,10416751.0,531300000.0,20.7,25.47,17.0,0.07,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,273.0,130.0,720.0,8192.0,0.0,39.0,4096.0,0.0,192.0,1.0,0.0,20.0
302,LB,8186.0,13587.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.11,50.08,0.82,5.26,70.0,65.74,0.62,12.22,3282583.0,278000000.0,54.59,69.23,12.0,0.02,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,837.0,184.0,2495.0,5632.0,0.0,41.0,4096.0,0.0,246.0,0.0,0.0,56.0
453,COF,8186.0,13556.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.17,114.26,0.95,3.27,160.0,141.38,0.59,58.35,2229511.0,458600000.0,123.72,158.11,16.0,-0.12,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,585.0,170.0,661.0,7680.0,0.0,41.0,4096.0,0.0,288.0,1.0,0.0,34.0
337,HIBB,8186.0,13446.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.14,58.84,0.95,3.0,83.0,74.66,0.61,16.83,221492.0,16540000.0,64.57,82.02,13.0,0.2,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,640.0,199.0,2006.0,6144.0,0.0,41.0,4096.0,0.0,288.0,1.0,0.0,31.0
136,SLB,8186.0,13405.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.21,24.86,0.77,1.04,34.0,28.16,0.51,14.18,14509807.0,1400000000.0,26.52,32.81,17.0,-0.3,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,253.0,137.0,449.0,8192.0,0.0,37.0,4096.0,0.0,230.0,1.0,0.0,10.0
291,TXT,8186.0,13311.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.16,51.47,0.86,2.43,68.0,61.24,0.46,26.49,900464.0,227010000.0,53.91,67.99,16.0,0.04,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,557.0,97.0,553.0,7680.0,0.0,43.0,4096.0,0.0,259.0,1.0,0.0,25.0
105,DVN,8186.0,13169.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.17,19.05,0.63,1.07,27.0,23.23,0.69,8.1,12031778.0,649000000.0,21.0,26.38,15.0,-0.16,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,435.0,210.0,1024.0,7168.0,0.0,39.0,4096.0,0.0,186.0,1.0,0.0,10.0
18,ERJ,8186.0,13008.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.13,8.27,0.36,0.99,13.0,11.27,0.68,4.11,1441820.0,184040000.0,9.05,12.07,14.0,0.14,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,1005.0,193.0,919.0,6656.0,0.0,30.0,4096.0,0.0,99.0,1.0,0.0,9.0
129,MT,8186.0,12884.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.13,24.11,0.05,2.75,33.0,30.36,0.61,9.03,4369582.0,1180000000.0,26.23,32.47,14.0,0.09,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,645.0,180.0,1221.0,6656.0,0.0,40.0,4096.0,0.0,16.0,1.0,0.0,29.0
364,TFII,8186.0,12717.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.16,65.57,0.53,0.2,91.0,80.98,0.55,27.39,309648.0,93240000.0,70.78,89.42,14.0,0.24,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,590.0,163.0,1017.0,6656.0,0.0,40.0,4096.0,0.0,154.0,1.0,0.0,0.0
48,NOV,8186.0,12595.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.21,13.89,0.94,0.95,18.0,14.63,0.39,8.01,4124003.0,385000000.0,14.49,17.51,16.0,-0.34,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,40.0,88.0,357.0,7680.0,0.0,38.0,4096.0,0.0,285.0,2.0,0.0,9.0
494,IT,8186.0,12383.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.17,173.97,0.98,1.21,234.0,202.0,0.44,115.4,365122.0,88350000.0,181.89,231.1,15.0,0.08,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,453.0,93.0,222.0,7168.0,0.0,41.0,4096.0,0.0,298.0,1.0,0.0,11.0
60,CCJ,8186.0,11950.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.17,14.55,0.7,0.74,20.0,17.55,0.54,9.07,5952322.0,397040000.0,15.92,19.66,14.0,-0.16,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,419.0,193.0,331.0,6656.0,0.0,40.0,4096.0,0.0,208.0,1.0,0.0,6.0
230,ALLY,8186.0,11872.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.13,40.36,0.97,3.48,54.0,49.43,0.54,15.89,2713773.0,375230000.0,43.72,54.0,12.0,-0.11,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,535.0,170.0,1064.0,5632.0,0.0,43.0,4096.0,0.0,294.0,1.0,0.0,37.0
206,WFC,8186.0,11736.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.14,34.63,0.71,6.26,48.0,43.33,0.54,21.14,25027573.0,4140000000.0,37.51,46.96,13.0,-0.32,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,636.0,170.0,371.0,6144.0,0.0,39.0,4096.0,0.0,211.0,1.0,0.0,68.0
61,GT,8186.0,11711.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.14,14.02,0.82,1.02,20.0,18.18,0.63,7.01,3888820.0,235000000.0,15.31,19.96,12.0,0.15,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,768.0,188.0,729.0,5632.0,0.0,42.0,4096.0,0.0,246.0,1.0,0.0,9.0
197,PACW,8186.0,11592.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.14,33.09,0.88,1.1,46.0,41.65,0.63,15.97,1490470.0,116850000.0,36.35,45.75,12.0,-0.06,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,597.0,202.0,746.0,5632.0,0.0,42.0,4096.0,0.0,266.0,1.0,0.0,10.0
218,LKQ,8186.0,11364.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.14,39.76,0.98,0.84,51.0,45.81,0.39,24.77,1708989.0,303040000.0,41.16,50.68,13.0,0.06,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,463.0,72.0,241.0,6144.0,0.0,42.0,4096.0,0.0,298.0,1.0,0.0,7.0
212,ADNT,8186.0,11301.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.11,37.58,0.95,4.55,50.0,45.88,0.56,15.3,351699.0,94200000.0,40.13,48.61,11.0,0.09,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,587.0,139.0,984.0,5120.0,0.0,38.0,4096.0,0.0,288.0,0.0,0.0,49.0
