,Ticker,N-Value Rating,Lwowski Rating,Primary Passed Tests,Secondary Passed Tests,SMA50_greater_SMA150_rule (1st),SMA150_greater_SMA200_rule (1st),week52_span_rule (1st),rs_value_rule (1st),liquidity_rule (1st),close_above_52weekhigh_rule (1st),prev_close_rule (1st),SMA200_slope_rule (1st),inst_ownership_rule (1st),close_greater_SMA50_rule (1st),sales_QoQ_yearly_rule (1st),eps_QoQ_yearly_rule (2nd),SMA200_percent,Relative Strength Value,week52_low,Sales_QoQ_percent,EPS_QoQ_percent,volume,SMA150_value,Inst. Ownership,week52_high,SMA50_percent,SMA200_value,SMA50_value,Shares Outstanding,prev_close,SMA50_greater_SMA150_rule_nvalue,SMA150_greater_SMA200_rule_nvalue,week52_span_rule_nvalue,rs_value_rule_nvalue,liquidity_rule_nvalue,close_above_52weekhigh_rule_nvalue,prev_close_rule_nvalue,SMA200_slope_rul_nvalue,inst_ownership_rule_nvalue,close_greater_SMA50_rule_nvalue,sales_QoQ_yearly_rule_nvalue,eps_QoQ_yearly_rule_nvalue,SMA50_greater_SMA150_rule_score,SMA150_greater_SMA200_rule_score,week52_span_rule_score,rs_value_rule_score,liquidity_rule_score,close_above_52weekhigh_rule_score,prev_close_rule_score,SMA200_slope_rul_score,inst_ownership_rule_score,close_greater_SMA50_rule_score,sales_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_score
379,WCC,8188.0,16284.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,0.61,20.0,25.09,0.97,-0.91,305530.0,85.85,0.96,110.0,0.22,79.2,91.62,50080000.0,107.92,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,275.0,172.0,1670.0,9728.0,0.0,39.0,4096.0,0.0,291.0,1.0,12.0,0.0
295,RILY,8188.0,12125.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,0.8,11.0,16.84,1.48,0.0,383951.0,56.97,0.43,76.0,0.17,50.64,67.03,25330000.0,74.0,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,723.0,256.0,1749.0,5120.0,0.0,38.0,4096.0,0.0,122.0,1.0,20.0,0.0
373,PRU,8188.0,10184.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,0.36,11.0,52.93,0.26,-0.27,1763794.0,88.69,0.57,108.0,0.12,84.84,98.19,396300000.0,105.8,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,439.0,93.0,230.0,5120.0,0.0,39.0,4096.0,0.0,166.0,1.0,0.0,0.0
297,SCHW,8188.0,8354.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,0.43,7.0,31.75,0.54,-0.09,8797625.0,61.98,0.74,73.0,0.09,58.03,67.95,1850000000.0,70.43,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,395.0,139.0,389.0,3072.0,0.0,37.0,4096.0,0.0,221.0,0.0,5.0,0.0
241,CCEP,8188.0,8229.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,0.29,8.0,34.03,0.76,-0.36,1026618.0,51.84,0.33,60.0,0.11,49.32,54.97,455840000.0,58.56,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,247.0,105.0,59.0,3584.0,0.0,39.0,4096.0,0.0,90.0,1.0,8.0,0.0
341,SSB,8188.0,6911.0,11,0,True,True,True,True,True,True,True,True,True,True,True,False,0.29,5.0,43.36,0.94,-0.16,202337.0,80.44,0.81,92.0,0.08,77.38,82.67,71030000.0,89.09,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,114.0,81.0,280.0,2048.0,0.0,37.0,4096.0,0.0,243.0,1.0,11.0,0.0
26,CRIS,8186.0,26831.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,1.23,20.0,0.76,-0.09,0.56,3611628.0,10.38,0.77,16.0,0.23,8.32,11.25,66030000.0,13.07,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,343.0,507.0,11911.0,9728.0,0.0,11.0,4096.0,0.0,230.0,1.0,0.0,4.0
364,NUE,8186.0,22105.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.77,32.0,37.49,0.03,2.7,3950486.0,67.15,0.81,103.0,0.3,63.45,84.24,303460000.0,100.8,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,1042.0,119.0,664.0,15872.0,0.0,39.0,4096.0,0.0,243.0,2.0,0.0,28.0
157,AA,8186.0,18628.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.82,21.0,6.66,0.2,1.16,4713497.0,28.06,0.8,41.0,0.18,25.56,35.23,186000000.0,39.13,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,1047.0,200.0,2758.0,10240.0,0.0,35.0,4096.0,0.0,240.0,1.0,0.0,11.0
120,IMO,8186.0,16960.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.65,23.0,11.54,0.05,3.09,468473.0,23.29,0.18,32.0,0.23,21.64,26.98,735700000.0,31.58,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,649.0,156.0,680.0,11264.0,0.0,40.0,4096.0,0.0,42.0,1.0,0.0,32.0
137,ASO,8186.0,16947.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.6,22.0,12.99,0.17,4.16,1709064.0,25.79,0.91,36.0,0.22,23.36,30.94,94360000.0,34.81,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,818.0,213.0,679.0,10752.0,0.0,37.0,4096.0,32.0,275.0,1.0,0.0,44.0
18,TV,8186.0,16172.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.53,21.0,4.81,0.03,0.94,811616.0,9.48,0.5,13.0,0.18,9.06,11.6,564210000.0,12.39,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,916.0,95.0,637.0,10240.0,0.0,35.0,4096.0,0.0,144.0,1.0,0.0,8.0
161,RRR,8186.0,15800.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.67,18.0,8.95,-0.26,5.05,984295.0,30.56,0.95,41.0,0.19,28.29,35.57,70860000.0,38.13,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,671.0,164.0,1791.0,8704.0,0.0,31.0,4096.0,0.0,288.0,1.0,0.0,54.0
16,AR,8186.0,15662.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.93,17.0,2.34,-0.09,0.96,7890955.0,8.55,0.73,12.0,0.2,7.4,9.96,296750000.0,10.82,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,675.0,318.0,2127.0,8192.0,0.0,26.0,4096.0,0.0,218.0,1.0,0.0,9.0
260,KTB,8186.0,15501.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.65,17.0,13.84,0.01,0.49,364705.0,49.26,0.91,67.0,0.15,46.79,59.47,57160000.0,61.35,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,849.0,108.0,1950.0,8192.0,0.0,28.0,4096.0,0.0,275.0,0.0,0.0,3.0
147,DXC,8186.0,15492.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.51,20.0,14.21,-0.15,12.39,2072727.0,28.51,0.88,37.0,0.2,26.73,32.11,254320000.0,35.51,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,517.0,136.0,576.0,9728.0,0.0,36.0,4096.0,0.0,266.0,1.0,0.0,136.0
59,WBT,8186.0,15241.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.77,16.0,4.45,-0.04,1.52,1011825.0,16.0,0.92,23.0,0.17,14.21,18.88,141620000.0,20.53,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,737.0,258.0,2152.0,7680.0,0.0,24.0,4096.0,0.0,278.0,1.0,0.0,15.0
200,NCR,8186.0,14601.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.58,18.0,16.17,0.03,0.48,927022.0,37.98,0.95,49.0,0.19,35.01,42.26,130000000.0,46.69,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,462.0,174.0,838.0,8704.0,0.0,35.0,4096.0,0.0,288.0,1.0,0.0,3.0
441,PFPT,8186.0,14238.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.41,19.0,93.57,0.15,0.33,1545606.0,136.55,0.97,173.0,0.22,128.19,147.94,57330000.0,170.92,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,342.0,134.0,112.0,9216.0,0.0,41.0,4096.0,0.0,294.0,1.0,0.0,2.0
138,GPS,8186.0,14009.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.56,14.0,7.17,-0.05,1.72,5018024.0,26.83,0.54,36.0,0.13,25.61,32.68,377000000.0,33.5,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,893.0,98.0,2061.0,6656.0,0.0,31.0,4096.0,0.0,157.0,0.0,0.0,17.0
222,TEX,8186.0,13835.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.62,15.0,13.05,0.04,2.63,870145.0,42.51,0.87,55.0,0.16,39.37,47.88,69500000.0,52.92,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,517.0,163.0,1565.0,7168.0,0.0,36.0,4096.0,0.0,262.0,1.0,0.0,27.0
318,HIBB,8186.0,13309.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.6,12.0,14.84,0.2,3.0,199893.0,63.8,0.95,82.0,0.14,58.31,74.15,16540000.0,78.03,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,664.0,193.0,2371.0,5632.0,0.0,34.0,4096.0,0.0,288.0,0.0,0.0,31.0
281,LB,8186.0,13101.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.6,10.0,10.48,0.02,5.26,3384810.0,53.98,0.81,69.0,0.1,49.57,65.32,278000000.0,65.75,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,860.0,182.0,3021.0,4608.0,0.0,35.0,4096.0,0.0,243.0,0.0,0.0,56.0
17,ERJ,8186.0,12991.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.68,14.0,4.11,0.14,0.99,1253721.0,8.97,0.35,13.0,0.13,8.16,11.13,184040000.0,11.71,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,986.0,203.0,919.0,6656.0,0.0,26.0,4096.0,0.0,96.0,0.0,0.0,9.0
273,TXT,8186.0,12954.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.46,15.0,23.97,0.04,2.43,1262373.0,53.58,0.86,68.0,0.17,50.95,60.66,227010000.0,66.71,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,541.0,106.0,719.0,7168.0,0.0,39.0,4096.0,0.0,259.0,1.0,0.0,25.0
475,IT,8186.0,12937.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.46,16.0,110.64,0.08,1.21,384910.0,180.73,0.97,234.0,0.19,172.43,200.25,88350000.0,229.6,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,442.0,99.0,275.0,7680.0,0.0,39.0,4096.0,0.0,294.0,1.0,0.0,11.0
121,MT,8186.0,12533.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.59,13.0,8.43,0.09,2.75,4488675.0,26.09,0.05,33.0,0.12,23.83,30.13,1180000000.0,32.14,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,634.0,194.0,1381.0,6144.0,0.0,38.0,4096.0,0.0,16.0,1.0,0.0,29.0
431,COF,8186.0,12500.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.58,14.0,58.03,-0.12,1.37,2847260.0,122.49,0.93,158.0,0.16,113.06,140.16,459000000.0,156.29,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,591.0,171.0,649.0,6656.0,0.0,41.0,4096.0,0.0,282.0,1.0,0.0,13.0
85,TECK,8186.0,12218.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.48,14.0,8.53,0.07,1.99,6275955.0,20.58,0.64,26.0,0.19,19.27,21.76,531300000.0,24.49,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,235.0,139.0,849.0,6656.0,0.0,33.0,4096.0,0.0,189.0,1.0,0.0,20.0
198,HOG,8186.0,12172.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.36,14.0,19.55,0.1,2.7,1142106.0,39.57,0.96,50.0,0.14,38.81,44.25,153480000.0,46.25,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,484.0,40.0,547.0,6656.0,0.0,30.0,4096.0,0.0,291.0,0.0,0.0,28.0
219,ALLY,8186.0,11985.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.54,12.0,15.11,-0.11,3.48,1729786.0,43.35,0.97,54.0,0.13,39.98,49.08,375230000.0,52.75,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,541.0,173.0,1172.0,5632.0,0.0,39.0,4096.0,0.0,294.0,1.0,0.0,37.0
56,MUR,8186.0,11865.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.51,13.0,7.04,-0.62,0.3,2396965.0,15.79,0.79,20.0,0.15,14.28,17.38,153950000.0,19.18,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,412.0,217.0,721.0,6144.0,0.0,36.0,4096.0,0.0,237.0,1.0,0.0,1.0
88,UNVR,8186.0,11847.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.34,14.0,12.33,-0.06,0.39,1463391.0,21.15,1.0,26.0,0.17,20.31,23.17,169300000.0,25.58,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,391.0,85.0,272.0,6656.0,0.0,40.0,4096.0,0.0,304.0,1.0,0.0,2.0
339,TFII,8186.0,11767.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.53,12.0,25.86,0.24,0.2,123130.0,70.06,0.53,89.0,0.15,65.02,80.18,93240000.0,88.58,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,592.0,159.0,1091.0,5632.0,0.0,42.0,4096.0,0.0,154.0,1.0,0.0,0.0
154,JHG,8186.0,11554.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.34,14.0,17.64,0.16,1.65,1064920.0,32.41,0.64,38.0,0.16,31.34,33.87,171000000.0,37.57,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,185.0,70.0,300.0,6656.0,0.0,41.0,4096.0,0.0,189.0,1.0,0.0,16.0
38,NOV,8186.0,11544.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.36,14.0,8.01,-0.34,0.95,2670309.0,14.44,0.92,18.0,0.18,13.75,14.49,385000000.0,16.67,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,14.0,103.0,357.0,6656.0,0.0,30.0,4096.0,0.0,278.0,1.0,0.0,9.0
207,LKQ,8186.0,11418.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.38,13.0,23.54,0.06,0.84,1523769.0,40.95,0.98,51.0,0.14,39.49,45.47,303040000.0,49.25,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,452.0,76.0,307.0,6144.0,0.0,37.0,4096.0,0.0,298.0,1.0,0.0,7.0
125,SLB,8186.0,11329.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.46,13.0,14.18,-0.3,1.04,11611270.0,26.34,0.78,33.0,0.17,24.58,27.98,1400000000.0,31.76,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,255.0,147.0,406.0,6144.0,0.0,36.0,4096.0,0.0,234.0,1.0,0.0,10.0
259,IMAB,8186.0,11325.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.43,12.0,18.45,0.0,3.92,325334.0,53.71,0.21,65.0,0.19,49.77,55.88,63700000.0,62.08,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,165.0,162.0,1141.0,5632.0,0.0,35.0,4096.0,0.0,51.0,1.0,0.0,42.0
370,OC,8186.0,11269.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.35,12.0,40.61,0.2,1.24,774335.0,87.37,1.0,108.0,0.13,83.32,97.56,105400000.0,103.85,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,478.0,100.0,610.0,5632.0,0.0,36.0,4096.0,0.0,304.0,1.0,0.0,12.0
91,DVN,8186.0,11049.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.65,11.0,8.1,-0.16,1.07,10071431.0,20.8,0.57,26.0,0.14,18.76,23.09,649000000.0,24.75,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,451.0,223.0,948.0,5120.0,0.0,34.0,4096.0,0.0,166.0,1.0,0.0,10.0
54,GT,8186.0,10874.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.61,10.0,6.38,0.15,1.02,3333887.0,15.13,0.82,20.0,0.12,13.88,18.05,235000000.0,19.37,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,791.0,184.0,902.0,4608.0,0.0,37.0,4096.0,0.0,246.0,1.0,0.0,9.0
319,ATKR,8186.0,10777.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.77,8.0,20.69,-0.29,0.71,508220.0,63.34,1.0,89.0,0.1,55.43,76.43,46800000.0,82.13,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,846.0,292.0,1619.0,3584.0,0.0,29.0,4096.0,0.0,304.0,1.0,0.0,6.0
203,ADNT,8186.0,10773.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.55,10.0,15.3,0.09,4.55,450048.0,39.93,0.93,50.0,0.1,37.18,45.48,94200000.0,47.44,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,569.0,151.0,984.0,4608.0,0.0,34.0,4096.0,0.0,282.0,0.0,0.0,49.0
90,ORI,8186.0,10750.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.42,12.0,14.09,0.19,1.83,1639418.0,21.22,0.76,26.0,0.13,20.39,24.02,298750000.0,26.09,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,540.0,83.0,110.0,5632.0,0.0,43.0,4096.0,0.0,227.0,1.0,0.0,18.0
447,PPG,8186.0,10711.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.28,12.0,85.97,0.15,0.55,658359.0,150.48,0.81,180.0,0.13,148.1,165.15,237400000.0,178.04,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,399.0,33.0,262.0,5632.0,0.0,41.0,4096.0,0.0,243.0,1.0,0.0,4.0
194,WFC,8186.0,10692.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.51,11.0,21.14,-0.32,6.26,17040771.0,37.19,0.71,47.0,0.13,34.26,42.99,4140000000.0,46.4,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,639.0,175.0,342.0,5120.0,0.0,40.0,4096.0,0.0,211.0,1.0,0.0,68.0
410,OSK,8186.0,10679.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.45,11.0,59.66,0.05,0.44,465736.0,107.9,0.93,135.0,0.12,100.42,124.15,68510000.0,133.34,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,617.0,153.0,366.0,5120.0,0.0,41.0,4096.0,0.0,282.0,1.0,0.0,3.0
343,PAG,8186.0,10648.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.46,10.0,30.61,0.15,2.56,193072.0,73.64,0.8,92.0,0.09,69.43,86.12,80600000.0,88.81,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,694.0,124.0,823.0,4608.0,0.0,37.0,4096.0,0.0,240.0,0.0,0.0,26.0
69,ESI,8186.0,10565.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.45,11.0,9.5,0.21,8.93,1286317.0,18.97,0.98,23.0,0.13,17.56,20.32,247200000.0,21.99,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,291.0,164.0,463.0,5120.0,0.0,35.0,4096.0,0.0,298.0,1.0,0.0,97.0
51,CCJ,8186.0,10415.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.5,11.0,9.07,-0.16,0.74,3400574.0,15.8,0.7,20.0,0.14,14.4,17.43,397040000.0,18.69,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,423.0,199.0,331.0,5120.0,0.0,31.0,4096.0,0.0,208.0,1.0,0.0,6.0
474,MHK,8186.0,10338.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.55,9.0,70.47,0.17,1.18,257959.0,175.83,0.79,230.0,0.1,162.47,206.52,70180000.0,218.97,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,715.0,168.0,981.0,4096.0,0.0,34.0,4096.0,0.0,237.0,0.0,0.0,11.0
287,LNC,8186.0,10057.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.46,10.0,30.14,0.03,3.42,1090587.0,57.49,0.81,70.0,0.11,54.1,64.53,191780000.0,68.8,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,502.0,128.0,403.0,4608.0,0.0,40.0,4096.0,0.0,243.0,1.0,0.0,36.0
233,TAP,8186.0,10056.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.31,11.0,32.65,-0.1,1.72,1057150.0,49.91,0.91,60.0,0.12,48.1,53.9,217000000.0,58.24,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,327.0,77.0,105.0,5120.0,0.0,38.0,4096.0,0.0,275.0,1.0,0.0,17.0
392,ADS,8186.0,10027.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.62,8.0,38.18,-0.21,8.14,430640.0,94.61,0.93,125.0,0.08,87.61,112.97,49700000.0,115.96,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,795.0,164.0,988.0,3584.0,0.0,30.0,4096.0,0.0,282.0,0.0,0.0,88.0
393,CINF,8186.0,10026.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.36,10.0,49.25,0.0,1.5,415470.0,99.05,0.71,121.0,0.11,93.84,110.05,161000000.0,120.04,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,455.0,114.0,485.0,4608.0,0.0,41.0,4096.0,0.0,211.0,1.0,0.0,15.0
473,AVY,8186.0,9988.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.41,10.0,100.48,0.19,0.56,536552.0,178.88,0.93,222.0,0.12,171.13,202.04,83100000.0,220.44,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,530.0,93.0,333.0,4608.0,0.0,41.0,4096.0,0.0,282.0,1.0,0.0,4.0
42,COMM,8186.0,9937.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.41,10.0,7.75,0.02,0.38,1662950.0,15.33,0.94,18.0,0.11,14.26,16.63,201700000.0,17.84,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,347.0,154.0,403.0,4608.0,0.0,41.0,4096.0,0.0,285.0,1.0,0.0,2.0
426,EXP,8186.0,9926.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.42,9.0,53.38,0.18,0.84,350316.0,125.02,0.96,152.0,0.1,116.64,140.93,41490000.0,150.16,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,521.0,147.0,726.0,4096.0,0.0,41.0,4096.0,0.0,291.0,1.0,0.0,7.0
432,UHS,8186.0,9900.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.26,11.0,88.61,0.07,0.29,428327.0,137.21,0.95,160.0,0.13,134.54,144.85,84730000.0,157.88,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,228.0,41.0,85.0,5120.0,0.0,40.0,4096.0,0.0,288.0,1.0,0.0,1.0
419,XPO,8186.0,9881.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.33,10.0,64.32,0.24,4.56,576652.0,124.89,0.94,148.0,0.12,119.86,134.96,106000000.0,142.83,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,330.0,86.0,390.0,4608.0,0.0,37.0,4096.0,0.0,285.0,0.0,0.0,49.0
170,IRM,8186.0,9814.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.35,10.0,22.42,-0.02,5.54,2735897.0,34.78,0.82,42.0,0.11,32.89,39.16,288420000.0,41.88,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,516.0,118.0,127.0,4608.0,0.0,42.0,4096.0,0.0,246.0,1.0,0.0,60.0
148,UNFI,8186.0,9809.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.59,8.0,14.57,0.07,4.41,1251942.0,28.77,0.9,39.0,0.07,25.7,35.2,56140000.0,35.77,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,915.0,245.0,621.0,3584.0,0.0,29.0,4096.0,0.0,272.0,0.0,0.0,47.0
220,CF,8186.0,9809.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.39,10.0,24.63,0.08,1.23,1440784.0,45.39,0.93,55.0,0.13,42.29,48.43,214900000.0,53.57,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,274.0,150.0,348.0,4608.0,0.0,38.0,4096.0,0.0,282.0,1.0,0.0,12.0
99,IVZ,8186.0,9807.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.54,7.0,6.7,0.04,2.25,2471594.0,23.14,0.88,28.0,0.08,21.27,26.47,461600000.0,27.13,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,589.0,180.0,1544.0,3072.0,0.0,37.0,4096.0,0.0,266.0,0.0,0.0,23.0
327,R,8186.0,9803.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.42,9.0,29.9,0.03,1.57,541633.0,71.57,0.89,87.0,0.1,67.82,78.76,53870000.0,84.85,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,411.0,113.0,764.0,4096.0,0.0,38.0,4096.0,0.0,269.0,1.0,0.0,15.0
